sample,mass,salinity,Sample.ID,Type
20181103_Tank2,59.53,34.69,Tank2,Tank
20181103_Tank4,59.29,34.04,Tank4,Tank
20181103_Tank6,59.45,34.06,Tank6,Tank
20181103_Tank8,59.2,34.07,Tank8,Tank
20181103_Tank1,60.01,34.24,Tank1,Tank
20181103_Tank3,59.34,34.01,Tank3,Tank
20181103_Tank5,59.07,34.35,Tank5,Tank
20181103_Tank7,59.5,34.25,Tank7,Tank
20181103_Tank9,59.11,34.1,Tank9,Tank
