sample,mass,salinity,Sample.ID,Type
20180926_Tank3,59.52,34.18,Tank3,Tank
20180926_Tank1,59.17,34.18,Tank1,Tank
20180926_Tank7,59.08,34.23,Tank7,Tank
20180926_Tank12,60.02,34.08,Tank12,Tank
20180926_Tank6,59.65,34.11,Tank6,Tank
20180926_Tank2,59.26,34.16,Tank2,Tank
20180926_Tank9,59.26,34.17,Tank9,Tank
20180926_Tank8,59.92,34.15,Tank8,Tank
20180926_Tank5,59.78,34.19,Tank5,Tank
