"Sample.ID","TA","Mass","Tank","Type"
"20180926_JUNK12",2202.10005967009,59.21,"Junk12","Junk"
"20180926_CRM1",2237.21662346153,59.9,"CRM1","CRM"
"20180926_CRM2",2240.80544695404,59.3,"CRM2","CRM"
