Date,Timepoint,Date.Num,Run.Number,Start.Time,Stop.Time,Chamber,Channel,Position,Species,Fragment.ID,Plug.ID,Treatment,Tank,Light.or.Dark,Vol.ml,pH.mV,Temp.C,Salinity,Surface.Area,Bottle.Number,TA.Start.Time,TA.Stop.Time,Notes
20180923,Day2,9/23/18,Run5,16:07,16:28,5,5,1,Pocillopora,P-1324_20180923,1324,HTHC,2,Resp,600,NA,NA,NA,33.75794,NA,NA,NA,
20180923,Day2,9/23/18,Run5,15:46,16:05,9,9,12,Montipora,M-1560_20180923,1560,ATHC,3,Photo,596,NA,NA,NA,36.411448,NA,NA,NA,
20180923,Day2,9/23/18,Run5,16:07,16:28,9,9,12,Montipora,M-1560_20180923,1560,ATHC,3,Resp,596,NA,NA,NA,36.411448,NA,NA,NA,
20180923,Day2,9/23/18,Run5,15:46,16:05,10,10,8,Blank,B5AMB_20180923,B5AMB,ATHC,3,Photo,606,NA,NA,NA,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run5,16:07,16:28,10,10,8,Blank,B5AMB_20180923,B5AMB,ATHC,3,Resp,606,NA,NA,NA,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run5,15:46,16:05,3,3,2,Blank,B5HOT_20180923,B5HOT,HTHC,2,Photo,606,NA,NA,NA,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run5,16:07,16:28,3,3,2,Blank,B5HOT_20180923,B5HOT,HTHC,2,Resp,606,NA,NA,NA,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run6,17:10,17:31,3,3,6,Montipora,M-1242_20180923,1242,HTAC,4,Photo,596,NA,NA,NA,22.6919435,NA,NA,NA,
20180923,Day2,9/23/18,Run6,17:33,18:01,3,3,6,Montipora,M-1242_20180923,1242,HTAC,4,Resp,596,NA,NA,NA,22.6919435,NA,NA,NA,
20180923,Day2,9/23/18,Run6,17:10,17:31,5,5,3,Pocillopora,P-1271_20180923,1271,HTAC,4,Photo,596,NA,NA,NA,27.86472,NA,NA,NA,
20180923,Day2,9/23/18,Run6,17:33,18:01,5,5,3,Pocillopora,P-1271_20180923,1271,HTAC,4,Resp,596,NA,NA,NA,27.86472,NA,NA,NA,touched by hand
20180923,Day2,9/23/18,Run6,17:10,17:31,4,4,4,Montipora,M-1299_20180923,1299,HTAC,4,Photo,598,NA,NA,NA,16.5794702,NA,NA,NA,
20180923,Day2,9/23/18,Run6,17:33,18:01,4,4,4,Montipora,M-1299_20180923,1299,HTAC,4,Resp,598,NA,NA,NA,16.5794702,NA,NA,NA,
20180923,Day2,9/23/18,Run6,17:10,17:31,2,2,1,Pocillopora,P-1336_20180923,1336,HTAC,4,Photo,598,NA,NA,NA,21.12132,NA,NA,NA,
20180923,Day2,9/23/18,Run6,17:33,18:01,2,2,1,Pocillopora,P-1336_20180923,1336,HTAC,4,Resp,598,NA,NA,NA,21.12132,NA,NA,NA,
20180923,Day2,9/23/18,Run6,17:10,17:31,10,10,12,Montipora,M-1564_20180923,1564,ATAC,8,Photo,594,NA,NA,NA,15.4876375,NA,NA,NA,
20180923,Day2,9/23/18,Run6,17:33,18:01,10,10,12,Montipora,M-1564_20180923,1564,ATAC,8,Resp,594,NA,NA,NA,15.4876375,NA,NA,NA,
20180923,Day2,9/23/18,Run6,17:10,17:31,6,6,7,Pocillopora,P-1570_20180923,1570,ATAC,8,Photo,594,NA,NA,NA,45.92919,NA,NA,NA,
20180923,Day2,9/23/18,Run6,17:33,18:01,6,6,7,Pocillopora,P-1570_20180923,1570,ATAC,8,Resp,594,NA,NA,NA,45.92919,NA,NA,NA,
20180923,Day2,9/23/18,Run6,17:10,17:31,9,9,10,Pocillopora,P-1574_20180923,1574,ATAC,8,Photo,596,NA,NA,NA,37.91943,NA,NA,NA,
20180923,Day2,9/23/18,Run6,17:33,18:01,9,9,10,Pocillopora,P-1574_20180923,1574,ATAC,8,Resp,596,NA,NA,NA,37.91943,NA,NA,NA,
20180923,Day2,9/23/18,Run6,17:10,17:31,8,8,9,Montipora,M-1650_20180923,1650,ATAC,8,Photo,598,NA,NA,NA,15.4339408,NA,NA,NA,
20180923,Day2,9/23/18,Run6,17:33,18:01,8,8,9,Montipora,M-1650_20180923,1650,ATAC,8,Resp,598,NA,NA,NA,15.4339408,NA,NA,NA,
20180923,Day2,9/23/18,Run6,17:10,17:31,7,7,8,Blank,B6AMB_20180923,B6AMB,ATAC,8,Photo,606,NA,NA,NA,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run6,17:33,18:01,7,7,8,Blank,B6AMB_20180923,B6AMB,ATAC,8,Resp,606,NA,NA,NA,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run6,17:10,17:31,1,1,2,Blank,B6HOT_20180923,B6HOT,HTAC,4,Photo,600,NA,NA,NA,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run6,17:33,18:01,1,1,2,Blank,B6HOT_20180923,B6HOT,HTAC,4,Resp,600,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run1,9:13,9:30,8,8,9,Pocillopora,P-1054_20180929,1054,ATAC,1,Photo,602,NA,NA,NA,23.2020621,NA,NA,NA,
20180929,Week1,9/29/18,Run1,9:33,9:54,8,8,9,Pocillopora,P-1054_20180929,1054,ATAC,1,Resp,602,NA,NA,NA,23.2020621,NA,NA,NA,
20180929,Week1,9/29/18,Run1,9:13,9:30,7,7,7,Montipora,M-1067_20180929,1067,ATAC,1,Photo,600,NA,NA,NA,28.6522762,NA,NA,NA,
20180929,Week1,9/29/18,Run1,9:33,9:54,7,7,7,Montipora,M-1067_20180929,1067,ATAC,1,Resp,600,NA,NA,NA,28.6522762,NA,NA,NA,
20180929,Week1,9/29/18,Run1,9:13,9:30,10,10,10,Pocillopora,P-1118_20180929,1118,ATAC,1,Photo,592,NA,NA,NA,15.9306352,NA,NA,NA,
20180929,Week1,9/29/18,Run1,9:33,9:54,10,10,10,Pocillopora,P-1118_20180929,1118,ATAC,1,Resp,592,NA,NA,NA,15.9306352,NA,NA,NA,
20180929,Week1,9/29/18,Run1,9:13,9:30,9,9,12,Montipora,M-1189_20180929,1189,ATAC,1,Photo,596,NA,NA,NA,21.9894118,NA,NA,NA,
20180929,Week1,9/29/18,Run1,9:33,9:54,9,9,12,Montipora,M-1189_20180929,1189,ATAC,1,Resp,596,NA,NA,NA,21.9894118,NA,NA,NA,
20180929,Week1,9/29/18,Run1,9:13,9:30,5,5,6,Pocillopora,P-1553_20180929,1553,HTAC,7,Photo,594,NA,NA,NA,41.5260578,NA,NA,NA,
20180929,Week1,9/29/18,Run1,9:33,9:54,5,5,6,Pocillopora,P-1553_20180929,1553,HTAC,7,Resp,594,NA,NA,NA,41.5260578,NA,NA,NA,
20180929,Week1,9/29/18,Run1,9:13,9:30,4,4,4,Montipora,M-1639_20180929,1639,HTAC,7,Photo,600,NA,NA,NA,13.8409389,NA,NA,NA,
20180929,Week1,9/29/18,Run1,9:33,9:54,4,4,4,Montipora,M-1639_20180929,1639,HTAC,7,Resp,600,NA,NA,NA,13.8409389,NA,NA,NA,
20180929,Week1,9/29/18,Run1,9:13,9:30,3,3,3,Pocillopora,P-1646_20180929,1646,HTAC,7,Photo,590,NA,NA,NA,28.7954674,NA,NA,NA,
20180929,Week1,9/29/18,Run1,9:33,9:54,3,3,3,Pocillopora,P-1646_20180929,1646,HTAC,7,Resp,590,NA,NA,NA,28.7954674,NA,NA,NA,
20180929,Week1,9/29/18,Run1,9:13,9:30,2,2,1,Montipora,M-1758_20180929,1758,HTAC,7,Photo,596,NA,NA,NA,33.6505432,NA,NA,NA,
20180929,Week1,9/29/18,Run1,9:33,9:54,2,2,1,Montipora,M-1758_20180929,1758,HTAC,7,Resp,596,NA,NA,NA,33.6505432,NA,NA,NA,
20180929,Week1,9/29/18,Run1,9:13,9:30,6,6,8,Blank,B1AMB_20180929,B1AMB,ATAC,1,Photo,608,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run1,9:33,9:54,6,6,8,Blank,B1AMB_20180929,B1AMB,ATAC,1,Resp,608,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run1,9:13,9:30,1,1,2,Blank,B1HOT_20180929,B1HOT,HTAC,7,Photo,601,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run1,9:33,9:54,1,1,2,Blank,B1HOT_20180929,B1HOT,HTAC,7,Resp,601,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run2,10:41,10:56,3,3,3,Montipora,M-1127_20180929,1127,HTHC,2,Photo,600,NA,NA,NA,13.9035851,NA,NA,NA,
20180929,Week1,9/29/18,Run2,10:58,11:15,3,3,3,Montipora,M-1127_20180929,1127,HTHC,2,Resp,600,NA,NA,NA,13.9035851,NA,NA,NA,
20180929,Week1,9/29/18,Run2,10:41,10:56,10,10,12,Pocillopora,P-1258_20180929,1258,ATHC,3,Photo,592,NA,NA,NA,16.906125,NA,NA,NA,
20180929,Week1,9/29/18,Run2,10:58,11:15,10,10,12,Pocillopora,P-1258_20180929,1258,ATHC,3,Resp,592,NA,NA,NA,16.906125,NA,NA,NA,
20180929,Week1,9/29/18,Run2,10:41,10:56,8,8,10,Pocillopora,P-1294_20180929,1294,ATHC,3,Photo,602,NA,NA,NA,10.0239992,NA,NA,NA,
20180929,Week1,9/29/18,Run2,10:58,11:15,8,8,10,Pocillopora,P-1294_20180929,1294,ATHC,3,Resp,602,NA,NA,NA,10.0239992,NA,NA,NA,
20180929,Week1,9/29/18,Run2,10:41,10:56,7,7,9,Montipora,M-1297_20180929,1297,ATHC,3,Photo,602,NA,NA,NA,14.5658443,NA,NA,NA,
20180929,Week1,9/29/18,Run2,10:58,11:15,7,7,9,Montipora,M-1297_20180929,1297,ATHC,3,Resp,602,NA,NA,NA,14.5658443,NA,NA,NA,
20180929,Week1,9/29/18,Run2,10:41,10:56,4,4,4,Pocillopora,P-1326_20180929,1326,HTHC,2,Photo,606,NA,NA,NA,19.6894035,NA,NA,NA,
20180929,Week1,9/29/18,Run2,10:58,11:15,4,4,4,Pocillopora,P-1326_20180929,1326,HTHC,2,Resp,606,NA,NA,NA,19.6894035,NA,NA,NA,
20180929,Week1,9/29/18,Run2,10:41,10:56,2,2,6,Pocillopora,P-1432_20180929,1432,HTHC,2,Photo,598,NA,NA,NA,26.2180262,NA,NA,NA,
20180929,Week1,9/29/18,Run2,10:58,11:15,2,2,6,Pocillopora,P-1432_20180929,1432,HTHC,2,Resp,598,NA,NA,NA,26.2180262,NA,NA,NA,
20180929,Week1,9/29/18,Run2,10:41,10:56,1,1,1,Montipora,M-1480_20180929,1480,HTHC,2,Photo,594,NA,NA,NA,21.0810428,NA,NA,NA,
20180929,Week1,9/29/18,Run2,10:58,11:15,1,1,1,Montipora,M-1480_20180929,1480,HTHC,2,Resp,594,NA,NA,NA,21.0810428,NA,NA,NA,
20180929,Week1,9/29/18,Run2,10:41,10:56,6,6,7,Montipora,M-1550_20180929,1550,ATHC,3,Photo,602,NA,NA,NA,17.4967886,NA,NA,NA,
20180929,Week1,9/29/18,Run2,10:58,11:15,6,6,7,Montipora,M-1550_20180929,1550,ATHC,3,Resp,602,NA,NA,NA,17.4967886,NA,NA,NA,
20180929,Week1,9/29/18,Run2,10:41,10:56,9,9,8,Blank,B2AMB_20180929,B2AMB,ATHC,3,Photo,606,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run2,10:58,11:15,9,9,8,Blank,B2AMB_20180929,B2AMB,ATHC,3,Resp,606,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run2,10:41,10:56,5,5,2,Blank,B2HOT_20180929,B2HOT,HTHC,2,Photo,610,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run2,10:58,11:15,5,5,2,Blank,B2HOT_20180929,B2HOT,HTHC,2,Resp,610,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run3,11:42,11:53,3,3,3,Pocillopora,P-1240_20180929,1240,HTAC,4,Photo,604,NA,NA,NA,10.350654,NA,NA,NA,
20180929,Week1,9/29/18,Run3,11:55,12:13,3,3,3,Pocillopora,P-1240_20180929,1240,HTAC,4,Resp,604,NA,NA,NA,10.350654,NA,NA,NA,
20180929,Week1,9/29/18,Run3,11:42,11:53,2,2,6,Pocillopora,P-1319_20180929,1319,HTAC,4,Photo,604,NA,NA,NA,28.0168653,NA,NA,NA,
20180929,Week1,9/29/18,Run3,11:55,12:13,2,2,6,Pocillopora,P-1319_20180929,1319,HTAC,4,Resp,604,NA,NA,NA,28.0168653,NA,NA,NA,
20180929,Week1,9/29/18,Run3,11:42,11:53,4,4,4,Montipora,M-1333_20180929,1333,HTAC,4,Photo,602,NA,NA,NA,17.6489293,NA,NA,NA,
20180929,Week1,9/29/18,Run3,11:55,12:13,4,4,4,Montipora,M-1333_20180929,1333,HTAC,4,Resp,602,NA,NA,NA,17.6489293,NA,NA,NA,
20180929,Week1,9/29/18,Run3,11:42,11:53,9,9,10,Montipora,M-1587_20180929,1587,ATAC,8,Photo,598,NA,NA,NA,25.3051825,NA,NA,NA,
20180929,Week1,9/29/18,Run3,11:55,12:13,9,9,10,Montipora,M-1587_20180929,1587,ATAC,8,Resp,598,NA,NA,NA,25.3051825,NA,NA,NA,
20180929,Week1,9/29/18,Run3,11:42,11:53,1,1,1,Montipora,M-1593_20180929,1593,HTAC,4,Photo,596,NA,NA,NA,20.297966,NA,NA,NA,
20180929,Week1,9/29/18,Run3,11:55,12:13,1,1,1,Montipora,M-1593_20180929,1593,HTAC,4,Resp,596,NA,NA,NA,20.297966,NA,NA,NA,
20180929,Week1,9/29/18,Run3,11:42,11:53,7,7,9,Pocillopora,P-1693_20180929,1693,ATAC,8,Photo,600,NA,NA,NA,31.1581218,NA,NA,NA,
20180929,Week1,9/29/18,Run3,11:55,12:13,7,7,9,Pocillopora,P-1693_20180929,1693,ATAC,8,Resp,600,NA,NA,NA,31.1581218,NA,NA,NA,
20180929,Week1,9/29/18,Run3,11:42,11:53,10,10,12,Pocillopora,P-2022_20180929,2022,ATAC,8,Photo,592,NA,NA,NA,19.8549683,NA,NA,NA,
20180929,Week1,9/29/18,Run3,11:55,12:13,10,10,12,Pocillopora,P-2022_20180929,2022,ATAC,8,Resp,592,NA,NA,NA,19.8549683,NA,NA,NA,
20180929,Week1,9/29/18,Run3,11:42,11:53,6,6,7,Montipora,M-2394_20180929,2394,ATAC,8,Photo,592,NA,NA,NA,40.1702164,NA,NA,NA,
20180929,Week1,9/29/18,Run3,11:55,12:13,6,6,7,Montipora,M-2394_20180929,2394,ATAC,8,Resp,592,NA,NA,NA,40.1702164,NA,NA,NA,
20180929,Week1,9/29/18,Run3,11:42,11:53,8,8,8,Blank,B3AMB_20180929,B3AMB,ATAC,8,Photo,610,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run3,11:55,12:13,8,8,8,Blank,B3AMB_20180929,B3AMB,ATAC,8,Resp,610,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run3,11:42,11:53,5,5,2,Blank,B3HOT_20180929,B3HOT,HTAC,4,Photo,610,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run3,11:55,12:13,5,5,2,Blank,B3HOT_20180929,B3HOT,HTAC,4,Resp,610,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run4,12:45,13:01,4,4,4,Pocillopora,P-1412_20180929,1412,HTHC,5,Photo,606,NA,NA,NA,13.6887983,NA,NA,NA,
20180929,Week1,9/29/18,Run4,13:03,13:23,4,4,4,Pocillopora,P-1412_20180929,1412,HTHC,5,Resp,606,NA,NA,NA,13.6887983,NA,NA,NA,
20180929,Week1,9/29/18,Run4,12:45,13:01,1,1,1,Pocillopora,P-1439_20180929,1439,HTHC,5,Photo,596,NA,NA,NA,47.3387246,NA,NA,NA,
20180929,Week1,9/29/18,Run4,13:03,13:23,1,1,1,Pocillopora,P-1439_20180929,1439,HTHC,5,Resp,596,NA,NA,NA,47.3387246,NA,NA,NA,
20180929,Week1,9/29/18,Run4,12:45,13:01,10,10,12,Montipora,M-1717_20180929,1717,ATHC,11,Photo,592,NA,NA,NA,18.5349247,NA,NA,NA,
20180929,Week1,9/29/18,Run4,13:03,13:23,10,10,12,Montipora,M-1717_20180929,1717,ATHC,11,Resp,592,NA,NA,NA,18.5349247,NA,NA,NA,
20180929,Week1,9/29/18,Run4,12:45,13:01,8,8,9,Montipora,M-1718_20180929,1718,ATHC,11,Photo,604,NA,NA,NA,30.164733,NA,NA,NA,
20180929,Week1,9/29/18,Run4,13:03,13:23,8,8,9,Montipora,M-1718_20180929,1718,ATHC,11,Resp,604,NA,NA,NA,30.164733,NA,NA,NA,
20180929,Week1,9/29/18,Run4,12:45,13:01,5,5,6,Montipora,M-2165_20180929,2165,HTHC,5,Photo,598,NA,NA,NA,25.2872836,NA,NA,NA,
20180929,Week1,9/29/18,Run4,13:03,13:23,5,5,6,Montipora,M-2165_20180929,2165,HTHC,5,Resp,598,NA,NA,NA,25.2872836,NA,NA,NA,
20180929,Week1,9/29/18,Run4,12:45,13:01,3,3,3,Montipora,M-2168_20180929,2168,HTHC,5,Photo,598,NA,NA,NA,17.3893953,NA,NA,NA,
20180929,Week1,9/29/18,Run4,13:03,13:23,3,3,3,Montipora,M-2168_20180929,2168,HTHC,5,Resp,598,NA,NA,NA,17.3893953,NA,NA,NA,
20180929,Week1,9/29/18,Run4,12:45,13:01,9,9,10,Pocillopora,P-2864_20180929,2864,ATHC,11,Photo,600,NA,NA,NA,24.4773585,NA,NA,NA,
20180929,Week1,9/29/18,Run4,13:03,13:23,9,9,10,Pocillopora,P-2864_20180929,2864,ATHC,11,Resp,600,NA,NA,NA,24.4773585,NA,NA,NA,
20180929,Week1,9/29/18,Run4,12:45,13:01,6,6,7,Pocillopora,P-2871_20180929,2871,ATHC,11,Photo,604,NA,NA,NA,23.7748268,NA,NA,NA,
20180929,Week1,9/29/18,Run4,13:03,13:23,6,6,7,Pocillopora,P-2871_20180929,2871,ATHC,11,Resp,604,NA,NA,NA,23.7748268,NA,NA,NA,
20180929,Week1,9/29/18,Run4,12:45,13:01,7,7,8,Blank,B4AMB_20180929,B4AMB,ATHC,11,Photo,610,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run4,13:03,13:23,7,7,8,Blank,B4AMB_20180929,B4AMB,ATHC,11,Resp,610,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run4,12:45,13:01,2,2,2,Blank,B4HOT_20180929,B4HOT,HTHC,5,Photo,610,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run4,13:03,13:23,2,2,2,Blank,B4HOT_20180929,B4HOT,HTHC,5,Resp,610,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run5,13:52,14:12,8,8,9,Montipora,M-1461_20180929,1461,ATAC,6,Photo,600,NA,NA,NA,23.9090685,NA,NA,NA,
20180929,Week1,9/29/18,Run5,14:13,14:30,8,8,9,Montipora,M-1461_20180929,1461,ATAC,6,Resp,600,NA,NA,NA,23.9090685,NA,NA,NA,
20180929,Week1,9/29/18,Run5,13:52,14:12,6,6,7,Pocillopora,P-1495_20180929,1495,ATAC,6,Photo,602,NA,NA,NA,12.4940469,NA,NA,NA,
20180929,Week1,9/29/18,Run5,14:13,14:30,6,6,7,Pocillopora,P-1495_20180929,1495,ATAC,6,Resp,602,NA,NA,NA,12.4940469,NA,NA,NA,
20180929,Week1,9/29/18,Run5,13:52,14:12,5,5,6,Montipora,M-1565_20180929,1565,HTAC,9,Photo,602,NA,NA,NA,14.5434706,NA,NA,NA,
20180929,Week1,9/29/18,Run5,14:13,14:30,5,5,6,Montipora,M-1565_20180929,1565,HTAC,9,Resp,602,NA,NA,NA,14.5434706,NA,NA,NA,
20180929,Week1,9/29/18,Run5,13:52,14:12,9,9,10,Pocillopora,P-1626_20180929,1626,ATAC,6,Photo,592,NA,NA,NA,34.2904287,NA,NA,NA,
20180929,Week1,9/29/18,Run5,14:13,14:30,9,9,10,Pocillopora,P-1626_20180929,1626,ATAC,6,Resp,592,NA,NA,NA,34.2904287,NA,NA,NA,
20180929,Week1,9/29/18,Run5,13:52,14:12,10,10,12,Montipora,M-1629_20180929,1629,ATAC,6,Photo,602,NA,NA,NA,15.0535892,NA,NA,NA,
20180929,Week1,9/29/18,Run5,14:13,14:30,10,10,12,Montipora,M-1629_20180929,1629,ATAC,6,Resp,602,NA,NA,NA,15.0535892,NA,NA,NA,
20180929,Week1,9/29/18,Run5,13:52,14:12,4,4,4,Pocillopora,P-1710_20180929,1710,HTAC,9,Photo,600,NA,NA,NA,60.5212623,NA,NA,NA,
20180929,Week1,9/29/18,Run5,14:13,14:30,4,4,4,Pocillopora,P-1710_20180929,1710,HTAC,9,Resp,600,NA,NA,NA,60.5212623,NA,NA,NA,
20180929,Week1,9/29/18,Run5,13:52,14:12,1,1,1,Montipora,M-1724_20180929,1724,HTAC,9,Photo,592,NA,NA,NA,26.0032394,NA,NA,NA,
20180929,Week1,9/29/18,Run5,14:13,14:30,1,1,1,Montipora,M-1724_20180929,1724,HTAC,9,Resp,592,NA,NA,NA,26.0032394,NA,NA,NA,
20180929,Week1,9/29/18,Run5,13:52,14:12,3,3,3,Pocillopora,P-2063_20180929,2063,HTAC,9,Photo,600,NA,NA,NA,32.5855588,NA,NA,NA,
20180929,Week1,9/29/18,Run5,14:13,14:30,3,3,3,Pocillopora,P-2063_20180929,2063,HTAC,9,Resp,600,NA,NA,NA,32.5855588,NA,NA,NA,
20180929,Week1,9/29/18,Run5,13:52,14:12,7,7,8,Blank,B5AMB_20180929,B5AMB,ATAC,6,Photo,608,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run5,14:13,14:30,7,7,8,Blank,B5AMB_20180929,B5AMB,ATAC,6,Resp,608,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run5,13:52,14:12,2,2,2,Blank,B5HOT_20180929,B5HOT,HTAC,9,Photo,606,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run5,14:13,14:30,2,2,2,Blank,B5HOT_20180929,B5HOT,HTAC,9,Resp,606,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run6,15:00,15:15,1,1,1,Montipora,M-1603_20180929,1603,HTHC,10,Photo,596,NA,NA,NA,30,NA,NA,NA,
20180929,Week1,9/29/18,Run6,15:17,15:35,1,1,1,Montipora,M-1603_20180929,1603,HTHC,10,Resp,596,NA,NA,NA,30,NA,NA,NA,
20180929,Week1,9/29/18,Run6,15:00,15:15,4,4,4,Pocillopora,P-1739_20180929,1739,HTHC,10,Photo,599,NA,NA,NA,30,NA,NA,NA,
20180929,Week1,9/29/18,Run6,15:17,15:35,4,4,4,Pocillopora,P-1739_20180929,1739,HTHC,10,Resp,599,NA,NA,NA,30,NA,NA,NA,
20180929,Week1,9/29/18,Run6,15:00,15:15,5,5,6,Montipora,M-2200_20180929,2200,HTHC,10,Photo,598,NA,NA,NA,30,NA,NA,NA,
20180929,Week1,9/29/18,Run6,15:17,15:35,5,5,6,Montipora,M-2200_20180929,2200,HTHC,10,Resp,598,NA,NA,NA,30,NA,NA,NA,
20180929,Week1,9/29/18,Run6,15:00,15:15,8,8,9,Montipora,M-2528_20180929,2528,ATHC,12,Photo,600,NA,NA,NA,30,NA,NA,NA,
20180929,Week1,9/29/18,Run6,15:17,15:35,8,8,9,Montipora,M-2528_20180929,2528,ATHC,12,Resp,600,NA,NA,NA,30,NA,NA,NA,
20180929,Week1,9/29/18,Run6,15:00,15:15,10,10,10,Montipora,M-2740_20180929,2740,ATHC,12,Photo,600,NA,NA,NA,30,NA,NA,NA,
20180929,Week1,9/29/18,Run6,15:17,15:35,10,10,10,Montipora,M-2740_20180929,2740,ATHC,12,Resp,600,NA,NA,NA,30,NA,NA,NA,
20180929,Week1,9/29/18,Run6,15:00,15:15,2,2,3,Pocillopora,P-2859_20180929,2859,HTHC,10,Photo,596,NA,NA,NA,30,NA,NA,NA,
20180929,Week1,9/29/18,Run6,15:17,15:35,2,2,3,Pocillopora,P-2859_20180929,2859,HTHC,10,Resp,596,NA,NA,NA,30,NA,NA,NA,
20180929,Week1,9/29/18,Run6,15:00,15:15,7,7,7,Pocillopora,P-2981_20180929,2981,ATHC,12,Photo,600,NA,NA,NA,30,NA,NA,NA,
20180929,Week1,9/29/18,Run6,15:17,15:35,7,7,7,Pocillopora,P-2981_20180929,2981,ATHC,12,Resp,600,NA,NA,NA,30,NA,NA,NA,
20180929,Week1,9/29/18,Run6,15:00,15:15,6,6,12,Pocillopora,P-2984_20180929,2984,ATHC,12,Photo,594,NA,NA,NA,30,NA,NA,NA,
20180929,Week1,9/29/18,Run6,15:17,15:35,6,6,12,Pocillopora,P-2984_20180929,2984,ATHC,12,Resp,594,NA,NA,NA,30,NA,NA,NA,
20180929,Week1,9/29/18,Run6,15:00,15:15,9,9,8,Blank,B6AMB_20180929,B6AMB,ATHC,12,Photo,608,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run6,15:17,15:35,9,9,8,Blank,B6AMB_20180929,B6AMB,ATHC,12,Resp,608,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run6,15:00,15:15,3,3,2,Blank,B6HOT_20180929,B6HOT,HTHC,10,Photo,610,NA,NA,NA,NA,NA,NA,NA,
20180929,Week1,9/29/18,Run6,15:17,15:35,3,3,2,Blank,B6HOT_20180929,B6HOT,HTHC,10,Resp,610,NA,NA,NA,NA,NA,NA,NA,
20181006,Week2,10/6/18,Run1,9:46,10:04,6,6,7,Pocillopora,P-1080_20181006,1080,ATAC,1,Photo,594,NA,NA,NA,29.6859375,NA,NA,NA,
20181006,Week2,10/6/18,Run1,10:06,10:29,6,6,7,Pocillopora,P-1080_20181006,1080,ATAC,1,Resp,594,NA,NA,NA,29.6859375,NA,NA,NA,
20181006,Week2,10/6/18,Run1,9:46,10:04,9,9,9,Montipora,M-1099_20181006,1099,ATAC,1,Photo,592,NA,NA,NA,9.86738381,NA,NA,NA,
20181006,Week2,10/6/18,Run1,10:06,10:29,9,9,9,Montipora,M-1099_20181006,1099,ATAC,1,Resp,592,NA,NA,NA,9.86738381,NA,NA,NA,
20181006,Week2,10/6/18,Run1,9:46,10:04,10,10,10,Montipora,M-1117_20181006,1117,ATAC,1,Photo,596,NA,NA,NA,15.997756,NA,NA,NA,
20181006,Week2,10/6/18,Run1,10:06,10:29,10,10,10,Montipora,M-1117_20181006,1117,ATAC,1,Resp,596,NA,NA,NA,15.997756,NA,NA,NA,
20181006,Week2,10/6/18,Run1,9:46,10:04,8,8,12,Pocillopora,P-1222_20181006,1222,ATAC,1,Photo,594,NA,NA,NA,54.6772724,NA,NA,NA,
20181006,Week2,10/6/18,Run1,10:06,10:29,8,8,12,Pocillopora,P-1222_20181006,1222,ATAC,1,Resp,594,NA,NA,NA,54.6772724,NA,NA,NA,
20181006,Week2,10/6/18,Run1,9:46,10:04,5,5,6,Montipora,M-1483_20181006,1483,HTAC,7,Photo,598,NA,NA,NA,22.2265722,NA,NA,NA,
20181006,Week2,10/6/18,Run1,10:06,10:29,5,5,6,Montipora,M-1483_20181006,1483,HTAC,7,Resp,598,NA,NA,NA,22.2265722,NA,NA,NA,
20181006,Week2,10/6/18,Run1,9:46,10:04,1,1,1,Pocillopora,P-1490_20181006,1490,HTAC,7,Photo,592,NA,NA,NA,12.8207018,NA,NA,NA,
