sample,mass,salinity,Sample.ID,Type
20181107_Tank3,59.7,33.69,Tank3,Tank
20181107_Tank4,59.61,33.96,Tank4,Tank
20181107_Tank6,59.17,33.87,Tank6,Tank
20181107_Tank9,59.38,34.25,Tank9,Tank
20181107_Tank10,59.45,33.89,Tank10,Tank
20181107_Tank11,59.35,34.08,Tank11,Tank
