observed	shannon	simperson	invsimperson	chao1	chao2	evenness	Gini
61	8	1.38162476920709	0.695269052023561	3.28158333323374	8	8	0.172703096150887	0.986415360295324
62	8	0.375079361402594	0.15057294638226	1.1772641284981	8	8	0.0468849201753243	0.994300573678363
63	4	0.31000858780973	0.126971046080795	1.14543738270168	4	4	0.0775021469524326	0.994647706333042
64	45	1.67276127373496	0.727343179944593	3.66761410844881	45	45	0.0371724727496657	0.981083948580858
65	8	0.535010912895534	0.217763083241521	1.27838507564168	8	8	0.0668763641119418	0.993288349525294
66	10	0.764800771505594	0.310719332606534	1.45078782461944	10	10	0.0764800771505594	0.991375816173375
67	11	1.09300081286054	0.466469519170763	1.8743071594443	11	11	0.0993637102600487	0.988832377391176
68	6	0.358650363988876	0.137073597090074	1.15884737867313	6	6	0.0597750606648126	0.994276191757771
69	17	1.73699397262146	0.680541141829311	3.13029353991397	17	17	0.102176116036556	0.978709390055449
70	10	1.01320007881639	0.434909432070423	1.76962783800105	10	10	0.101320007881639	0.989692315896123
71	11	1.4099673131124	0.697300941794804	3.30361120358066	11	11	0.128178846646582	0.986060978859108
72	24	1.90690221172411	0.71768861878913	3.54218804679737	24	24	0.0794542588218381	0.972385675330003
73	11	0.603672743038864	0.240801974926947	1.31717940112367	11	11	0.0548793402762604	0.992656388064436
74	10	0.729546487708339	0.304539918705106	1.43789705102567	10	10	0.0729546487708339	0.991869058462834
75	21	1.46126792722288	0.70018211907438	3.33535810777104	21	21	0.0695841870106134	0.985166698833375
76	41	2.51170091819797	0.86064045379842	7.17568352693635	41	41	0.0612609980048284	0.954260392395967
77	4	0.313055693727345	0.127542461014498	1.14618758543001	4	4	0.0782639234318363	0.994619104374796
78	9	0.695617254891123	0.28552188070265	1.39962298773186	9	9	0.0772908060990136	0.992158348781079
79	7	0.550965421407387	0.22571845209643	1.29151986471534	7	7	0.078709345915341	0.993267190557355
80	5	0.355127206057924	0.142971437292643	1.16682225483944	5	5	0.0710254412115848	0.994421819307214
81	27	1.88166980222236	0.72900639631979	3.69012399709649	27	27	0.0696914741563836	0.975044628170488
82	11	0.849723232744766	0.339405600534123	1.5137881895586	11	11	0.0772475666131605	0.990435083100757
83	13	1.07413819251864	0.430262002595582	1.75519274571074	13	13	0.0826260148091264	0.988043068141337
84	9	0.65733907710106	0.27036902416896	1.37055584689372	9	9	0.0730376752334511	0.992384034119411
85	12	0.885901255180211	0.358043710619336	1.55773845749648	12	12	0.0738251045983509	0.990217793173921
86	7	0.478823760143032	0.203602534184114	1.2556544224755	7	7	0.0684033943061474	0.993851092747814
87	30	1.83185488571732	0.763729465897588	4.23243636282867	30	30	0.0610618295239106	0.978278875847827
88	11	1.10740168474224	0.458350770152228	1.84621327769827	11	11	0.100672880431113	0.988256456964413
89	6	0.437150883142281	0.185283191572745	1.22742036208927	6	6	0.0728584805237135	0.994098373788352
90	20	1.41396448262251	0.694781950933413	3.2763462156258	20	20	0.0706982241311253	0.985902322422983
91	9	0.664146891785462	0.273073409704148	1.37565472683151	9	9	0.0737940990872736	0.992393618919234
92	12	1.54982161115334	0.629276251193139	2.69742632679564	12	12	0.129151800929445	0.982190938237273
93	32	2.25317214297658	0.801623846955998	5.04092848185331	32	32	0.0704116294680182	0.960509356704209
94	8	0.51759997026121	0.215940647243324	1.27541364883168	8	8	0.0646999962826512	0.993575117447298
95	10	1.36122069758784	0.690444755388713	3.23044114873813	10	10	0.136122069758784	0.986596959788673
96	43	2.70294926199497	0.889777323386324	9.07254324357358	43	43	0.0628592851626736	0.945520803829771
97	12	0.956010012206107	0.404523099359213	1.67932626592889	12	12	0.0796675010171756	0.989852913526439
98	5	0.364382161410755	0.15366309613547	1.18156256147382	5	5	0.072876432282151	0.99443417142752
99	14	1.49215244506063	0.704905638395454	3.38874655063757	14	14	0.106582317504331	0.985145677069452
100	25	2.08625363533381	0.779384247010258	4.532767884651	25	25	0.0834501454133523	0.96975077736409
101	14	1.38820687558264	0.694044341672271	3.26844747851937	14	14	0.0991576339701886	0.98635615986073
102	5	0.362889140409058	0.145571785464355	1.1703733362123	5	5	0.0725778280818116	0.994346513228136
103	7	0.661332263165782	0.277611369079868	1.38429642604738	7	7	0.0944760375951118	0.992499914173852
104	14	1.3864569272599	0.555368911879602	2.24905551302616	14	14	0.0990326376614213	0.984182933656838
105	12	0.954356460099111	0.384286766935674	1.62413270707717	12	12	0.0795297050082592	0.989487289375047
