observed	shannon	simperson	invsimperson	chao1	chao2	evenness	Gini
120	6	1.1640046487128	0.624908847477507	2.66601862847201	6	6	0.194000774785466	0.767454933126575
121	3	0.624922738370829	0.335621635296636	1.50516641288656	3	3	0.208307579456943	0.860860427141772
122	4	1.11558401690179	0.628745895067537	2.69357291061311	4	4	0.278896004225448	0.776029998557762
123	3	0.545053598498592	0.278039238000503	1.38511682716726	3	3	0.181684532832864	0.86620564826202
124	3	0.563425032340881	0.290101534791846	1.40865215099005	3	3	0.187808344113627	0.864880959470243
125	4	0.499953626960745	0.251861011753244	1.33665002855081	4	4	0.124988406740186	0.874465728392899
126	3	0.45367760038658	0.223190018210426	1.28731610489383	3	3	0.151225866795527	0.878719969911144
127	4	1.1910797148632	0.659810469138247	2.9395378437039	4	4	0.2977699287158	0.754445360339143
128	4	0.334445410148209	0.150534337168888	1.17721062045897	4	4	0.0836113525370523	0.888630079172711
129	6	1.22616768602928	0.67023568453714	3.03246880608168	6	6	0.20436128100488	0.750447641329689
130	4	0.284187127234883	0.122531720808472	1.13964233661115	4	4	0.0710467818087208	0.892289558589965
131	3	0.355803702699679	0.162827810868401	1.19449739609399	3	3	0.118601234233226	0.886109530004879
132	8	1.60062634976008	0.716641821689475	3.52910230423674	8	8	0.20007829372001	0.644605237589017
133	9	1.43268595175049	0.699533003666307	3.3281525498708	9	9	0.159187327972277	0.710239633462984
134	5	0.309450181233873	0.135385554027949	1.15658488550436	5	5	0.0618900362467745	0.890102452366603
135	4	0.505693128705907	0.253511726413409	1.33960577196395	4	4	0.126423282176477	0.872826626924988
136	8	1.55746675084776	0.700448362163263	3.33832259179643	8	8	0.19468334385597	0.662123323038552
137	3	0.622471388817521	0.329147833616685	1.49064138138091	3	3	0.207490462939174	0.857935365076367
138	3	0.234256032923253	0.096982317835559	1.10739802747063	3	3	0.0780853443077511	0.895915987656954
139	9	1.45416831038806	0.706486192764291	3.40699474896232	9	9	0.161574256709784	0.702851951730699
140	3	0.561412925979546	0.28939671218564	1.40725495807338	3	3	0.187137641993182	0.866080580304345
141	4	0.387033646126839	0.181089944112275	1.22113532836762	4	4	0.0967584115317097	0.884096445493095
142	5	1.20739835535745	0.661007639354817	2.94991898371032	5	5	0.24147967107149	0.756097136694152
143	4	0.921565991018296	0.476497816185432	1.9102117066893	4	4	0.230391497754574	0.815537929631889
144	3	0.517903441348398	0.264323911911243	1.35929387428908	3	3	0.172634480449466	0.872590481618695
145	3	0.408758715222898	0.193813797862246	1.24040822994528	3	3	0.136252905074299	0.881458511055265
146	4	1.02741550785511	0.595460007623816	2.47194348851941	4	4	0.256853876963778	0.790989963806064
147	3	0.666843291380407	0.362325181377807	1.56819741159087	3	3	0.222281097126802	0.85495093142152
148	3	0.501364152940508	0.250775772548189	1.33471391255072	3	3	0.167121384313503	0.87250239506187
149	4	1.07194531925151	0.574855686335456	2.35214247929243	4	4	0.267986329812878	0.789386630970789
150	5	0.329076356357877	0.14734066319586	1.17280132502637	5	5	0.0658152712715754	0.888946116892744
151	4	0.948148859155943	0.522716774602618	2.09519200924652	4	4	0.237037214788986	0.816526343353468
152	8	1.84569731029728	0.822643335200721	5.63835591479879	8	8	0.23071216378716	0.539827322436018
153	3	0.27166490946659	0.116454236853371	1.13180328819487	3	3	0.0905549698221966	0.893114998139189
154	8	1.75768567463872	0.789694653780879	4.75499086436958	8	8	0.21971070932984	0.591072885286126
155	3	0.704543050723875	0.389210069531751	1.637224109496	3	3	0.234847683574625	0.850283540558628
156	4	1.14913975135627	0.640428298440201	2.78108648612242	4	4	0.287284937839069	0.768506602567738
157	3	0.513027510448185	0.260220339937716	1.35175384507842	3	3	0.171009170149395	0.872703738085588
158	3	0.396558976580317	0.186647261171981	1.22947886232107	3	3	0.132186325526772	0.882672125731064
159	4	1.18221421933094	0.655588922709365	2.90350707609831	4	4	0.295553554832734	0.760641093011035
160	5	1.20222341793787	0.665981799299039	2.99384883189427	5	5	0.240444683587575	0.753139989781211
161	4	0.267489623154691	0.11412863772758	1.12883206590494	4	4	0.0668724057886728	0.893824797766801
162	9	1.47835265625265	0.718732124187157	3.55532958433335	9	9	0.164261406250294	0.695366281015599
163	6	1.1101581541573	0.620920880462076	2.63797172795733	6	6	0.185026359026217	0.780245816674071
164	8	1.74658059200137	0.763516761074186	4.22862949840478	8	8	0.218322574000171	0.578748088185921
165	5	1.1892601228846	0.65982961899787	2.9397033247105	5	5	0.23785202457692	0.757208153866428
166	5	1.19259452782601	0.660230662765632	2.94317317783804	5	5	0.238518905565203	0.757411777892633
167	4	1.13387759145377	0.638854118690553	2.76896415480134	4	4	0.283469397863442	0.769472471009407
168	8	1.81004786599932	0.805344034911499	5.13726871686336	8	8	0.226255983249914	0.566078427574273
169	3	0.328351852002456	0.147389244154628	1.17286815014255	3	3	0.109450617334152	0.888592296682207
170	3	0.366825689436698	0.169428868150671	1.20399079820343	3	3	0.122275229812233	0.885501580648963
171	3	0.347613089586189	0.158547988146851	1.18842190156237	3	3	0.115871029862063	0.887291927382442
172	4	1.15543351798476	0.650764133481845	2.86339432994067	4	4	0.288858379496191	0.758183554745159
173	3	0.608219147921848	0.320871728921554	1.4724758820775	3	3	0.202739715973949	0.861192622342641
174	3	0.435253973813344	0.210712953936392	1.26696618801395	3	3	0.145084657937781	0.879857305163269
175	3	0.451530016996809	0.219558563884384	1.28132612355536	3	3	0.150510005665603	0.877237708362516
176	3	0.262205684673343	0.111513622760296	1.12550965959291	3	3	0.0874018948911144	0.893913192608366
177	3	0.383284600938215	0.178674816679228	1.21754454911125	3	3	0.127761533646072	0.883600255032794
178	3	0.421714022775368	0.203491455760698	1.2554793131002	3	3	0.140571340925123	0.881636142288508
179	4	1.07985188750895	0.586607662441335	2.41900951988035	4	4	0.269962971877238	0.789033307263541
180	6	1.19472381918055	0.663066455670722	2.96794432264281	6	6	0.199120636530092	0.755424547613199
181	3	0.568115618464744	0.294958368258549	1.41835595939208	3	3	0.189371872821581	0.86626972376158
182	3	0.498975720190523	0.25039352164712	1.33403329463923	3	3	0.166325240063508	0.873683361867409
183	4	1.13031663003824	0.61081041237432	2.56944181395159	4	4	0.28257915750956	0.776042375979299
184	4	1.16851184231361	0.652021308612582	2.87373918216924	4	4	0.292127960578403	0.762087850380852
185	3	0.330106078364065	0.149465527180399	1.17573129832693	3	3	0.110035359454688	0.889307089202127
186	3	0.34133567738291	0.155027222153558	1.18347007882156	3	3	0.113778559127637	0.88786117490727
187	6	1.1965987700523	0.661305915750398	2.9525168773336	6	6	0.199433128342051	0.75625077112066
188	3	0.371781010661896	0.172220550860813	1.20805125210575	3	3	0.123927003553965	0.884980957112105
189	3	0.498073114073012	0.250026992144487	1.33338132109503	3	3	0.166024371357671	0.873895320956361
190	3	0.352090973562309	0.160828208054755	1.19165111315521	3	3	0.117363657854103	0.886612677095632
191	3	0.280406580199382	0.121192529846275	1.13790566644259	3	3	0.0934688600664608	0.892539356605065
192	5	1.19653348613444	0.660703106513552	2.94727131075234	5	5	0.239306697226888	0.757425458480558
193	3	0.538947041438923	0.278019023419981	1.38507804559746	3	3	0.179649013812974	0.870415215738957
194	3	0.763119640592558	0.425991027983574	1.74213304800292	3	3	0.254373213530853	0.838635447583453
195	5	1.18901509377756	0.658573963547792	2.92889203878854	5	5	0.237803018755512	0.758304266560702
196	5	1.17156906993708	0.656330769807229	2.90977460926333	5	5	0.234313813987416	0.759546571103479
197	3	0.470911332244008	0.23333554010607	1.30435158053153	3	3	0.156970444081336	0.876804780526385
198	8	1.72729995655575	0.779458295484128	4.53428979428257	8	8	0.215912494569468	0.60623225622853
199	3	0.320804937732803	0.143422464375508	1.16743663989617	3	3	0.106934979244268	0.88949243646584
200	3	0.743085170696149	0.413607220048218	1.70534159728608	3	3	0.247695056898716	0.843531468531469
201	5	1.18621080860029	0.658072662742836	2.92459798044138	5	5	0.237242161720059	0.758439912432308
202	4	1.09789444846151	0.626186764337591	2.675132672143	4	4	0.274473612115377	0.773791635361883
203	3	0.709395533356424	0.394284767583012	1.65094081588422	3	3	0.236465177785475	0.850151041031685
204	9	1.21802010580883	0.659263124545921	2.93481590059004	9	9	0.135335567312092	0.755282049021822
205	3	0.31952637882662	0.142571718909313	1.16627830228314	3	3	0.106508792942207	0.889451412305253
206	5	0.536393949507392	0.27012152080731	1.37009108845912	5	5	0.107278789901478	0.868140054631239
207	9	1.23967797592571	0.667252692488667	3.00528352123763	9	9	0.137741997325079	0.74997375125027
208	3	0.489769312086219	0.244094668751531	1.3229169826708	3	3	0.163256437362073	0.874285790927868
209	4	1.08586862294943	0.619090113935774	2.62529284900573	4	4	0.271467155737357	0.777912477434147
210	9	1.69488471435817	0.767778515457564	4.3062337749256	9	9	0.188320523817574	0.622224953147562
211	9	1.48184832723048	0.717768735181771	3.54319356023171	9	9	0.16464981413672	0.693825114596082
212	3	0.273325069982373	0.117662876065283	1.13335365006583	3	3	0.0911083566607909	0.893333839279785
213	5	0.411894412215234	0.193496240254823	1.23991982420015	5	5	0.0823788824430467	0.881722913479027
214	6	1.13424602933518	0.639245152851745	2.77196552701908	6	6	0.189041004889197	0.768520506764011
215	4	1.15429927144597	0.646756814429364	2.83091094421136	4	4	0.288574817861492	0.764897989594069
216	3	0.537405491476267	0.273883986868362	1.37719039645901	3	3	0.179135163825422	0.868794098093461
217	3	0.298149240882623	0.130717872978111	1.15037450893641	3	3	0.0993830802942076	0.891065518152294
218	9	1.67680382044857	0.755785487980071	4.09476075655322	9	9	0.186311535605397	0.632958673544919
219	6	1.18483814493312	0.644871847270496	2.81588489201442	6	6	0.197473024155521	0.765560239890743
220	4	0.699829704187886	0.380129660629273	1.6132406028899	4	4	0.174957426046971	0.846646213466818
221	4	0.358950013880103	0.16431566736166	1.19662408512901	4	4	0.0897375034700259	0.886540922362599
222	3	0.318281042106203	0.142228657595442	1.16581185516963	3	3	0.106093680702068	0.889877009734806
223	3	0.348039570923936	0.158566505783031	1.18844805545873	3	3	0.116013190307979	0.887019414426269
224	7	1.2653680581705	0.674421046955953	3.07145161150731	7	7	0.180766865452929	0.744253630879033
225	9	1.24219255012377	0.668602021007761	3.01751991077598	9	9	0.138021394458196	0.750470469021425
226	6	0.555144867191121	0.274662431187058	1.37866842005242	6	6	0.0925241445318535	0.866090264190541
227	3	0.703500875507649	0.386155926872263	1.6290782036954	3	3	0.234500291835883	0.849280855305678
228	6	1.18018237203916	0.645573545363174	2.82145981745263	6	6	0.196697062006527	0.765658158875825
229	5	0.337135451980509	0.150041128849948	1.17652751673376	5	5	0.0674270903961018	0.888445514350761
230	11	1.377141548018	0.697593417378008	3.30680632455014	11	11	0.125194686183454	0.720758069292271
231	6	0.317406506761829	0.137092016573368	1.15887211522713	6	6	0.0529010844603049	0.889494516903511
232	9	1.32499028276414	0.683504276449704	3.15960035346602	9	9	0.147221142529349	0.734567832167832
233	7	0.696057325515812	0.2847495611689	1.39811169026929	7	7	0.0994367607879732	0.830752040721314
234	7	1.15273935734159	0.626940407258449	2.68053688862729	7	7	0.164677051048799	0.774746440867219
235	10	1.36636636582059	0.692673249060179	3.25386578598169	10	10	0.136636636582059	0.7237794089968
236	6	0.883371759106987	0.50286421815349	2.01152288070214	6	6	0.147228626517831	0.817595307917889
237	3	0.360470892972745	0.165495591277919	1.19831601792416	3	3	0.120156964324248	0.885690407651593
238	6	1.09856372643039	0.62002535876946	2.63175457383556	6	6	0.183093954405065	0.780578057805781
239	6	0.749320462133204	0.404849811190644	1.68024814375104	6	6	0.124886743688867	0.84180038360132
240	9	1.83137880383805	0.805263549031358	5.13514544927712	9	9	0.203486533759784	0.560631465931459
241	9	1.84235538469255	0.813796876685389	5.3704791960465	9	9	0.204706153854727	0.551682692307692
242	8	1.12774633998433	0.578279578905963	2.37123921437282	8	8	0.140968292498041	0.783329271264928
243	9	0.835074373707829	0.352740991712852	1.54497656609881	9	9	0.0927860415230922	0.817543656088647
244	6	0.33769318693132	0.145291173470316	1.1699890874653	6	6	0.0562821978218867	0.887224801557586
245	10	1.61749640997354	0.760168088980999	4.16958692340477	10	10	0.161749640997354	0.642802717758205
246	7	0.667630366670451	0.330415036245202	1.49346244932435	7	7	0.0953757666672072	0.85265919082686
247	8	1.01085854909362	0.509473151277952	2.03862439457751	8	8	0.126357318636703	0.807145155198702
248	9	1.79907458547155	0.796080787926156	4.90390282421196	9	9	0.199897176163505	0.577987974931869
249	10	1.45762756524468	0.716124764648964	3.5226743141698	10	10	0.145762756524468	0.699701809439058
250	9	1.29569222167858	0.672799926953185	3.05623403652762	9	9	0.143965802408731	0.734860870993734
251	11	1.75936280212848	0.771815500463804	4.38241862191595	11	11	0.159942072920771	0.596158099807735
252	5	1.15159972130229	0.641769791934551	2.79150104453865	5	5	0.230319944260457	0.767220732967342
253	8	1.79386169742853	0.811455249154701	5.30378064367595	8	8	0.224232712178567	0.564637909526623
254	8	1.2862933453168	0.680373762819005	3.12865429577901	8	8	0.1607866681646	0.740027853815493
255	11	1.24903670851351	0.672587135545576	3.05424773600855	11	11	0.113548791683047	0.74636564614457
256	9	1.23432608570702	0.668844763124423	3.01973180142014	9	9	0.137147342856336	0.749542051057848
257	7	1.23678279447611	0.667872456072078	3.0108915032263	7	7	0.176683256353729	0.751354530749827
258	4	0.367985996201215	0.168200876927752	1.20221333764636	4	4	0.0919964990503038	0.884983806960726
259	9	1.87591551338953	0.823935552283893	5.67973837405515	9	9	0.208435057043281	0.534624137000039
260	6	1.2145627730592	0.678125447995091	3.10680044064108	6	6	0.2024271288432	0.740833985655955
261	7	1.2448043456032	0.669400670308613	3.02480952073767	7	7	0.177829192229029	0.749434392331432
262	8	1.25456167497436	0.67224164728077	3.05102827038137	8	8	0.156820209371795	0.747652331757976
263	5	0.490160948001977	0.241796589696649	1.31890728320505	5	5	0.0980321896003953	0.874397792527407
264	3	0.458549463494068	0.22671632900423	1.29318649482445	3	3	0.152849821164689	0.878453770070163
265	4	1.03965157791244	0.563290200060171	2.28985014794214	4	4	0.259912894478109	0.797636906547798
266	9	1.28636293721865	0.685738659473247	3.18206496008652	9	9	0.142929215246516	0.736139272511255
267	5	1.10202894819982	0.602364088358729	2.51486339820875	5	5	0.220405789639964	0.785257200899659
268	7	1.27105190078457	0.676987514866207	3.09585556603423	7	7	0.181578842969224	0.74154100850806
269	4	0.352187755681241	0.160463981322242	1.19113412379253	4	4	0.0880469389203103	0.887014879244117
270	4	0.435122932860476	0.209141083791745	1.26444803176079	4	4	0.108780733215119	0.879602617677206
271	3	0.359476859747035	0.166284652514321	1.19945015168043	3	3	0.119825619915678	0.886911913343631
272	3	0.367742837157928	0.169526053885628	1.20413169453275	3	3	0.122580945719309	0.884675760115827
273	5	0.658004070629296	0.351986916730068	1.54317871940781	5	5	0.131600814125859	0.855309044630904
274	8	1.91124681776383	0.836478835086113	6.1154163164543	8	8	0.238905852220478	0.501850547672206
275	5	1.18645581189972	0.658746548849382	2.93037329477038	5	5	0.237291162379943	0.755448181262087
276	8	1.20869518686932	0.661509899839858	2.95429615083837	8	8	0.151086898358666	0.755724355858046
277	5	1.11903824031254	0.631035881547248	2.71029064884004	5	5	0.223807648062507	0.775509696513732
278	8	1.20830558029234	0.66127460918193	2.95224399205757	8	8	0.151038197536543	0.756274114396951
279	5	1.21184592367119	0.666687162501083	3.00018447385258	5	5	0.242369184734238	0.753343997821722
280	4	1.15309464898501	0.651389047367411	2.86852720044608	4	4	0.288273662246252	0.762278288356846
281	4	1.12808808358614	0.639220388067264	2.77177525260613	4	4	0.282022020896536	0.76769790834253
282	8	1.18084070402754	0.61697514025197	2.61079659596467	8	8	0.147605088003442	0.772848220961428
283	8	1.2994688249474	0.626175284606268	2.6750505218649	8	8	0.162433603118425	0.746489897490432
284	5	1.03830826844499	0.573960579012113	2.34720063622571	5	5	0.207661653688999	0.799047846291941
285	8	1.75264733524997	0.7787750275321	4.52028534050378	8	8	0.219080916906246	0.585376123370045
286	9	1.2191728089645	0.660572443481183	2.94613675523591	9	9	0.135463645440499	0.754729876328922
287	8	1.75938650166217	0.79708891990358	4.92826709869572	8	8	0.219923312707772	0.59059491793802
288	9	1.24739797685687	0.671071831961062	3.04017745260911	9	9	0.138599775206319	0.747533202394314
289	3	0.346875464711604	0.157705149882459	1.18723271293948	3	3	0.115625154903868	0.886820435705708
290	6	0.975950796777665	0.538090782345743	2.16492756970377	6	6	0.162658466129611	0.811879153250668
291	4	1.18991696950151	0.659974424564989	2.94095524644184	4	4	0.297479242375379	0.758042938141046
292	4	1.12864897862787	0.609905992293367	2.56348464791605	4	4	0.282162244656966	0.77648183183476
293	4	1.13949697069029	0.626655437206413	2.67849086248211	4	4	0.284874242672573	0.768921759216086
294	5	1.17265351962432	0.655292975872614	2.90101428171203	5	5	0.234530703924865	0.758411822865172
295	6	1.19602960852773	0.665063742054046	2.98564271940174	6	6	0.199338268087956	0.75257648425171
296	4	0.555482437285736	0.284711888919962	1.39803805558863	4	4	0.138870609321434	0.867330387284993
297	5	0.913215790710002	0.46653756338136	1.87454623110582	5	5	0.182643158142	0.813976792754994
298	8	1.8798870805063	0.831162095867345	5.92284063899719	8	8	0.234985885063287	0.514506769825919
299	4	0.755262603671259	0.380332124029348	1.61376769520865	4	4	0.188815650917815	0.843244534703142
300	7	1.21822265509536	0.665616751471334	2.99058043248322	7	7	0.174031807870765	0.752461236784119
301	3	0.467893682087918	0.230250003980528	1.29912309863098	3	3	0.155964560695973	0.876326655259976
302	6	1.10414385812787	0.627181283298088	2.68226876817333	6	6	0.184023976354645	0.773802989571356
303	4	1.1601984109885	0.650599882352941	2.86204826356165	4	4	0.290049602747125	0.762032085561497
304	8	0.815756265110013	0.371149261998333	1.59020247503844	8	8	0.101969533138752	0.831604636973764
305	4	1.16583607326924	0.648931604640134	2.84844780452236	4	4	0.291459018317311	0.765141219204823
306	7	1.22557667314893	0.665860824477847	2.99276491131972	7	7	0.175082381878418	0.753127606338616
307	10	1.37277593782637	0.687721232799841	3.20226702880198	10	10	0.137277593782637	0.723480606739285
308	8	1.67452839930575	0.751785213447926	4.02876884931352	8	8	0.209316049913219	0.624568263277941
309	4	1.14687854631283	0.648631885891653	2.84601806438145	4	4	0.286719636578208	0.763865361691449
310	4	0.665805418483721	0.329121902256389	1.49058376382138	4	4	0.16645135462093	0.85554876184653
311	3	0.314015660969602	0.13945456501316	1.16205369216245	3	3	0.104671886989867	0.88982513239188
312	9	1.9085223609978	0.820254072755734	5.56340839167415	9	9	0.212058040110867	0.52542320808627
313	6	0.487689661596106	0.230751980091526	1.29997084700846	6	6	0.0812816102660176	0.874599244799088
