sample,mass,salinity,Sample.ID,Type
20180903_Tank1,59.17,34.39,Tank1,Tank
20180903_Tank2,59.89,34.40,Tank2,Tank
20180903_Tank3,59.87,34.49,Tank3,Tank
20180903_Tank4,59.71,34.47,Tank4,Tank
20180903_Tank5,59.95,34.43,Tank5,Tank
20180903_Tank6,59.21,34.41,Tank6,Tank
20180903_Tank7,59.36,34.47,Tank7,Tank
20180903_Tank8,59.29,34.41,Tank8,Tank
20180903_Tank9,59.03,34.42,Tank9,Tank
