"Sample.ID","TA","Mass","Tank","Type"
"20181114_Tank1",2113.71425916262,59.3,"Tank1","Tank"
"20181114_Tank3",2159.15260373397,59.16,"Tank3","Tank"
"20181114_Tank5",2042.62647098054,59.21,"Tank5","Tank"
"20181114_Tank7",2102.23085051492,59.99,"Tank7","Tank"
"20181114_Tank9",2100.62586099424,59.2,"Tank9","Tank"
"20181114_Tank11",2097.46275095906,59.36,"Tank11","Tank"
"20181114_Tank2",2107.33208714046,59.45,"Tank2","Tank"
"20181114_Tank4",2101.39780001392,59.1,"Tank4","Tank"
"20181114_Tank6",2103.87928296673,59.08,"Tank6","Tank"
