Well,480
A1,1.977
B1,0.482
C1,0.771
D1,0.749
E1,0.712
F1,0.614
G1,0.595
H1,1.064
A2,2.071
B2,0.496
C2,0.857
D2,0.733
E2,0.686
F2,0.624
G2,0.562
H2,1.012
A3,1.602
B3,0.41
C3,0.581
D3,0.642
E3,0.654
F3,0.762
G3,0.634
H3,0.681
A4,1.424
B4,0.409
C4,0.579
D4,0.666
E4,0.646
F4,0.766
G4,0.636
H4,0.677
A5,1.21
B5,0.399
C5,0.584
D5,1.107
E5,0.8
F5,0.656
G5,0.646
H5,0.582
A6,1.208
B6,0.401
C6,0.579
D6,1.061
E6,0.789
F6,0.695
G6,0.639
H6,0.584
A7,1.007
B7,0.642
C7,0.602
D7,1.083
E7,1.029
F7,0.578
G7,0.711
H7,0.54
A8,1.017
B8,0.606
C8,0.655
D8,1.107
E8,1.031
F8,0.583
G8,0.722
H8,0.494
A9,0.788
B9,0.604
C9,0.533
D9,0.558
E9,0.622
F9,0.568
G9,0.599
H9,0.667
A10,0.784
B10,0.61
C10,0.541
D10,0.556
E10,0.623
F10,0.596
G10,0.613
H10,0.66
A11,0.576
B11,0.545
C11,0.504
D11,0.727
E11,0.581
F11,0.576
G11,0.675
H11,0.399
A12,0.504
B12,0.537
C12,0.494
D12,0.73
E12,0.569
F12,0.593
G12,0.692
H12,0.403
