Well,480
A1,1.147
B1,2.525
C1,0.756
D1,1.214
E1,1.003
F1,1.386
G1,1.255
H1,0.7
A2,1.143
B2,2.523
C2,0.816
D2,1.208
E2,0.972
F2,1.349
G2,1.249
H2,0.664
A3,1.443
B3,1.869
C3,1.48
D3,0.76
E3,1.802
F3,0.868
G3,0.967
H3,1.901
A4,1.429
B4,1.891
C4,1.513
D4,0.778
E4,1.825
F4,0.894
G4,0.985
H4,1.912
A5,1.514
B5,0.979
C5,1.098
D5,1.08
E5,3.244
F5,0.681
G5,1.053
H5,1.845
A6,1.709
B6,0.985
C6,1.108
D6,1.054
E6,3.256
F6,0.684
G6,1.048
H6,1.839
A7,0.889
B7,1.345
C7,1.691
D7,0.838
E7,1.707
F7,1.416
G7,1.154
H7,0.933
A8,0.927
B8,1.35
C8,1.618
D8,0.843
E8,1.737
F8,1.402
G8,1.156
H8,0.926
A9,0.834
B9,2.269
C9,0.818
D9,1.307
E9,1.113
F9,0.859
G9,1.752
H9,0.918
A10,0.791
B10,2.266
C10,0.818
D10,1.312
E10,1.098
F10,0.856
G10,1.654
H10,0.911
A11,1.145
B11,0.881
C11,0.892
D11,0.848
E11,0.887
F11,0.972
G11,0.995
H11,0.867
A12,1.184
B12,0.913
C12,0.86
D12,0.859
E12,0.956
F12,0.962
G12,0.995
H12,0.891
