sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83
HP101,61.0,-0.044069204866226626,-0.02864281057175572,-0.02038831408916337,0.0007846657745914512,0.0024760333503788816,-0.0023932943019608337,0.00586437561371433,0.004238966200844697,-0.0009154445536067677,0.002194642874546676,0.006514543741840084,-0.006571968531917554,-0.0019614052832258445,0.004573145922975363,-0.00467428792495548,0.008367348782959161,-0.0001251748324844994,-1.3881141994022963e-05,-0.00042932746705990217,-0.0015729183483237093,-0.0017120810891507138,0.0029703987188446327,-0.0008031196565135562,-0.0003515434774823862,0.0011261354822605445,0.003107736551625443,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP135,95.0,-0.04324536633872783,-0.03579850083249798,-0.023208874388521976,-0.0014958331219295559,0.017978317370133483,-0.016315294711607087,-0.007607314193370986,0.0009933671368729665,-0.00912119582325637,-0.004072380603651802,-0.0018635797211946482,0.009646664124233855,4.5258979038204016e-05,0.004664186770743595,0.0015182560719471246,-0.00097847924156394,-0.008987327339682294,-0.00017062857241282838,0.000964913220704924,-0.0008616863628856152,-0.0004535575479845801,-0.0013086237194768707,0.002069213404369277,-0.0001864759532253344,-0.0011537248259509095,0.00029603083884703456,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP141,101.0,-0.04350292598890741,-0.030856286206651515,-0.019227548958413214,-0.0033890799716635393,0.004788512314953691,-0.008477094599754442,0.009955825243179086,0.004367387819994191,0.001679886442551604,-0.007178456314713197,-0.0014591664459690792,-0.011707033370047783,-0.007820239005903014,0.0038058720788466116,-0.0033293147839473366,1.4672477928835731e-05,0.002125529554803984,-9.793253524937332e-05,-3.110248862726387e-05,-0.003481125239144262,0.000653462540255475,0.00309855928630046,0.000979997064177818,-0.002220053663558827,-0.0009074741700826028,7.60811335693667e-05,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP152,112.0,-0.04308668432079163,-0.0026923477521044055,-0.010830387898735054,-0.002947555516891274,-0.00199492784776039,-0.0015694054475343608,0.0028193573601043805,-0.0014210474974199888,0.005481843634051707,-0.003211154837299707,0.003780455720697431,0.00557834642598539,-0.0066900225635148506,-0.004348559764738597,0.0021147640429964847,-0.0014553875781451763,0.001941262902884884,-0.001707543188871525,0.004077126144177027,-0.0010095216666058638,2.7100322257824524e-06,0.0007878100029065386,-0.002830029286288751,0.0033497739710175237,-0.000735290610204649,-0.00011074888235770454,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP158,118.0,-0.039482622108906566,0.019215731265444118,-0.01877979214171605,-0.010699588803676809,0.0029089425218385813,0.006638557759534637,-0.010140256415565157,2.1715258589756156e-05,0.004883604208741333,0.00020841773384730028,-0.0032504762541619102,-0.0027620382954820907,0.0057719475614004916,0.005690254490593766,0.0015262110385005608,0.007904266355708234,0.0029705743066735114,0.001694823531896246,0.004419993037248379,0.0013454125175947987,0.0013389224869960195,0.000693442845658316,-0.000946405257327047,0.0012324536709553077,0.0003882515577595906,-0.0007412665098777635,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP205,165.0,-0.04395700012765939,0.00836438755229598,-0.006718766480638429,-0.0022748608105038126,-0.013030779957287774,0.0033597309446409874,-0.005184352069162582,-0.0017643818006804035,-0.001130900950722511,-0.0004456879904888138,0.005564573737859251,0.0028480930794099984,-0.004059606720243097,0.002429662039458106,-0.004606374001009183,-0.005634794474126232,-0.0017315215327048674,-0.0015261795928609037,-0.0022116845621602465,0.004582174331218367,-0.0010457696486373604,0.0016813557908228398,0.0016490350352869755,-0.00042638694379083363,0.0010562648253265234,0.00028431742242831755,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP206,166.0,-0.04453152503883969,0.015262044954027562,-0.008460484687555656,-0.002023906528986468,-0.015079631900256686,0.009249308656733794,-0.007439453010087468,0.0015464232541139138,-0.003725523799438698,0.0008043416870474447,-0.004199068269873003,5.363907983443328e-05,-0.0006785517427489582,0.004604133288872858,-0.004657794085578267,0.002112469917993695,-0.005224875053582775,0.002835194401100411,0.006790861803402477,0.0027571659251163527,0.002323693384830487,0.0005429754007962198,0.00237608389400311,-0.0007213926187257363,0.0028623137595031748,-0.0007659111242094092,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP227,187.0,-0.045171432955298615,0.010073940243390813,-0.00699102426677213,-0.004656222213581577,-0.007378474518730202,0.004368172087040697,-0.0004108619024086627,-0.0063713704752725395,0.004120096872004177,-0.003975562693670127,-0.004377080959434627,-0.0013187646504721044,0.005805089651740644,-0.005085190277882908,-0.0006895950879316721,-0.003317172334968292,-0.0027190606569879316,-0.0041176005639856576,-0.0018654823205405838,0.001902515695520809,-0.0005878300008465764,0.00012738483011334644,-0.0011788593074633755,-0.0005296157644423845,-0.000494506127300784,0.0031520191713523805,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP236,196.0,-0.04280684763924675,-0.03399970849853314,-0.03218376335487537,-0.008293371993951701,0.024007090738751184,-0.007635796204432604,-0.015078706827664285,-0.021071640559489707,-0.004984028178661701,0.0035155317229057115,0.008174567403681048,0.00077494074291708,-0.0023087279326586786,-0.007919617095649168,0.004079271502254158,-7.08025205018124e-05,0.003592841261589255,0.007149939812668535,0.0007459134738320053,0.0016408600654887898,-0.0010409597116212551,-0.0005629517040817308,-0.002300946936706885,-0.001715984559112423,0.0006111414526999964,0.0015332335784904332,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP241,201.0,-0.04215477732435331,0.010554159027668977,-0.0101987724176123,-0.005606285345576312,-0.005157204485051944,0.003270977687583149,-0.0045604115297707285,-0.003408481619149563,0.003765665357314368,1.3907417238673071e-05,0.004924150799054559,0.000972149850755497,0.0007810851057012699,0.0033408100140294417,-0.00146285703514841,-0.004581788459341964,0.0010950503003781336,-0.005667635144479814,-0.0007059519699042122,-0.0007715513919869676,-0.0017324617872064721,-0.0004914526976295992,0.0007536315188743176,-0.00021653089024720754,0.0016922827712923562,0.0008614818610443655,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
