sample_uid	11	19	10	18	14	20	12	13	16	15	21	17
77	20578.0	0	0	0	0	0	0	0	0	0	0	0
109	27361.0	0	0	0	0	0	0	0	0	0	0	0
63	27496.0	0	0	0	0	0	0	0	0	0	0	0
212	19345.0	0	0	0	0	0	0	0	0	0	0	0
115	44516.0	0	0	0	0	0	0	0	0	0	0	0
111	22365.0	0	0	0	0	0	0	0	0	0	0	0
176	6412.0	0	0	0	0	0	0	0	0	0	0	0
106	32148.0	0	0	0	0	0	0	0	0	0	0	0
191	7401.0	0	0	0	0	0	0	0	0	0	0	0
80	19844.0	0	0	0	0	0	0	0	0	0	0	0
311	26724.0	0	0	0	0	0	0	0	0	0	0	0
62	24133.0	0	0	0	0	0	0	0	0	0	0	0
217	17668.0	0	0	0	0	0	0	0	0	0	0	0
102	32842.0	0	0	0	0	0	0	0	0	0	0	0
205	19234.0	0	0	0	0	0	0	0	0	0	0	0
130	36644.0	0	0	0	0	0	0	0	0	0	0	0
153	27094.0	0	0	0	0	0	0	0	0	0	0	0
169	19967.0	0	0	0	0	0	0	0	0	0	0	0
68	25502.0	0	0	0	0	0	0	0	0	0	0	0
222	25835.0	0	0	0	0	0	0	0	0	0	0	0
134	29681.0	0	0	0	0	0	0	0	0	0	0	0
231	16952.0	0	0	0	0	0	0	0	0	0	0	0
244	15883.0	0	0	0	0	0	0	0	0	0	0	0
223	21617.0	0	0	0	0	0	0	0	0	0	0	0
271	19193.0	0	0	0	0	0	0	0	0	0	0	0
171	26872.0	0	0	0	0	0	0	0	0	0	0	0
269	18747.0	0	0	0	0	0	0	0	0	0	0	0
94	31638.0	0	0	0	0	0	0	0	0	0	0	0
272	18121.0	0	0	0	0	0	0	0	0	0	0	0
188	22214.0	0	0	0	0	0	0	0	0	0	0	0
65	29489.0	0	0	0	0	0	0	0	0	0	0	0
221	23097.0	0	0	0	0	0	0	0	0	0	0	0
131	36235.0	0	0	0	0	0	0	0	0	0	0	0
79	29825.0	0	0	0	0	0	0	0	0	0	0	0
145	31973.0	0	0	0	0	0	0	0	0	0	0	0
141	33547.0	0	0	0	0	0	0	0	0	0	0	0
110	27525.0	0	0	0	0	0	0	0	0	0	0	0
