"Sample.ID","TA","Mass","Tank","Type"
"20181031_JUNK6",2191.28697153935,59.66,"Junk","Junk"
"20181031_CRM1",2219.62202311217,59.4,"CRM1","CRM"
"20181031_CRM2",2221.38459095916,59.29,"CRM2","CRM"
