sample,mass,salinity,Sample.ID,Type
20181031_Tank1,59.75,34.39,Tank1,Tank
20181031_Tank6,59.01,34.19,Tank6,Tank
20181031_Tank8,59,34.22,Tank8,Tank
20181031_Tank7,59.98,34.4,Tank7,Tank
20181031_Tank2,59.65,34.44,Tank2,Tank
20181031_Tank4,59.64,34.58,Tank4,Tank
20181031_Tank9,59.16,34.34,Tank9,Tank
20181031_Tank11,59.23,34.15,Tank11,Tank
20181031_Tank12,59.68,34.17,Tank12,Tank
