sample,mass,salinity,Sample.ID,Type
20180923_Tank10,59.01,34.35,Tank10,Tank
20180923_Tank8,59.46,34.11,Tank8,Tank
20180923_Tank5,59.73,34.47,Tank5,Tank
20180923_CRM5,59.26,33.607,CRM5,CRM
20180923_CRM6,59.8,33.607,CRM6,CRM
20180923_CRM7,59.72,33.607,CRM7,CRM
