"","observed","shannon","simperson","invsimperson","chao1","chao2","evenness","Gini"
"61",3,1.05119166996183,0.633351324000675,2.72740654871979,3,3,0.350397223320612,0.988329642707523
"62",2,0.682431598719674,0.489322747760692,1.95818395202649,2,2,0.341215799359837,0.991456828595196
"63",1,0,0,1,1,1,0,0.995391705069124
"64",36,2.25924474170593,0.841042735284949,6.29099904174002,36,36,0.0627567983807203,0.962966740535378
"65",5,1.60218476554898,0.797109490558967,4.9287667656561,5,5,0.320436953109795,0.978485785345728
"66",7,1.86792579266667,0.832759827105757,5.97942457660795,7,7,0.266846541809525,0.974667869960333
"67",7,1.36932570469821,0.649465954129535,2.8527899408936,7,7,0.19561795781403,0.985777821220859
"68",3,1.07324981396542,0.650483667511194,2.86109662709976,3,3,0.357749937988472,0.987795423065867
"69",12,2.0361812598042,0.826018822412989,5.74774819822036,12,12,0.16968177165035,0.97291655437025
"70",7,1.29548936831903,0.614398510568789,2.59335097868805,7,7,0.185069909759862,0.98669898447066
"71",5,1.44311946990342,0.739421992941868,3.83762241215128,5,5,0.288623893980684,0.984007847789387
"72",20,2.72462648438556,0.909529398001342,11.0533143132488,20,20,0.136231324219278,0.939342031537661
"73",6,1.77563289851705,0.828051124872292,5.81568212794234,6,6,0.295938816419509,0.975098373419186
"74",6,1.77766025859089,0.828557958561844,5.83287501485291,6,6,0.296276709765149,0.974951776889595
"75",12,1.55284331075368,0.700573410876441,3.33971676639361,12,12,0.129403609229474,0.982730531117628
"76",33,3.3009712189992,0.954798171200838,22.1229987052768,33,33,0.100029430878764,0.899294716152156
"77",1,0,0,1,1,1,0,0.995391705069124
"78",6,1.67112486333783,0.788346025467135,4.72469275479976,6,6,0.278520810556305,0.979760509643936
"79",4,1.32476100718522,0.722041346069279,3.5976573704708,4,4,0.331190251796304,0.984938437691925
"80",2,0.666278442414676,0.473372781065089,1.89887640449438,2,2,0.333139221207338,0.991846862814605
"81",23,2.64593400861668,0.90738283297403,10.7971343986326,23,23,0.11504060907029,0.949398776172496
"82",8,1.9581782495127,0.840480524633014,6.26882703631908,8,8,0.244772281189087,0.973006968098132
"83",10,2.08492681159506,0.847087732151684,6.53969765847675,10,10,0.208492681159506,0.970128373930217
"84",6,1.76894039417351,0.825326521630218,5.72496757569005,6,6,0.294823399028919,0.975559003208773
