sample,mass,salinity,Sample.ID,Type
20181020_Tank4,59.57,34.26,Tank4,Tank
20181020_Tank9,59.86,34.3,Tank9,Tank
20181020_Tank8,59.9,34.03,Tank8,Tank
20181020_Tank6,59.92,34.24,Tank6,Tank
20181020_Tank1,59.14,34.16,Tank1,Tank
20181020_Tank7,59.6,34.19,Tank7,Tank
