sample,mass,salinity,Sample.ID,Type
20181020_Tank3,59.12,33.93,Tank3,Tank
20181020_Tank2,59.04,34.18,Tank2,Tank
20181020_Tank12,59.98,34.04,Tank12,Tank
20181020_Tank5,59.18,34.07,Tank5,Tank
20181020_Tank10,59.3,34.13,Tank10,Tank
20181020_Tank11,59.16,33.94,Tank11,Tank
