sample,mass,salinity,Sample.ID,Type
20181017_Tank1,59.01,33.93,Tank1,Tank
20181017_Tank4,59.26,34.08,Tank4,Tank
20181017_Tank6,59.43,33.85,Tank6,Tank
20181017_Tank8,59.87,33.96,Tank8,Tank
20181017_Tank10,59.37,34.1,Tank10,Tank
20181017_Tank12,59.94,34.04,Tank12,Tank
20181017_Tank2,59.46,34.22,Tank2,Tank
20181017_Tank5,59.57,34.2,Tank5,Tank
20181017_Tank7,59.21,33.99,Tank7,Tank
