"Sample.ID","TA","Mass","Tank","Type"
"20181017_JUNK",13.8597739856227,59.01,"Junk","Junk"
"20181017_CRM1",2200.72805204725,59.69,"CRM1","CRM"
"20181017_CRM2",2201.58891474554,59.3,"CRM2","CRM"
