Date,Treatment,N,Temperature,sd,se,ci
2018-09-22,ATAC,2010,27.47542288557214,0.6513476822399958,0.014528301478851726,0.028492113156349346
2018-09-22,ATHC,2010,27.326517412935324,0.43898873669607597,0.009791637993717309,0.01920282684862437
2018-09-22,HTAC,2010,28.86174129353234,0.6518679005881033,0.01453990494225877,0.028514869236465134
2018-09-22,HTHC,2010,28.906766169154228,0.7962792957399074,0.017760999210272067,0.03483190378486692
2018-09-23,ATAC,3105,26.818228663446057,0.41401364651458894,0.007429915149618713,0.01456804668521098
2018-09-23,ATHC,3105,26.753429951690823,0.3133241560179486,0.005622935169257086,0.011025049466124204
2018-09-23,HTAC,3105,29.175426731078904,0.42532395914871873,0.007632890737246556,0.014966026712839194
2018-09-23,HTHC,3105,29.61632850241546,0.29522736352700835,0.005298168983842941,0.010388271137486905
2018-09-24,ATAC,2247,26.917489986648864,0.48810546734341553,0.010297033746828561,0.020192696993153344
2018-09-24,ATHC,2247,26.765954606141523,0.4544455035082556,0.009586945852476386,0.018800199887511054
2018-09-24,HTAC,2247,29.416955941255008,0.3842305506404927,0.008105696844661755,0.01589543982537936
2018-09-24,HTHC,2247,29.601023587004896,0.31007686243708743,0.006541356592465709,0.012827736107644446
2018-09-25,ATAC,477,27.733333333333334,0.12485285456935848,0.005716619504750245,0.011232929968534307
2018-09-25,ATHC,477,27.576310272536688,0.2093522727771121,0.0095855820842013,0.018835287562867897
2018-09-25,HTAC,477,29.533333333333335,0.44523622282744163,0.02038596621932052,0.04005761284133919
2018-09-25,HTHC,477,29.551572327044024,0.27839320159584263,0.012746749056895339,0.025046854939988112
2018-09-26,ATAC,6204,27.8857027724049,0.4303985600675168,0.005464304784176123,0.010711930743547118
2018-09-26,ATHC,6204,27.785170857511282,0.46611018059032966,0.005917696586515975,0.011600735775144337
2018-09-26,HTAC,6204,29.379658284977435,0.4457861305064196,0.005659664115194687,0.011094902723813785
2018-09-26,HTHC,6204,29.438475177304966,0.4064104208101024,0.005159753337518842,0.010114904381861153
2018-09-27,ATAC,4320,27.79636574074074,0.25757922603006667,0.0039189431233719275,0.00768314050675779
2018-09-27,ATHC,4320,27.766574074074075,0.2962032244079058,0.004506588544832634,0.008835227229912566
2018-09-27,HTAC,4320,29.140324074074073,0.23290128119682002,0.003543480149537559,0.006947040315394844
2018-09-27,HTHC,4320,29.20171296296296,0.4346231395819571,0.006612580487854287,0.012964052654256339
2018-09-29,ATAC,4167,28.17727381809455,0.36790914160902494,0.005699395942198526,0.011173857149821938
2018-09-29,ATHC,4167,28.119678425725944,0.36531258000059413,0.0056591717916649525,0.011094996351836792
2018-09-29,HTAC,4167,28.981161507079435,0.5242444620158893,0.008121235439995152,0.01592195481887723
2018-09-29,HTHC,4167,29.163906887449006,0.2700934191759815,0.004184101896826456,0.008203072285131178
2018-10-01,ATAC,1644,28.679257907542578,0.3268681451682725,0.008061608287350492,0.015812110213536092
2018-10-01,ATHC,1644,21.579306569343064,9.848831018667136,0.24290350385758022,0.4764330934159617
2018-10-01,HTAC,1644,29.15498783454988,0.300201899758815,0.00740393384533738,0.014522141712082772
2018-10-01,HTHC,1644,22.055693430656934,10.037190184420552,0.24754904009010129,0.4855448895106514
2018-10-03,ATAC,3804,28.329206098843322,0.27926182814912304,0.0045278426147273365,0.00887723375677278
2018-10-03,ATHC,3804,28.75202418506835,0.7876602907168629,0.0127708174578443,0.02503831106443738
2018-10-03,HTAC,3804,29.716508937960043,0.4068190899431584,0.00659600642213661,0.012932050835871923
2018-10-03,HTHC,3804,29.152260778128287,0.6890279725944681,0.011171631431799067,0.021902966181293084
2018-10-05,ATAC,4011,28.099650959860384,0.3930377604418159,0.006205945330913837,0.012167101796146685
2018-10-05,ATHC,4011,28.527698828222388,0.9179904133750535,0.014494786234545379,0.028417836481832177
2018-10-05,HTAC,4011,29.638020443779606,0.3812212565751556,0.006019366369857801,0.011801303341416531
2018-10-05,HTHC,4011,29.028795811518325,0.7828498490942188,0.012360958296555532,0.024234347850751823
2018-10-07,ATAC,4206,27.832786495482644,0.41466251832992507,0.006393816186552198,0.012535257572788698
2018-10-07,ATHC,4206,28.435758440323347,0.920009038183305,0.014185918476071292,0.027811894620640584
2018-10-07,HTAC,4206,29.595910603899192,0.14033225597092666,0.0021638286800940033,0.004242247361664013
2018-10-07,HTHC,4206,29.080718021873516,0.8756701162961226,0.01350224222387871,0.02647152798081477
2018-10-08,ATAC,3588,27.80443143812709,0.40163435976577033,0.006705090475067065,0.013146171743458395
2018-10-08,ATHC,3588,28.37452619843924,0.9085585219607645,0.015167943039517124,0.029738656761449895
2018-10-08,HTAC,3588,29.571432552954292,0.18850566133144311,0.003147010417701315,0.0061701090512340075
2018-10-08,HTHC,3588,29.05200668896321,0.9046784746052733,0.015103167534300674,0.029611656250493147
