Date,Time,Tank,Position,PAR,Instrument,Measure_Type,Notes
20180929,11:55,11,1,260,LICOR-193,One-point,Cloudy
20180929,11:56,12,1,253,LICOR-193,One-point,Cloudy
20181002,13:31,1,1,466,LICOR-193,One-point,Sunny
20181002,13:35,2,1,403,LICOR-193,One-point,Sunny
20181002,13:33,3,1,454,LICOR-193,One-point,Sunny
20181002,13:37,4,1,385,LICOR-193,One-point,Sunny
20181002,13:39,5,1,370,LICOR-193,One-point,Sunny
20181002,13:39,6,2,415,LICOR-193,One-point,Sunny
20181002,13:32,7,1,498,LICOR-193,One-point,Sunny
20181002,13:34,8,1,510,LICOR-193,One-point,Sunny
20181002,13:36,9,1,530,LICOR-193,One-point,Sunny
20181002,13:36,10,1,480,LICOR-193,One-point,Sunny
20181002,13:38,11,1,350,LICOR-193,One-point,Sunny
20181002,13:40,12,1,548,LICOR-193,One-point,Sunny
20181003,11:08,1,1,227,LICOR-193,One-point,Cloudy
20181003,11:07,2,1,65,LICOR-193,One-point,Shaded by palm tree
20181003,11:06,3,1,76,LICOR-193,One-point,Shaded by palm tree
20181003,11:05,4,1,376,LICOR-193,One-point,Sunny
20181003,11:04,5,1,465,LICOR-193,One-point,Sunny
20181003,11:02,6,2,352,LICOR-193,One-point,Sunny
20181003,11:08,7,1,450,LICOR-193,One-point,Sunny
20181003,11:07,8,1,384,LICOR-193,One-point,Sunny
20181003,11:06,9,1,392,LICOR-193,One-point,Sunny
20181003,11:04,10,1,364,LICOR-193,One-point,Sunny
20181003,11:03,11,1,423,LICOR-193,One-point,Sunny
20181003,11:01,12,1,326,LICOR-193,One-point,Sunny
20181005,9:47,1,1,31,LICOR-193,One-point,Sunny
20181005,9:47,2,1,34,LICOR-193,One-point,Sunny
20181005,9:04,3,1,28,LICOR-193,One-point,Sunny
20181005,9:46,4,1,30,LICOR-193,One-point,Sunny
20181005,9:44,5,1,35,LICOR-193,One-point,Sunny
20181005,9:43,6,2,50,LICOR-193,One-point,Sunny
20181005,9:48,7,1,55,LICOR-193,One-point,Sunny
20181005,9:47,8,1,48,LICOR-193,One-point,Sunny
20181005,9:46,9,1,32,LICOR-193,One-point,Sunny
20181005,9:45,10,1,41,LICOR-193,One-point,Sunny
20181005,9:45,11,1,38,LICOR-193,One-point,Sunny
20181005,9:44,12,1,44,LICOR-193,One-point,Sunny
20181006,11:23,1,1,127,LICOR-193,One-point,Sunny
20181006,11:21,2,1,140,LICOR-193,One-point,Sunny
20181006,11:22,3,1,190,LICOR-193,One-point,Sunny
20181006,11:27,4,1,104,LICOR-193,One-point,Sunny
20181006,11:28,5,1,91,LICOR-193,One-point,Sunny
20181006,11:32,6,2,115,LICOR-193,One-point,Sunny
20181006,11:25,7,1,147,LICOR-193,One-point,Sunny
20181006,11:20,8,1,140,LICOR-193,One-point,Sunny
20181006,11:26,9,1,129,LICOR-193,One-point,Sunny
20181006,11:30,10,1,90,LICOR-193,One-point,Sunny
20181006,11:31,11,1,104,LICOR-193,One-point,Sunny
20181006,11:33,12,1,140,LICOR-193,One-point,Sunny
20181008,16:42,1,1,45,LICOR-193,One-point,Cloudy
20181008,16:42,2,1,24,LICOR-193,One-point,Cloudy
20181008,16:41,3,1,22,LICOR-193,One-point,Cloudy
20181008,16:40,4,1,29,LICOR-193,One-point,Cloudy
20181008,16:39,5,1,30,LICOR-193,One-point,Cloudy
20181008,16:39,6,2,35,LICOR-193,One-point,Cloudy
20181008,16:43,7,1,32,LICOR-193,One-point,Cloudy
20181008,16:41,8,1,23,LICOR-193,One-point,Cloudy
20181008,16:41,9,1,24,LICOR-193,One-point,Cloudy
20181008,16:40,10,1,32,LICOR-193,One-point,Cloudy
20181008,16:39,11,1,32,LICOR-193,One-point,Cloudy
20181008,16:38,12,1,39,LICOR-193,One-point,Cloudy
20181009,14:45,1,1,57,LICOR-193,One-point,Shaded  
20181009,14:44,2,1,52,LICOR-193,One-point,Shaded  
20181009,14:46,3,1,68,LICOR-193,One-point,Shaded  
20181009,14:46,4,1,360,LICOR-193,One-point,Sunny
20181009,14:47,5,1,250,LICOR-193,One-point,Partly sunny
20181009,14:49,6,2,370,LICOR-193,One-point,Sunny
20181009,14:44,7,1,76,LICOR-193,One-point,Shaded  
20181009,14:45,8,1,53,LICOR-193,One-point,Shaded  
20181009,14:45,9,1,58,LICOR-193,One-point,Shaded  
20181009,14:47,10,1,157,LICOR-193,One-point,Partly sunny
20181009,14:48,11,1,107,LICOR-193,One-point,Shaded  
20181009,14:48,12,1,157,LICOR-193,One-point,Shaded  
20181010,,1,1,110,LICOR-193,One-point,Sunny
20181010,,2,1,104,LICOR-193,One-point,Sunny
20181010,,3,1,110,LICOR-193,One-point,Sunny
20181010,,4,1,144,LICOR-193,One-point,Sunny
20181010,,5,1,143,LICOR-193,One-point,Sunny
20181010,,6,2,160,LICOR-193,One-point,Sunny
20181010,,7,1,140,LICOR-193,One-point,Sunny
20181010,,8,1,122,LICOR-193,One-point,Sunny
20181010,,9,1,139,LICOR-193,One-point,Sunny
20181010,,10,1,137,LICOR-193,One-point,Sunny
20181010,,11,1,176,LICOR-193,One-point,Sunny
20181010,,12,1,177,LICOR-193,One-point,Sunny
20181013,15:22,1,1,96,LICOR-193,One-point,NA
20181013,15:21,2,1,81,LICOR-193,One-point,NA
20181013,15:17,3,1,74,LICOR-193,One-point,NA
20181013,15:16,4,1,78,LICOR-193,One-point,NA
20181013,15:15,5,1,81,LICOR-193,One-point,NA
20181013,15:06,6,2,101,LICOR-193,One-point,NA
20181013,15:20,7,1,114,LICOR-193,One-point,NA
20181013,15:19,8,1,89,LICOR-193,One-point,NA
20181013,15:14,9,1,86,LICOR-193,One-point,NA
20181013,15:14,10,1,100,LICOR-193,One-point,NA
20181013,15:13,11,1,103,LICOR-193,One-point,NA
20181013,15:12,12,1,114,LICOR-193,One-point,NA
20181020,12:39,1,1,166,LICOR-193,One-point,NA
20181020,12:38,2,1,389,LICOR-193,One-point,NA
20181020,12:38,3,1,343,LICOR-193,One-point,NA
20181020,12:31,4,1,94,LICOR-193,One-point,NA
20181020,12:41,5,1,89,LICOR-193,One-point,NA
20181020,12:41,6,1,92,LICOR-193,One-point,NA
20181020,12:37,7,1,391,LICOR-193,One-point,NA
20181020,12:35,8,1,213,LICOR-193,One-point,NA
20181020,12:34,9,1,153,LICOR-193,One-point,NA
20181020,12:33,10,1,165,LICOR-193,One-point,NA
20181020,12:32,11,1,146,LICOR-193,One-point,NA
20181020,12:43,12,1,92,LICOR-193,One-point,NA
20181023,11:50,1,1,175,LICOR-193,One-point,NA
20181023,11:51,2,1,111,LICOR-193,One-point,NA
20181023,11:51,3,1,112,LICOR-193,One-point,NA
20181023,11:52,4,1,135,LICOR-193,One-point,NA
20181023,11:53,5,1,147,LICOR-193,One-point,NA
20181023,11:54,6,1,127,LICOR-193,One-point,NA
20181023,11:54,7,1,141,LICOR-193,One-point,NA
20181023,11:55,8,1,129,LICOR-193,One-point,NA
20181023,11:56,9,1,154,LICOR-193,One-point,NA
20181023,11:57,10,1,112,LICOR-193,One-point,NA
20181023,11:57,11,1,115,LICOR-193,One-point,NA
20181023,11:58,12,1,121,LICOR-193,One-point,NA
20181024,12:52,1,1,116,LICOR-193,One-point,NA
20181024,12:51,2,1,110,LICOR-193,One-point,NA
20181024,12:50,3,1,127,LICOR-193,One-point,NA
20181024,12:49,4,1,181,LICOR-193,One-point,NA
20181024,12:49,5,1,151,LICOR-193,One-point,NA
20181024,12:48,6,1,141,LICOR-193,One-point,NA
20181024,12:48,7,1,464,LICOR-193,One-point,NA
20181024,12:47,8,1,273,LICOR-193,One-point,NA
20181024,12:46,9,1,158,LICOR-193,One-point,NA
20181024,12:54,10,1,137,LICOR-193,One-point,NA
20181024,12:53,11,1,132,LICOR-193,One-point,NA
20181024,12:43,12,1,151,LICOR-193,One-point,NA
20181025,13:05,1,1,101,LICOR-193,One-point,NA
20181025,13:05,2,1,99,LICOR-193,One-point,NA
20181025,13:06,3,1,113,LICOR-193,One-point,NA
20181025,13:07,4,1,112,LICOR-193,One-point,NA
20181025,13:07,5,1,96,LICOR-193,One-point,NA
20181025,13:08,6,1,91,LICOR-193,One-point,NA
20181025,13:13,7,1,87,LICOR-193,One-point,NA
20181025,13:12,8,1,108,LICOR-193,One-point,NA
20181025,13:11,9,1,81,LICOR-193,One-point,NA
20181025,13:10,10,1,98,LICOR-193,One-point,NA
20181025,13:10,11,1,110,LICOR-193,One-point,NA
20181025,13:09,12,1,100,LICOR-193,One-point,NA
20181026,15:09,1,1,95,LICOR-193,One-point,NA
20181026,15:11,2,1,62,LICOR-193,One-point,NA
20181026,15:12,3,1,76,LICOR-193,One-point,NA
20181026,15:12,4,1,74,LICOR-193,One-point,NA
20181026,15:13,5,1,69,LICOR-193,One-point,NA
20181026,15:13,6,1,63,LICOR-193,One-point,NA
20181026,15:00,7,1,73,LICOR-193,One-point,NA
20181026,15:14,8,1,57,LICOR-193,One-point,NA
20181026,15:14,9,1,53,LICOR-193,One-point,NA
20181026,15:15,10,1,56,LICOR-193,One-point,NA
20181026,15:16,11,1,52,LICOR-193,One-point,NA
20181026,15:17,12,1,60,LICOR-193,One-point,NA
20181027,12:36,1,1,442,LICOR-193,One-point,Sunny
20181027,12:36,2,1,428,LICOR-193,One-point,Sunny
20181027,12:37,3,1,380,LICOR-193,One-point,Sunny
20181027,12:37,4,1,148,LICOR-193,One-point,Sunny
20181027,12:38,5,1,78,LICOR-193,One-point,Sunny
20181027,12:38,6,1,131,LICOR-193,One-point,Sunny
20181027,12:39,7,1,429,LICOR-193,One-point,Sunny
20181027,12:39,8,1,377,LICOR-193,One-point,Sunny
20181027,12:41,9,1,237,LICOR-193,One-point,Sunny
20181027,12:41,10,1,111,LICOR-193,One-point,Sunny
20181027,12:42,11,1,173,LICOR-193,One-point,Sunny
20181027,12:42,12,1,138,LICOR-193,One-point,Sunny
20181028,12:35,1,1,375,LICOR-193,One-point,Slightly cloudy
20181028,12:35,2,1,352,LICOR-194,One-point,Slightly cloudy
20181028,12:27,3,1,371,LICOR-195,One-point,Slightly cloudy
20181028,12:27,4,1,188,LICOR-196,One-point,Slightly cloudy
20181028,12:29,5,1,82,LICOR-197,One-point,Slightly cloudy
20181028,12:29,6,1,252,LICOR-198,One-point,Slightly cloudy
20181028,12:30,7,1,404,LICOR-199,One-point,Slightly cloudy
20181028,12:30,8,1,329,LICOR-200,One-point,Slightly cloudy
20181028,12:32,9,1,326,LICOR-201,One-point,Slightly cloudy
20181028,12:32,10,1,170,LICOR-202,One-point,Slightly cloudy
20181028,12:33,11,1,235,LICOR-203,One-point,Slightly cloudy
20181028,12:33,12,1,195,LICOR-204,One-point,Slightly cloudy
20181029,12:41,1,1,96,LICOR-193,One-point,NA
20181029,12:40,2,1,71,LICOR-193,One-point,NA
20181029,12:37,3,1,65,LICOR-193,One-point,NA
20181029,12:35,4,1,75,LICOR-193,One-point,NA
20181029,12:34,5,1,95,LICOR-193,One-point,NA
20181029,12:33,6,1,102,LICOR-193,One-point,NA
20181029,12:40,7,1,88,LICOR-193,One-point,NA
20181029,12:39,8,1,65,LICOR-193,One-point,NA
20181029,12:38,9,1,75,LICOR-193,One-point,NA
20181029,12:36,10,1,81,LICOR-193,One-point,NA
20181029,12:32,11,1,140,LICOR-193,One-point,NA
20181029,12:32,12,1,155,LICOR-193,One-point,NA
20181031,15:07,1,1,22,LICOR-193,One-point,Shaded
20181031,15:07,2,1,23,LICOR-193,One-point,Shaded
20181031,15:08,3,1,38,LICOR-193,One-point,Shaded
20181031,15:08,4,1,33,LICOR-193,One-point,Shaded
20181031,15:09,5,1,56,LICOR-193,One-point,Shaded
20181031,15:09,6,1,28,LICOR-193,One-point,Shaded
20181031,15:13,7,1,26,LICOR-193,One-point,Shaded
20181031,15:13,8,1,19,LICOR-193,One-point,Shaded
20181031,15:11,9,1,17,LICOR-193,One-point,Shaded
20181031,15:11,10,1,23,LICOR-193,One-point,Shaded
20181031,15:12,11,1,30,LICOR-193,One-point,Shaded
20181031,15:12,12,1,48,LICOR-193,One-point,Shaded
20181110,15:35,1,1,42,LICOR-193,One-point,Shaded
20181110,15:35,2,1,38,LICOR-193,One-point,Shaded
20181110,15:36,3,1,41,LICOR-193,One-point,Shaded
20181110,15:36,4,1,40,LICOR-193,One-point,Shaded
20181110,15:37,5,1,44,LICOR-193,One-point,Shaded
20181110,15:37,6,1,45,LICOR-193,One-point,Shaded
20181110,15:40,7,1,63,LICOR-193,One-point,Shaded
20181110,15:40,8,1,50,LICOR-193,One-point,Shaded
20181110,15:39,9,1,50,LICOR-193,One-point,Shaded
20181110,15:39,10,1,54,LICOR-193,One-point,Shaded
20181110,15:38,11,1,51,LICOR-193,One-point,Shaded
20181110,15:38,12,1,52,LICOR-193,One-point,Shaded
20181113,12:07,1,1,324,LICOR-193,One-point,Sunny
20181113,12:08,2,1,245,LICOR-193,One-point,Sunny
20181113,12:10,3,1,302,LICOR-193,One-point,Sunny
20181113,12:11,4,1,266,LICOR-193,One-point,Sunny
20181113,12:13,5,1,324,LICOR-193,One-point,Partly shaded
20181113,12:14,6,1,182,LICOR-193,One-point,Partly shaded
20181113,12:09,7,1,423,LICOR-193,One-point,Sunny
20181113,12:09,8,1,225,LICOR-193,One-point,Sunny
20181113,12:11,9,1,325,LICOR-193,One-point,Sunny
20181113,12:12,10,1,69,LICOR-193,One-point,Shaded by palm tree
20181113,12:15,11,1,197,LICOR-193,One-point,Shaded by palm tree
20181113,12:15,12,1,203,LICOR-193,One-point,Shaded by palm tree
20181114,14:36,1,1,290,LICOR-193,One-point,Sunny
20181114,14:36,2,1,263,LICOR-193,One-point,Sunny
20181114,14:37,3,1,295,LICOR-193,One-point,Sunny
20181114,14:38,4,1,257,LICOR-193,One-point,Sunny
20181114,14:38,5,1,275,LICOR-193,One-point,Sunny
20181114,14:39,6,1,242,LICOR-193,One-point,Sunny
20181114,14:40,7,1,31,LICOR-193,One-point,Shaded
20181114,14:40,8,1,36,LICOR-193,One-point,Shaded
20181114,14:41,9,1,34,LICOR-193,One-point,Shaded
20181114,14:42,10,1,51,LICOR-193,One-point,Shaded
20181114,14:43,11,1,61,LICOR-193,One-point,Shaded
20181114,14:44,12,1,252,LICOR-193,One-point,Sunny
20181117,11:47,1,1,87,LICOR-193,One-point,Cloudy
20181117,11:47,2,1,125,LICOR-193,One-point,Cloudy
20181117,11:48,3,1,136,LICOR-193,One-point,Cloudy
20181117,11:49,4,1,150,LICOR-193,One-point,Cloudy
20181117,11:49,5,1,131,LICOR-193,One-point,Cloudy
20181117,11:50,6,1,128,LICOR-193,One-point,Cloudy
20181117,11:53,7,1,150,LICOR-193,One-point,Cloudy
20181117,11:54,8,1,144,LICOR-193,One-point,Cloudy
20181117,11:55,9,1,146,LICOR-193,One-point,Cloudy
20181117,11:55,10,1,126,LICOR-193,One-point,Cloudy
20181117,11:56,11,1,126,LICOR-193,One-point,Cloudy
20181117,11:58,12,1,106,LICOR-193,One-point,Cloudy
20181125,15:30,1,1,24.92,LICOR-193,One-point,Cloudy
20181125,15:31,2,1,26.93,LICOR-193,One-point,Cloudy
20181125,15:32,3,1,26.32,LICOR-193,One-point,Cloudy
20181125,15:33,4,1,31.04,LICOR-193,One-point,Cloudy
20181125,15:35,5,1,36.4,LICOR-193,One-point,Cloudy
20181125,15:36,6,1,41.53,LICOR-193,One-point,Cloudy
20181125,15:29,7,1,29.44,LICOR-193,One-point,Cloudy
20181125,15:31,8,1,24.89,LICOR-193,One-point,Cloudy
20181125,15:32,9,1,23.93,LICOR-193,One-point,Cloudy
20181125,15:33,10,1,30.02,LICOR-193,One-point,Cloudy
20181125,15:34,11,1,29.71,LICOR-193,One-point,Cloudy
20181125,15:36,12,1,37.85,LICOR-193,One-point,Cloudy
20181127,11:10,1,1,56.87,LICOR-193,One-point,Cloudy
20181127,11:10,2,1,60.45,LICOR-193,One-point,Cloudy
20181127,11:12,3,1,41.82,LICOR-193,One-point,Cloudy
20181127,11:14,4,1,61.38,LICOR-193,One-point,Cloudy
20181127,11:15,5,1,61.8,LICOR-193,One-point,Cloudy
20181127,11:15,6,1,58.32,LICOR-193,One-point,Cloudy
20181127,11:09,7,1,68.85,LICOR-193,One-point,Cloudy
20181127,11:11,8,1,67.42,LICOR-193,One-point,Cloudy
20181127,11:11,9,1,68.81,LICOR-193,One-point,Cloudy
20181127,11:13,10,1,81.01,LICOR-193,One-point,Cloudy
20181127,11:16,11,1,65.37,LICOR-193,One-point,Cloudy
20181127,11:17,12,1,59.75,LICOR-193,One-point,Cloudy
20181130,13:35,1,1,61.45,LICOR-193,One-point,Cloudy
20181130,13:34,2,1,63.61,LICOR-193,One-point,Cloudy
20181130,13:33,3,1,56.76,LICOR-193,One-point,Cloudy
20181130,13:32,4,1,56.75,LICOR-193,One-point,Cloudy
20181130,13:31,5,1,53.3,LICOR-193,One-point,Cloudy
20181130,13:30,6,1,62.02,LICOR-193,One-point,Cloudy
20181130,13:36,7,1,68.41,LICOR-193,One-point,Cloudy
20181130,13:37,8,1,51.67,LICOR-193,One-point,Cloudy
20181130,13:38,9,1,36.78,LICOR-193,One-point,Cloudy
20181130,13:39,10,1,42.41,LICOR-193,One-point,Cloudy
20181130,13:30,11,1,46.59,LICOR-193,One-point,Cloudy
20181130,13:36,12,1,70.14,LICOR-193,One-point,Cloudy
20181204,11:36,1,1,70.37,LICOR-193,One-point,Cloudy
20181204,11:37,2,1,85.36,LICOR-193,One-point,Cloudy
20181204,11:38,3,1,110.2,LICOR-193,One-point,Cloudy
20181204,11:38,4,1,91.18,LICOR-193,One-point,Cloudy
20181204,11:39,5,1,100.8,LICOR-193,One-point,Cloudy
20181204,11:40,6,1,111.7,LICOR-193,One-point,Cloudy
20181204,11:41,7,1,140.4,LICOR-193,One-point,Cloudy
20181204,11:41,8,1,117,LICOR-193,One-point,Cloudy
20181204,11:42,9,1,107.9,LICOR-193,One-point,Cloudy
20181204,11:42,10,1,103.6,LICOR-193,One-point,Cloudy
20181204,11:43,11,1,121.6,LICOR-193,One-point,Cloudy
20181204,11:44,12,1,138.6,LICOR-193,One-point,Cloudy
20181205,12:25,1,1,164.3,LICOR-193,One-point,Cloudy
20181205,12:26,2,1,175.5,LICOR-193,One-point,Cloudy
20181205,12:26,3,1,137.4,LICOR-193,One-point,Cloudy
20181205,12:28,4,1,125.9,LICOR-193,One-point,Cloudy
20181205,12:29,5,1,76.24,LICOR-193,One-point,Cloudy
20181205,12:31,6,1,276.8,LICOR-193,One-point,Cloudy
20181205,12:24,7,1,295.6,LICOR-193,One-point,Cloudy
20181205,12:25,8,1,123,LICOR-193,One-point,Cloudy
20181205,12:27,9,1,129.5,LICOR-193,One-point,Cloudy
20181205,12:28,10,1,79.23,LICOR-193,One-point,Cloudy
20181205,12:29,11,1,83.05,LICOR-193,One-point,Cloudy
20181205,12:30,12,1,277.4,LICOR-193,One-point,Cloudy
20181206,12:25,1,1,351.9,LICOR-193,One-point,Cloudy
20181206,12:24,2,1,192.7,LICOR-193,One-point,Cloudy
20181206,12:22,3,1,293.4,LICOR-193,One-point,Cloudy
20181206,12:20,4,1,81.78,LICOR-193,One-point,Cloudy
20181206,12:19,5,1,79.44,LICOR-193,One-point,Cloudy
20181206,12:18,6,1,140.4,LICOR-193,One-point,Cloudy
20181206,12:23,7,1,373,LICOR-193,One-point,Cloudy
20181206,12:22,8,1,171.2,LICOR-193,One-point,Cloudy
20181206,12:21,9,1,60.02,LICOR-193,One-point,Cloudy
20181206,12:19,10,1,45.7,LICOR-193,One-point,Cloudy
20181206,12:18,11,1,69.58,LICOR-193,One-point,Cloudy
20181206,12:17,12,1,309.9,LICOR-193,One-point,Cloudy
20181211,12:11,1,1,113.1,LICOR-193,One-point,Cloudy
20181211,12:10,2,1,102.4,LICOR-193,One-point,Cloudy
20181211,12:09,3,1,49.76,LICOR-193,One-point,Cloudy
20181211,12:08,4,1,56.93,LICOR-193,One-point,Cloudy
20181211,12:05,5,1,122.7,LICOR-193,One-point,Cloudy
20181211,12:05,6,1,117.5,LICOR-193,One-point,Cloudy
20181211,12:13,7,1,121.7,LICOR-193,One-point,Cloudy
20181211,12:12,8,1,79.46,LICOR-193,One-point,Cloudy
20181211,12:12,9,1,115.4,LICOR-193,One-point,Cloudy
20181211,12:10,10,1,86.77,LICOR-193,One-point,Cloudy
20181211,12:07,11,1,97.17,LICOR-193,One-point,Cloudy
20181211,12:06,12,1,133.2,LICOR-193,One-point,Cloudy
20181212,16:04,1,1,73.46,LICOR-193,One-point,Cloudy
20181212,16:03,2,1,82.86,LICOR-193,One-point,Cloudy
20181212,16:02,3,1,45.02,LICOR-193,One-point,Cloudy
20181212,16:01,4,1,61.14,LICOR-193,One-point,Cloudy
20181212,15:59,5,1,76,LICOR-193,One-point,Cloudy
20181212,15:59,6,1,41.77,LICOR-193,One-point,Cloudy
20181212,16:05,7,1,55.41,LICOR-193,One-point,Cloudy
20181212,16:03,8,1,45.68,LICOR-193,One-point,Cloudy
20181212,16:01,9,1,62.24,LICOR-193,One-point,Cloudy
20181212,16:00,10,1,78.91,LICOR-193,One-point,Cloudy
20181212,15:58,11,1,95.48,LICOR-193,One-point,Cloudy
20181212,15:58,12,1,116.4,LICOR-193,One-point,Cloudy
20181213,16:04,1,1,73.46,LICOR-193,One-point,Cloudy
20181213,16:03,2,1,82.86,LICOR-193,One-point,Cloudy
20181213,16:02,3,1,45.02,LICOR-193,One-point,Cloudy
20181213,16:01,4,1,61.14,LICOR-193,One-point,Cloudy
20181213,15:59,5,1,76,LICOR-193,One-point,Cloudy
20181213,15:59,6,1,41.77,LICOR-193,One-point,Cloudy
20181213,16:05,7,1,55.41,LICOR-193,One-point,Cloudy
20181213,16:03,8,1,45.68,LICOR-193,One-point,Cloudy
20181213,16:01,9,1,62.24,LICOR-193,One-point,Cloudy
20181213,16:00,10,1,78.91,LICOR-193,One-point,Cloudy
20181213,15:58,11,1,95.48,LICOR-193,One-point,Cloudy
20181213,15:58,12,1,116.4,LICOR-193,One-point,Cloudy
20181217,12:10,1,1,325.3,LICOR-193,One-point,Sunny
20181217,12:08,2,1,224.4,LICOR-193,One-point,Sunny
20181217,12:08,3,1,117.8,LICOR-193,One-point,Sunny
20181217,12:06,4,1,139.6,LICOR-193,One-point,Sunny
20181217,12:05,5,1,46.63,LICOR-193,One-point,Sunny
20181217,12:04,6,1,57.94,LICOR-193,One-point,Sunny
20181217,12:10,7,1,350.3,LICOR-193,One-point,Sunny
20181217,12:09,8,1,133.3,LICOR-193,One-point,Sunny
20181217,12:07,9,1,46.85,LICOR-193,One-point,Sunny
20181217,12:06,10,1,38.06,LICOR-193,One-point,Sunny
20181217,12:05,11,1,147.4,LICOR-193,One-point,Sunny
20181217,12:03,12,1,112.9,LICOR-193,One-point,Sunny
20181224,10:18,1,1,56.41,LICOR-193,One-point,Overcast
20181224,10:19,2,1,47.63,LICOR-193,One-point,Overcast
20181224,10:20,3,1,47.01,LICOR-193,One-point,Overcast
20181224,10:21,4,1,36.81,LICOR-193,One-point,Overcast
20181224,10:23,5,1,44.14,LICOR-193,One-point,Overcast
20181224,10:24,6,1,65.41,LICOR-193,One-point,Overcast
20181224,10:24,7,1,73.24,LICOR-193,One-point,Overcast
20181224,10:25,8,1,68.38,LICOR-193,One-point,Overcast
20181224,10:26,9,1,74.56,LICOR-193,One-point,Overcast
20181224,10:27,10,1,73.2,LICOR-193,One-point,Overcast
20181224,10:28,11,1,67.27,LICOR-193,One-point,Overcast
20181226,10:29,12,1,74.22,LICOR-193,One-point,Overcast
20181226,13:59,1,1,90.5,LICOR-193,One-point,Cloudy
20181226,13:55,2,1,107.3,LICOR-193,One-point,Cloudy
20181226,13:56,3,1,106.4,LICOR-193,One-point,Cloudy
20181226,13:56,4,1,102.7,LICOR-193,One-point,Cloudy
20181226,13:57,5,1,103.3,LICOR-193,One-point,Cloudy
20181226,13:58,6,1,86.09,LICOR-193,One-point,Cloudy
20181226,14:03,7,1,92.95,LICOR-193,One-point,Cloudy
20181226,14:02,8,1,83.67,LICOR-193,One-point,Cloudy
20181226,14:01,9,1,92.29,LICOR-193,One-point,Cloudy
20181226,14:00,10,1,76.13,LICOR-193,One-point,Cloudy
20181226,13:59,11,1,79.13,LICOR-193,One-point,Cloudy
20181226,13:58,12,1,92.27,LICOR-193,One-point,Cloudy
20181227,13:59,1,1,211.7,LICOR-193,One-point,Cloudy
20181227,14:00,2,1,182.2,LICOR-193,One-point,Cloudy
20181227,14:00,3,1,142.3,LICOR-193,One-point,Cloudy
20181227,14:01,4,1,91.36,LICOR-193,One-point,Cloudy
20181227,14:01,5,1,203,LICOR-193,One-point,Cloudy
20181227,14:02,6,1,82.73,LICOR-193,One-point,Cloudy
20181227,13:59,7,1,336.6,LICOR-193,One-point,Cloudy
20181227,13:58,8,1,265.8,LICOR-193,One-point,Cloudy
20181227,13:57,9,1,329.6,LICOR-193,One-point,Cloudy
20181227,13:56,10,1,258.4,LICOR-193,One-point,Cloudy
20181227,13:56,11,1,281.6,LICOR-193,One-point,Cloudy
20181227,13:55,12,1,316.2,LICOR-193,One-point,Cloudy
20181231,10:33,1,1,40.38,LICOR-193,One-point,Cloudy
20181231,10:32,2,1,38.21,LICOR-193,One-point,Cloudy
20181231,10:32,3,1,40.03,LICOR-193,One-point,Cloudy
20181231,10:31,4,1,84.31,LICOR-193,One-point,Cloudy
20181231,10:31,5,1,60.61,LICOR-193,One-point,Cloudy
20181231,10:30,6,1,68.25,LICOR-193,One-point,Cloudy
20181231,10:29,7,1,79.03,LICOR-193,One-point,Cloudy
20181231,10:28,8,1,74.64,LICOR-193,One-point,Cloudy
20181231,10:28,9,1,78.48,LICOR-193,One-point,Cloudy
20181231,10:27,10,1,81.93,LICOR-193,One-point,Cloudy
20181231,10:26,11,1,83.88,LICOR-193,One-point,Cloudy
20181231,10:26,12,1,88.71,LICOR-193,One-point,Cloudy
20190102,13:42,1,1,227.3,LICOR-193,One-point,Cloudy
20190102,13:41,2,1,281,LICOR-193,One-point,Cloudy
20190102,13:41,3,1,220.5,LICOR-193,One-point,Cloudy
20190102,13:40,4,1,60.13,LICOR-193,One-point,Cloudy
20190102,13:40,5,1,63.49,LICOR-193,One-point,Cloudy
20190102,13:39,6,1,215.5,LICOR-193,One-point,Cloudy
20190102,13:38,7,1,377.3,LICOR-193,One-point,Cloudy
20190102,13:38,8,1,280.5,LICOR-193,One-point,Cloudy
20190102,13:37,9,1,365.6,LICOR-193,One-point,Cloudy
20190102,13:36,10,1,236.5,LICOR-193,One-point,Cloudy
20190102,13:36,11,1,339.2,LICOR-193,One-point,Cloudy
20190102,13:35,12,1,169,LICOR-193,One-point,Cloudy
20190104,13:31,1,1,245.8,LICOR-193,One-point,"Partly Cloudy, very variable"
20190104,13:30,2,1,142.1,LICOR-193,One-point,"Partly Cloudy, very variable"
20190104,13:29,3,1,84.84,LICOR-193,One-point,"Partly Cloudy, very variable"
20190104,13:29,4,1,83.06,LICOR-193,One-point,"Partly Cloudy, very variable"
20190104,13:28,5,1,142.5,LICOR-193,One-point,"Partly Cloudy, very variable"
20190104,13:27,6,1,97.94,LICOR-193,One-point,"Partly Cloudy, very variable"
20190104,13:25,7,1,400.7,LICOR-193,One-point,"Partly Cloudy, very variable"
20190104,13:25,8,1,289.9,LICOR-193,One-point,"Partly Cloudy, very variable"
20190104,13:24,9,1,417.7,LICOR-193,One-point,"Partly Cloudy, very variable"
20190104,13:24,10,1,153.3,LICOR-193,One-point,"Partly Cloudy, very variable"
20190104,13:23,11,1,360.9,LICOR-193,One-point,"Partly Cloudy, very variable"
20190104,13:22,12,1,231.6,LICOR-193,One-point,"Partly Cloudy, very variable"
