"Plot Title: 20444034"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444034, SEN S/N: 20444034)","Coupler Detached (LGR S/N: 20444034)","Coupler Attached (LGR S/N: 20444034)","Host Connected (LGR S/N: 20444034)","Stopped (LGR S/N: 20444034)","End Of File (LGR S/N: 20444034)"
1,08/20/18 03:53:11 PM,29.790,,,,,
2,08/20/18 03:53:22 PM,,Logged,,,,
3,08/20/18 03:54:11 PM,30.318,,,,,
4,08/20/18 03:55:11 PM,30.621,,,,,
5,08/20/18 03:56:11 PM,30.874,,,,,
6,08/20/18 03:57:11 PM,30.874,,,,,
7,08/20/18 03:58:11 PM,30.824,,,,,
8,08/20/18 03:59:11 PM,30.748,,,,,
9,08/20/18 04:00:11 PM,30.697,,,,,
10,08/20/18 04:01:11 PM,30.646,,,,,
11,08/20/18 04:02:11 PM,30.621,,,,,
12,08/20/18 04:03:11 PM,30.621,,,,,
13,08/20/18 04:04:11 PM,30.621,,,,,
14,08/20/18 04:05:11 PM,30.596,,,,,
15,08/20/18 04:06:11 PM,30.596,,,,,
16,08/20/18 04:07:11 PM,30.596,,,,,
17,08/20/18 04:08:11 PM,30.596,,,,,
18,08/20/18 04:09:11 PM,30.571,,,,,
19,08/20/18 04:10:11 PM,30.571,,,,,
20,08/20/18 04:11:11 PM,30.571,,,,,
21,08/20/18 04:12:11 PM,30.545,,,,,
22,08/20/18 04:13:11 PM,30.520,,,,,
23,08/20/18 04:14:11 PM,30.520,,,,,
24,08/20/18 04:15:11 PM,30.495,,,,,
25,08/20/18 04:16:11 PM,30.495,,,,,
26,08/20/18 04:17:11 PM,30.520,,,,,
27,08/20/18 04:18:11 PM,30.520,,,,,
28,08/20/18 04:19:11 PM,30.545,,,,,
29,08/20/18 04:20:11 PM,30.545,,,,,
30,08/20/18 04:21:11 PM,30.545,,,,,
31,08/20/18 04:22:11 PM,30.545,,,,,
32,08/20/18 04:23:11 PM,30.545,,,,,
33,08/20/18 04:24:11 PM,30.520,,,,,
34,08/20/18 04:25:11 PM,30.469,,,,,
35,08/20/18 04:26:11 PM,30.419,,,,,
36,08/20/18 04:27:11 PM,30.419,,,,,
37,08/20/18 04:28:11 PM,30.419,,,,,
38,08/20/18 04:29:11 PM,30.444,,,,,
39,08/20/18 04:30:11 PM,30.444,,,,,
40,08/20/18 04:31:11 PM,30.444,,,,,
41,08/20/18 04:32:11 PM,30.419,,,,,
42,08/20/18 04:33:11 PM,30.394,,,,,
43,08/20/18 04:34:11 PM,30.369,,,,,
44,08/20/18 04:35:11 PM,30.318,,,,,
45,08/20/18 04:36:11 PM,30.293,,,,,
46,08/20/18 04:37:11 PM,30.243,,,,,
47,08/20/18 04:38:11 PM,30.217,,,,,
48,08/20/18 04:39:11 PM,30.167,,,,,
49,08/20/18 04:40:11 PM,30.142,,,,,
50,08/20/18 04:41:11 PM,30.117,,,,,
51,08/20/18 04:42:11 PM,30.066,,,,,
52,08/20/18 04:43:11 PM,30.041,,,,,
53,08/20/18 04:44:11 PM,30.016,,,,,
54,08/20/18 04:45:11 PM,29.991,,,,,
55,08/20/18 04:46:11 PM,29.966,,,,,
56,08/20/18 04:47:11 PM,29.941,,,,,
57,08/20/18 04:48:11 PM,29.916,,,,,
58,08/20/18 04:49:11 PM,29.890,,,,,
59,08/20/18 04:50:11 PM,29.865,,,,,
60,08/20/18 04:51:11 PM,29.840,,,,,
61,08/20/18 04:52:11 PM,29.815,,,,,
62,08/20/18 04:53:11 PM,29.790,,,,,
63,08/20/18 04:54:11 PM,29.765,,,,,
64,08/20/18 04:55:11 PM,29.740,,,,,
65,08/20/18 04:56:11 PM,29.715,,,,,
66,08/20/18 04:57:11 PM,29.690,,,,,
67,08/20/18 04:58:11 PM,29.665,,,,,
68,08/20/18 04:59:11 PM,29.640,,,,,
69,08/20/18 05:00:11 PM,29.615,,,,,
70,08/20/18 05:01:11 PM,29.615,,,,,
71,08/20/18 05:02:11 PM,29.590,,,,,
72,08/20/18 05:03:11 PM,29.565,,,,,
73,08/20/18 05:04:11 PM,29.540,,,,,
74,08/20/18 05:05:11 PM,29.515,,,,,
75,08/20/18 05:06:11 PM,29.490,,,,,
76,08/20/18 05:07:11 PM,29.464,,,,,
77,08/20/18 05:08:11 PM,29.464,,,,,
78,08/20/18 05:09:11 PM,29.439,,,,,
79,08/20/18 05:10:11 PM,29.414,,,,,
80,08/20/18 05:11:11 PM,29.389,,,,,
81,08/20/18 05:12:11 PM,29.365,,,,,
82,08/20/18 05:13:11 PM,29.365,,,,,
83,08/20/18 05:14:11 PM,29.340,,,,,
84,08/20/18 05:15:11 PM,29.315,,,,,
85,08/20/18 05:16:11 PM,29.315,,,,,
86,08/20/18 05:17:11 PM,29.290,,,,,
87,08/20/18 05:18:11 PM,29.265,,,,,
88,08/20/18 05:19:11 PM,29.240,,,,,
89,08/20/18 05:20:11 PM,29.215,,,,,
90,08/20/18 05:21:11 PM,29.215,,,,,
91,08/20/18 05:22:11 PM,29.190,,,,,
92,08/20/18 05:23:11 PM,29.165,,,,,
93,08/20/18 05:24:11 PM,29.165,,,,,
94,08/20/18 05:25:11 PM,29.140,,,,,
95,08/20/18 05:26:11 PM,29.115,,,,,
96,08/20/18 05:27:11 PM,29.115,,,,,
97,08/20/18 05:28:11 PM,29.090,,,,,
98,08/20/18 05:29:11 PM,29.065,,,,,
99,08/20/18 05:30:11 PM,29.065,,,,,
100,08/20/18 05:31:11 PM,29.040,,,,,
101,08/20/18 05:32:11 PM,29.040,,,,,
102,08/20/18 05:33:11 PM,29.015,,,,,
103,08/20/18 05:34:11 PM,29.015,,,,,
104,08/20/18 05:35:11 PM,28.990,,,,,
105,08/20/18 05:36:11 PM,28.990,,,,,
106,08/20/18 05:37:11 PM,28.965,,,,,
107,08/20/18 05:38:11 PM,28.965,,,,,
108,08/20/18 05:39:11 PM,28.941,,,,,
109,08/20/18 05:40:11 PM,28.941,,,,,
110,08/20/18 05:41:11 PM,28.916,,,,,
