"Plot Title: 20444029"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444029, SEN S/N: 20444029)","Coupler Detached (LGR S/N: 20444029)","Coupler Attached (LGR S/N: 20444029)","Host Connected (LGR S/N: 20444029)","Stopped (LGR S/N: 20444029)","End Of File (LGR S/N: 20444029)"
1,08/20/18 03:43:59 PM,32.510,,,,,
2,08/20/18 03:44:16 PM,,Logged,,,,
3,08/20/18 03:44:59 PM,33.548,,,,,
4,08/20/18 03:45:59 PM,33.365,,,,,
5,08/20/18 03:46:59 PM,33.131,,,,,
6,08/20/18 03:47:59 PM,32.820,,,,,
7,08/20/18 03:48:59 PM,32.562,,,,,
8,08/20/18 03:49:59 PM,32.355,,,,,
9,08/20/18 03:50:59 PM,32.201,,,,,
10,08/20/18 03:51:59 PM,32.073,,,,,
11,08/20/18 03:52:59 PM,31.944,,,,,
12,08/20/18 03:53:59 PM,31.842,,,,,
13,08/20/18 03:54:59 PM,31.714,,,,,
14,08/20/18 03:55:59 PM,31.612,,,,,
15,08/20/18 03:56:59 PM,31.535,,,,,
16,08/20/18 03:57:59 PM,31.459,,,,,
17,08/20/18 03:58:59 PM,31.382,,,,,
18,08/20/18 03:59:59 PM,31.331,,,,,
19,08/20/18 04:00:59 PM,31.281,,,,,
20,08/20/18 04:01:59 PM,31.255,,,,,
21,08/20/18 04:02:59 PM,31.230,,,,,
22,08/20/18 04:03:59 PM,31.204,,,,,
23,08/20/18 04:04:59 PM,31.179,,,,,
24,08/20/18 04:05:59 PM,31.153,,,,,
25,08/20/18 04:06:59 PM,31.128,,,,,
26,08/20/18 04:07:59 PM,31.103,,,,,
27,08/20/18 04:08:59 PM,31.077,,,,,
28,08/20/18 04:09:59 PM,31.052,,,,,
29,08/20/18 04:10:59 PM,31.026,,,,,
30,08/20/18 04:11:59 PM,31.001,,,,,
31,08/20/18 04:12:59 PM,31.001,,,,,
32,08/20/18 04:13:59 PM,30.976,,,,,
33,08/20/18 04:14:59 PM,30.950,,,,,
34,08/20/18 04:15:59 PM,30.925,,,,,
35,08/20/18 04:16:59 PM,30.874,,,,,
36,08/20/18 04:17:59 PM,30.849,,,,,
37,08/20/18 04:18:59 PM,30.824,,,,,
38,08/20/18 04:19:59 PM,30.773,,,,,
39,08/20/18 04:20:59 PM,30.748,,,,,
40,08/20/18 04:21:59 PM,30.722,,,,,
41,08/20/18 04:22:59 PM,30.697,,,,,
42,08/20/18 04:23:59 PM,30.697,,,,,
43,08/20/18 04:24:59 PM,30.646,,,,,
44,08/20/18 04:25:59 PM,30.621,,,,,
45,08/20/18 04:26:59 PM,30.571,,,,,
46,08/20/18 04:27:59 PM,30.545,,,,,
47,08/20/18 04:28:59 PM,30.545,,,,,
48,08/20/18 04:29:59 PM,30.520,,,,,
49,08/20/18 04:30:59 PM,30.520,,,,,
50,08/20/18 04:31:59 PM,30.469,,,,,
51,08/20/18 04:32:59 PM,30.419,,,,,
52,08/20/18 04:33:59 PM,30.369,,,,,
53,08/20/18 04:34:59 PM,30.369,,,,,
54,08/20/18 04:35:59 PM,30.268,,,,,
