"Plot Title: 20444036"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444036, SEN S/N: 20444036)","Coupler Detached (LGR S/N: 20444036)","Coupler Attached (LGR S/N: 20444036)","Host Connected (LGR S/N: 20444036)","Stopped (LGR S/N: 20444036)","End Of File (LGR S/N: 20444036)"
1,08/20/18 03:52:45 PM,29.991,,,,,
2,08/20/18 03:52:52 PM,,Logged,,,,
3,08/20/18 03:53:45 PM,30.672,,,,,
4,08/20/18 03:54:45 PM,30.748,,,,,
5,08/20/18 03:55:45 PM,30.672,,,,,
6,08/20/18 03:56:45 PM,30.672,,,,,
7,08/20/18 03:57:45 PM,30.621,,,,,
8,08/20/18 03:58:45 PM,30.596,,,,,
9,08/20/18 03:59:45 PM,30.571,,,,,
10,08/20/18 04:00:45 PM,30.571,,,,,
11,08/20/18 04:01:45 PM,30.571,,,,,
12,08/20/18 04:02:45 PM,30.596,,,,,
13,08/20/18 04:03:45 PM,30.621,,,,,
14,08/20/18 04:04:45 PM,30.621,,,,,
15,08/20/18 04:05:45 PM,30.621,,,,,
16,08/20/18 04:06:45 PM,30.621,,,,,
17,08/20/18 04:07:45 PM,30.621,,,,,
18,08/20/18 04:08:45 PM,30.621,,,,,
19,08/20/18 04:09:45 PM,30.621,,,,,
20,08/20/18 04:10:45 PM,30.621,,,,,
21,08/20/18 04:11:45 PM,30.596,,,,,
22,08/20/18 04:12:45 PM,30.571,,,,,
23,08/20/18 04:13:45 PM,30.571,,,,,
24,08/20/18 04:14:45 PM,30.545,,,,,
25,08/20/18 04:15:45 PM,30.545,,,,,
26,08/20/18 04:16:45 PM,30.545,,,,,
27,08/20/18 04:17:45 PM,30.545,,,,,
28,08/20/18 04:18:45 PM,30.545,,,,,
29,08/20/18 04:19:45 PM,30.571,,,,,
30,08/20/18 04:20:45 PM,30.545,,,,,
31,08/20/18 04:21:45 PM,30.545,,,,,
32,08/20/18 04:22:45 PM,30.520,,,,,
33,08/20/18 04:23:45 PM,30.495,,,,,
34,08/20/18 04:24:45 PM,30.419,,,,,
35,08/20/18 04:25:45 PM,30.369,,,,,
36,08/20/18 04:26:45 PM,30.318,,,,,
37,08/20/18 04:27:45 PM,30.293,,,,,
38,08/20/18 04:28:45 PM,30.268,,,,,
39,08/20/18 04:29:45 PM,30.268,,,,,
40,08/20/18 04:30:45 PM,30.243,,,,,
41,08/20/18 04:31:45 PM,30.217,,,,,
42,08/20/18 04:32:45 PM,30.192,,,,,
43,08/20/18 04:33:45 PM,30.167,,,,,
44,08/20/18 04:34:45 PM,30.142,,,,,
45,08/20/18 04:35:45 PM,30.091,,,,,
46,08/20/18 04:36:45 PM,30.041,,,,,
47,08/20/18 04:37:45 PM,29.991,,,,,
48,08/20/18 04:38:45 PM,29.941,,,,,
49,08/20/18 04:39:45 PM,29.865,,,,,
50,08/20/18 04:40:45 PM,29.815,,,,,
51,08/20/18 04:41:45 PM,29.765,,,,,
52,08/20/18 04:42:45 PM,29.715,,,,,
53,08/20/18 04:43:45 PM,29.665,,,,,
54,08/20/18 04:44:45 PM,29.640,,,,,
55,08/20/18 04:45:45 PM,29.615,,,,,
56,08/20/18 04:46:45 PM,29.565,,,,,
57,08/20/18 04:47:45 PM,29.540,,,,,
58,08/20/18 04:48:45 PM,29.515,,,,,
59,08/20/18 04:49:45 PM,29.490,,,,,
60,08/20/18 04:50:45 PM,29.464,,,,,
61,08/20/18 04:51:45 PM,29.464,,,,,
62,08/20/18 04:52:45 PM,29.439,,,,,
63,08/20/18 04:53:45 PM,29.414,,,,,
64,08/20/18 04:54:45 PM,29.389,,,,,
65,08/20/18 04:55:45 PM,29.365,,,,,
66,08/20/18 04:56:45 PM,29.340,,,,,
67,08/20/18 04:57:45 PM,29.340,,,,,
68,08/20/18 04:58:45 PM,29.315,,,,,
69,08/20/18 04:59:45 PM,29.290,,,,,
70,08/20/18 05:00:45 PM,29.265,,,,,
71,08/20/18 05:01:45 PM,29.240,,,,,
72,08/20/18 05:02:45 PM,29.215,,,,,
73,08/20/18 05:03:45 PM,29.215,,,,,
74,08/20/18 05:04:45 PM,29.190,,,,,
75,08/20/18 05:05:45 PM,29.190,,,,,
76,08/20/18 05:06:45 PM,29.165,,,,,
77,08/20/18 05:07:45 PM,29.140,,,,,
78,08/20/18 05:08:45 PM,29.140,,,,,
79,08/20/18 05:09:45 PM,29.115,,,,,
80,08/20/18 05:10:45 PM,29.090,,,,,
81,08/20/18 05:11:45 PM,29.065,,,,,
82,08/20/18 05:12:45 PM,29.065,,,,,
83,08/20/18 05:13:45 PM,29.040,,,,,
84,08/20/18 05:14:45 PM,29.015,,,,,
85,08/20/18 05:15:45 PM,29.015,,,,,
86,08/20/18 05:16:45 PM,28.990,,,,,
87,08/20/18 05:17:45 PM,28.965,,,,,
88,08/20/18 05:18:45 PM,28.941,,,,,
89,08/20/18 05:19:45 PM,28.941,,,,,
90,08/20/18 05:20:45 PM,28.916,,,,,
91,08/20/18 05:21:45 PM,28.891,,,,,
92,08/20/18 05:22:45 PM,28.891,,,,,
93,08/20/18 05:23:45 PM,28.866,,,,,
94,08/20/18 05:24:45 PM,28.866,,,,,
95,08/20/18 05:25:45 PM,28.841,,,,,
96,08/20/18 05:26:45 PM,28.841,,,,,
97,08/20/18 05:27:45 PM,28.841,,,,,
98,08/20/18 05:28:45 PM,28.816,,,,,
99,08/20/18 05:29:45 PM,28.816,,,,,
100,08/20/18 05:30:45 PM,28.816,,,,,
101,08/20/18 05:31:45 PM,28.791,,,,,
102,08/20/18 05:32:45 PM,28.791,,,,,
103,08/20/18 05:33:45 PM,28.791,,,,,
104,08/20/18 05:34:45 PM,28.766,,,,,
105,08/20/18 05:35:45 PM,28.766,,,,,
106,08/20/18 05:36:45 PM,28.766,,,,,
107,08/20/18 05:37:45 PM,28.766,,,,,
108,08/20/18 05:38:45 PM,28.742,,,,,
109,08/20/18 05:39:45 PM,28.742,,,,,
110,08/20/18 05:40:45 PM,28.742,,,,,
111,08/20/18 05:41:45 PM,28.717,,,,,
112,08/20/18 05:42:45 PM,28.717,,,,,
113,08/20/18 05:43:45 PM,28.717,,,,,
114,08/20/18 05:44:45 PM,28.692,,,,,
115,08/20/18 05:45:45 PM,28.692,,,,,
116,08/20/18 05:46:45 PM,28.667,,,,,
117,08/20/18 05:47:45 PM,28.667,,,,,
118,08/20/18 05:48:45 PM,28.667,,,,,
119,08/20/18 05:49:45 PM,28.642,,,,,
120,08/20/18 05:50:45 PM,28.642,,,,,
121,08/20/18 05:51:45 PM,28.617,,,,,
122,08/20/18 05:52:45 PM,28.617,,,,,
123,08/20/18 05:53:45 PM,28.593,,,,,
124,08/20/18 05:54:45 PM,28.593,,,,,
125,08/20/18 05:55:45 PM,28.593,,,,,
126,08/20/18 05:56:45 PM,28.568,,,,,
127,08/20/18 05:57:45 PM,28.568,,,,,
128,08/20/18 05:58:45 PM,28.543,,,,,
129,08/20/18 05:59:45 PM,28.518,,,,,
130,08/20/18 06:00:45 PM,28.518,,,,,
131,08/20/18 06:01:45 PM,28.493,,,,,
132,08/20/18 06:02:45 PM,28.493,,,,,
133,08/20/18 06:03:45 PM,28.468,,,,,
134,08/20/18 06:04:45 PM,28.468,,,,,
135,08/20/18 06:05:45 PM,28.444,,,,,
136,08/20/18 06:06:45 PM,28.444,,,,,
137,08/20/18 06:07:45 PM,28.419,,,,,
138,08/20/18 06:08:45 PM,28.419,,,,,
139,08/20/18 06:09:45 PM,28.394,,,,,
140,08/20/18 06:10:45 PM,28.394,,,,,
141,08/20/18 06:11:45 PM,28.394,,,,,
142,08/20/18 06:12:45 PM,28.369,,,,,
143,08/20/18 06:13:45 PM,28.369,,,,,
144,08/20/18 06:14:45 PM,28.345,,,,,
145,08/20/18 06:15:45 PM,28.345,,,,,
146,08/20/18 06:16:45 PM,28.345,,,,,
147,08/20/18 06:17:45 PM,28.320,,,,,
148,08/20/18 06:18:45 PM,28.320,,,,,
149,08/20/18 06:19:45 PM,28.295,,,,,
150,08/20/18 06:20:45 PM,28.295,,,,,
151,08/20/18 06:21:45 PM,28.270,,,,,
