"Plot Title: 20444037"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444037, SEN S/N: 20444037)","Coupler Detached (LGR S/N: 20444037)","Coupler Attached (LGR S/N: 20444037)","Host Connected (LGR S/N: 20444037)","Stopped (LGR S/N: 20444037)","End Of File (LGR S/N: 20444037)"
1,08/20/18 03:45:20 PM,31.052,,,,,
2,08/20/18 03:45:26 PM,,Logged,,,,
3,08/20/18 03:46:20 PM,31.868,,,,,
4,08/20/18 03:47:20 PM,31.816,,,,,
5,08/20/18 03:48:20 PM,31.637,,,,,
6,08/20/18 03:49:20 PM,31.510,,,,,
7,08/20/18 03:50:20 PM,31.382,,,,,
8,08/20/18 03:51:20 PM,31.306,,,,,
9,08/20/18 03:52:20 PM,31.255,,,,,
10,08/20/18 03:53:20 PM,31.179,,,,,
11,08/20/18 03:54:20 PM,31.103,,,,,
12,08/20/18 03:55:20 PM,31.052,,,,,
13,08/20/18 03:56:20 PM,31.001,,,,,
14,08/20/18 03:57:20 PM,30.925,,,,,
15,08/20/18 03:58:20 PM,30.874,,,,,
16,08/20/18 03:59:20 PM,30.849,,,,,
17,08/20/18 04:00:20 PM,30.798,,,,,
18,08/20/18 04:01:20 PM,30.773,,,,,
19,08/20/18 04:02:20 PM,30.748,,,,,
20,08/20/18 04:03:20 PM,30.722,,,,,
21,08/20/18 04:04:20 PM,30.697,,,,,
22,08/20/18 04:05:20 PM,30.697,,,,,
23,08/20/18 04:06:20 PM,30.672,,,,,
24,08/20/18 04:07:20 PM,30.646,,,,,
25,08/20/18 04:08:20 PM,30.646,,,,,
26,08/20/18 04:09:20 PM,30.621,,,,,
27,08/20/18 04:10:20 PM,30.596,,,,,
28,08/20/18 04:11:20 PM,30.596,,,,,
29,08/20/18 04:12:20 PM,30.571,,,,,
30,08/20/18 04:13:20 PM,30.545,,,,,
31,08/20/18 04:14:20 PM,30.545,,,,,
32,08/20/18 04:15:20 PM,30.520,,,,,
33,08/20/18 04:16:20 PM,30.520,,,,,
34,08/20/18 04:17:20 PM,30.520,,,,,
35,08/20/18 04:18:20 PM,30.520,,,,,
36,08/20/18 04:19:20 PM,30.495,,,,,
37,08/20/18 04:20:20 PM,30.469,,,,,
38,08/20/18 04:21:20 PM,30.469,,,,,
39,08/20/18 04:22:20 PM,30.444,,,,,
40,08/20/18 04:23:20 PM,30.419,,,,,
41,08/20/18 04:24:20 PM,30.394,,,,,
42,08/20/18 04:25:20 PM,30.369,,,,,
43,08/20/18 04:26:20 PM,30.318,,,,,
44,08/20/18 04:27:20 PM,30.293,,,,,
45,08/20/18 04:28:20 PM,30.293,,,,,
46,08/20/18 04:29:20 PM,30.293,,,,,
47,08/20/18 04:30:20 PM,30.293,,,,,
48,08/20/18 04:31:20 PM,30.293,,,,,
49,08/20/18 04:32:20 PM,30.293,,,,,
50,08/20/18 04:33:20 PM,30.293,,,,,
51,08/20/18 04:34:20 PM,30.293,,,,,
52,08/20/18 04:35:20 PM,30.268,,,,,
53,08/20/18 04:36:20 PM,30.243,,,,,
54,08/20/18 04:37:20 PM,30.217,,,,,
55,08/20/18 04:38:20 PM,30.192,,,,,
56,08/20/18 04:39:20 PM,30.167,,,,,
57,08/20/18 04:40:20 PM,30.117,,,,,
58,08/20/18 04:41:20 PM,30.091,,,,,
59,08/20/18 04:42:20 PM,30.066,,,,,
60,08/20/18 04:43:20 PM,30.041,,,,,
61,08/20/18 04:44:20 PM,30.016,,,,,
62,08/20/18 04:45:20 PM,29.966,,,,,
63,08/20/18 04:46:20 PM,29.941,,,,,
64,08/20/18 04:47:20 PM,29.916,,,,,
65,08/20/18 04:48:20 PM,29.890,,,,,
66,08/20/18 04:49:20 PM,29.865,,,,,
67,08/20/18 04:50:20 PM,29.840,,,,,
68,08/20/18 04:51:20 PM,29.815,,,,,
69,08/20/18 04:52:20 PM,29.790,,,,,
70,08/20/18 04:53:20 PM,29.765,,,,,
71,08/20/18 04:54:20 PM,29.740,,,,,
72,08/20/18 04:55:20 PM,29.715,,,,,
73,08/20/18 04:56:20 PM,29.715,,,,,
74,08/20/18 04:57:20 PM,29.665,,,,,
75,08/20/18 04:58:20 PM,29.665,,,,,
76,08/20/18 04:59:20 PM,29.640,,,,,
77,08/20/18 05:00:20 PM,29.615,,,,,
78,08/20/18 05:01:20 PM,29.590,,,,,
79,08/20/18 05:02:20 PM,29.565,,,,,
80,08/20/18 05:03:20 PM,29.540,,,,,
81,08/20/18 05:04:20 PM,29.515,,,,,
82,08/20/18 05:05:20 PM,29.515,,,,,
83,08/20/18 05:06:20 PM,29.490,,,,,
84,08/20/18 05:07:20 PM,29.464,,,,,
85,08/20/18 05:08:20 PM,29.439,,,,,
86,08/20/18 05:09:20 PM,29.439,,,,,
87,08/20/18 05:10:20 PM,29.414,,,,,
88,08/20/18 05:11:20 PM,29.389,,,,,
89,08/20/18 05:12:20 PM,29.365,,,,,
90,08/20/18 05:13:20 PM,29.365,,,,,
91,08/20/18 05:14:20 PM,29.340,,,,,
92,08/20/18 05:15:20 PM,29.315,,,,,
93,08/20/18 05:16:20 PM,29.315,,,,,
94,08/20/18 05:17:20 PM,29.290,,,,,
95,08/20/18 05:18:20 PM,29.265,,,,,
96,08/20/18 05:19:20 PM,29.240,,,,,
97,08/20/18 05:20:20 PM,29.240,,,,,
98,08/20/18 05:21:20 PM,29.215,,,,,
99,08/20/18 05:22:20 PM,29.190,,,,,
100,08/20/18 05:23:20 PM,29.165,,,,,
101,08/20/18 05:24:20 PM,29.165,,,,,
102,08/20/18 05:25:20 PM,29.140,,,,,
103,08/20/18 05:26:20 PM,29.140,,,,,
104,08/20/18 05:27:20 PM,29.115,,,,,
105,08/20/18 05:28:20 PM,29.115,,,,,
106,08/20/18 05:29:20 PM,29.090,,,,,
107,08/20/18 05:30:20 PM,29.065,,,,,
108,08/20/18 05:31:20 PM,29.065,,,,,
109,08/20/18 05:32:20 PM,29.040,,,,,
110,08/20/18 05:33:20 PM,29.040,,,,,
111,08/20/18 05:34:20 PM,29.015,,,,,
112,08/20/18 05:35:20 PM,29.015,,,,,
113,08/20/18 05:36:20 PM,29.015,,,,,
114,08/20/18 05:37:20 PM,28.990,,,,,
115,08/20/18 05:38:20 PM,28.990,,,,,
116,08/20/18 05:39:20 PM,28.965,,,,,
117,08/20/18 05:40:20 PM,28.965,,,,,
118,08/20/18 05:41:20 PM,28.941,,,,,
119,08/20/18 05:42:20 PM,28.941,,,,,
120,08/20/18 05:43:20 PM,28.941,,,,,
121,08/20/18 05:44:20 PM,28.916,,,,,
122,08/20/18 05:45:20 PM,28.916,,,,,
123,08/20/18 05:46:20 PM,28.891,,,,,
124,08/20/18 05:47:20 PM,28.891,,,,,
125,08/20/18 05:48:20 PM,28.866,,,,,
126,08/20/18 05:49:20 PM,28.866,,,,,
127,08/20/18 05:50:20 PM,28.866,,,,,
128,08/20/18 05:51:20 PM,28.841,,,,,
129,08/20/18 05:52:20 PM,28.841,,,,,
130,08/20/18 05:53:20 PM,28.816,,,,,
131,08/20/18 05:54:20 PM,28.816,,,,,
