"Sample.ID","TA","Mass","Tank","Type"
"20181003_Tank3",2190.66153779288,59.58,"Tank3","Tank"
"20181003_Tank6",2177.65907841523,59.89,"Tank6","Tank"
"20181003_Tank1",2180.09128059247,60.01,"Tank1","Tank"
"20181003_Tank4",2241.37044684038,59.14,"Tank4","Tank"
"20181003_Tank8",2182.58405450891,59.36,"Tank8","Tank"
"20181003_Tank9",2173.87240531805,59.02,"Tank9","Tank"
"20181003_Tank7",2183.66266676518,59.61,"Tank7","Tank"
"20181003_Tank12",2216.73529373197,59.17,"Tank12","Tank"
"20181003_Tank11",2183.22546721512,59.98,"Tank11","Tank"
