sample,analysis_type_uid,PC1,PC2,PC3
C1d,9,-0.3289491996602281,0.16165338346616506,0.0
C1d-C42.2-C1,6,-0.3289491996602279,-0.16165338346616537,0.0
C17d/C31-C21,7,0.6578983993204558,-1.522864549805655e-16,0.0
proportion_explained,0,0.9254982813084116,0.0745017186915884,0.0
