colony_id,Light_Value,Run,micromol.cm2.s,micromol.cm2.h
PA-1465_20181031,110,PI,3.8547108613301616e-5,0.13876959100788583
PA-1465_20181031,160,PI,5.639810817417352e-5,0.20303318942702467
PA-1465_20181031,21,PI,-3.494894949309564e-5,-0.1258162181751443
PA-1465_20181031,270,PI,8.716602981346776e-5,0.31379770732848394
PA-1465_20181031,43,PI,-9.090642396914864e-6,-0.032726312628893514
PA-1465_20181031,473,PI,1.0369029693527508e-4,0.37328506896699026
PA-1465_20181031,618,PI,1.0146224739561284e-4,0.36526409062420623
PA-1465_20181031,79,PI,1.9777310216147553e-5,0.0711983167781312
PA-1465_20181031,838,PI,9.505342564778904e-5,0.34219233233204055
PA-1547_20180914,0,PI,-7.391193129768755e-5,-0.26608295267167514
PA-1547_20180914,110,PI,7.542666753641344e-5,0.2715360031310884
PA-1547_20180914,160,PI,1.262740626859484e-4,0.4545866256694142
PA-1547_20180914,21,PI,-4.30856733837348e-5,-0.15510842418144527
PA-1547_20180914,270,PI,1.76426778302789e-4,0.6351364018900404
PA-1547_20180914,43,PI,-1.5558336268198815e-5,-0.05601001056551574
PA-1547_20180914,473,PI,2.205447073996752e-4,0.7939609466388307
PA-1547_20180914,618,PI,2.2574400222692356e-4,0.8126784080169248
PA-1547_20180914,79,PI,3.536590068198452e-5,0.12731724245514425
PA-1547_20180914,838,PI,2.1237150604234953e-4,0.7645374217524583
PA-1618_20181017,0,PI,-9.019896561044702e-5,-0.3247162761976093
PA-1618_20181017,110,PI,5.4903648532794754e-5,0.19765313471806112
PA-1618_20181017,160,PI,9.258996474426172e-5,0.3333238730793422
PA-1618_20181017,21,PI,-5.303426708886208e-5,-0.1909233615199035
PA-1618_20181017,270,PI,1.4436517928527625e-4,0.5197146454269945
PA-1618_20181017,43,PI,-2.2065112117811454e-5,-0.07943440362412123
PA-1618_20181017,473,PI,1.7295915067628e-4,0.622652942434608
PA-1618_20181017,618,PI,1.6475119627226202e-4,0.5931043065801432
PA-1618_20181017,79,PI,2.1335778656037158e-5,0.07680880316173377
PA-1618_20181017,838,PI,1.5640420207146906e-4,0.5630551274572886
PA-1736_20181031,0,PI,-8.455303835630856e-5,-0.3043909380827108
PA-1736_20181031,110,PI,4.9408160914034835e-5,0.1778693792905254
PA-1736_20181031,160,PI,7.263768117590995e-5,0.2614956522332758
PA-1736_20181031,21,PI,-4.114566460575725e-5,-0.1481243925807261
PA-1736_20181031,270,PI,9.054838673630359e-5,0.3259741922506929
PA-1736_20181031,43,PI,-1.6699957499988057e-5,-0.060119846999957004
PA-1736_20181031,473,PI,1.0279300111951803e-4,0.3700548040302649
PA-1736_20181031,618,PI,9.155307035235592e-5,0.3295910532684813
PA-1736_20181031,79,PI,2.1227337129352834e-5,0.0764184136656702
PA-1736_20181031,838,PI,9.226892461391217e-5,0.3321681286100838
PA-1759_20181017,0,PI,-4.7501083441396037e-5,-0.17100390038902574
PA-1759_20181017,110,PI,3.9381842194114654e-5,0.14177463189881276
PA-1759_20181017,160,PI,6.467578352375795e-5,0.2328328206855286
PA-1759_20181017,21,PI,-2.1771866822159602e-5,-0.07837872055977457
PA-1759_20181017,270,PI,1.0312226617188222e-4,0.371240158218776
PA-1759_20181017,43,PI,-3.918334026879773e-6,-0.014106002496767182
PA-1759_20181017,473,PI,1.2881463090594483e-4,0.4637326712614014
PA-1759_20181017,618,PI,1.197363044319122e-4,0.4310506959548839
PA-1759_20181017,79,PI,1.996274167903388e-5,0.07186587004452197
PA-1759_20181017,838,PI,1.1303863896692246e-4,0.40693910028092084
PA-2079_20181115,0,PI,-6.752339139960627e-5,-0.24308420903858258
PA-2079_20181115,126,PI,8.302167246087884e-5,0.2988780208591638
PA-2079_20181115,14,PI,-2.992373090194259e-5,-0.10772543124699333
PA-2079_20181115,210,PI,1.1197524037856933e-4,0.40311086536284957
PA-2079_20181115,28,PI,-3.1197865146467573e-6,-0.011231231452728327
PA-2079_20181115,385,PI,1.3378053611977822e-4,0.4816099300312016
PA-2079_20181115,490,PI,1.2110869230062216e-4,0.43599129228223976
PA-2079_20181115,56,PI,2.6390368567657906e-5,0.09500532684356847
PA-2079_20181115,700,PI,1.266940032871965e-4,0.4560984118339074
PA-2079_20181115,84,PI,5.411420556815728e-5,0.1948111400453662
PA-2185_20181115,0,PI,-2.9004911625064376e-5,-0.10441768185023176
PA-2185_20181115,126,PI,4.2377890548428604e-5,0.15256040597434298
PA-2185_20181115,14,PI,-1.0590736522055869e-5,-0.03812665147940113
PA-2185_20181115,210,PI,5.7278393048602315e-5,0.20620221497496832
PA-2185_20181115,28,PI,3.4942444784293417e-06,0.01257928012234563
PA-2185_20181115,385,PI,5.4328799412640474e-5,0.1955836778855057
PA-2185_20181115,490,PI,5.1929117345099726e-5,0.18694482244235902
PA-2185_20181115,56,PI,1.7062791168368646e-5,0.061426048206127126
PA-2185_20181115,700,PI,6.187714884894378e-5,0.22275773585619763
PA-2185_20181115,84,PI,2.9374151877556206e-5,0.10574694675920235
PA-2202_20181017,0,PI,-6.614040942625469e-5,-0.23810547393451686
PA-2202_20181017,110,PI,2.7562902885138434e-5,0.09922645038649837
PA-2202_20181017,160,PI,5.774146697756049e-5,0.20786928111921776
PA-2202_20181017,21,PI,-4.160461979548936e-5,-0.1497766312637617
PA-2202_20181017,270,PI,1.002019595471635e-4,0.3607270543697886
PA-2202_20181017,43,PI,-2.234498425281657e-5,-0.08044194331013965
PA-2202_20181017,473,PI,1.2587769412170474e-4,0.45315969883813706
PA-2202_20181017,618,PI,1.2312121490857663e-4,0.44323637367087587
PA-2202_20181017,79,PI,4.826421942900682e-6,0.017375118994442454
PA-2202_20181017,838,PI,1.2241780800003688e-4,0.4407041088001328
PA-2202_20181031,0,PI,-3.328442183880667e-5,-0.11982391861970401
PA-2202_20181031,110,PI,3.439962259631361e-5,0.12383864134672899
PA-2202_20181031,160,PI,4.9320497257282614e-5,0.17755379012621741
PA-2202_20181031,21,PI,-1.2259477551928602e-5,-0.04413411918694297
PA-2202_20181031,270,PI,6.689639263336322e-5,0.2408270134801076
PA-2202_20181031,43,PI,-1.2357186504030206e-6,-0.004448587141450874
PA-2202_20181031,473,PI,6.892522696010365e-5,0.24813081705637313
PA-2202_20181031,618,PI,6.66651551676762e-5,0.23999455860363433
PA-2202_20181031,79,PI,1.694404404959264e-5,0.06099855857853351
PA-2202_20181031,838,PI,6.393588990576497e-5,0.23016920366075388
PA-2668_20180914,0,PI,-6.358518052535784e-5,-0.22890664989128823
PA-2668_20180914,110,PI,3.139069382507617e-5,0.11300649777027422
PA-2668_20180914,160,PI,6.277643008629088e-5,0.22599514831064715
PA-2668_20180914,21,PI,-4.6328159296965905e-5,-0.16678137346907726
PA-2668_20180914,270,PI,1.1883506571462223e-4,0.42780623657264005
PA-2668_20180914,43,PI,-2.8126943637935e-5,-0.101256997096566
PA-2668_20180914,473,PI,1.6434325531675852e-4,0.5916357191403306
PA-2668_20180914,618,PI,1.6205868974498782e-4,0.5834112830819561
PA-2668_20180914,79,PI,3.1456865750602993e-6,0.011324471670217077
PA-2668_20180914,838,PI,1.6539891733243539e-4,0.5954361023967674
