colony_id,Am,AQY,Rd,Ik,Ic
MC-1128_20180914,0.6829889821122623,0.004808025339883512,0.17116519697747254,142.05186824760156,36.77342211134813
MC-1270_20181031,0.3751689582997897,0.0034800371034966852,0.14575875198830324,107.80602250557213,45.45509465811169
MC-1272_20181115,0.7892231231623951,0.009055575731327859,0.26259074161318935,87.15327954600053,30.74963170098068
MC-1337_20181115,0.5119871852710736,0.006221796339194086,0.17320778736296155,82.28928710601151,29.583198932597757
MC-1447_20181031,0.9145040044150423,0.00684098660300985,0.30518016891360383,133.68013380009913,47.32334152957671
MC-1498_20180914,1.1756134554330573,0.00574417984932236,0.30670988761586715,204.66167255743989,55.31042960556456
MC-1568_20180914,1.3866188333560214,0.009839186410509862,0.2729368415796307,140.92820031083926,28.29329680962106
MC-1737_20181031,0.8934936724206952,0.00664489270632187,0.2298711330229334,134.46322038738657,35.798676767983835
MC-1824_20181115,1.8712765399434188,0.01886833967746438,0.42518605526947234,99.17547446839743,23.139601596433575
MC-2011_20181031,1.0602313485871964,0.008148966519039801,0.18843460981371407,130.10623446666514,23.497844441514616
MC-2024_20181017,1.2333862193390228,0.007760167821085791,0.2680420211555237,158.9380858475364,35.386489178908285
MC-2163_20181017,0.5398684243968374,0.004898284291908844,0.24372404180891924,110.2158209331808,55.76291083793007
MC-2190_20181115,0.4684463275855041,0.007301424884221163,0.1268518068742724,64.15820679027267,18.047878806349775
MC-2299_20181017,0.8395470829094929,0.003799686956153515,0.14723675804638414,220.95164485849648,39.3597259995044
MC-2517_20181017,1.2989929047843456,0.00795479991701026,0.2596791327215343,163.29674138083922,33.3168441420106
MC-2986_20180914,0.5637925770972746,0.003342229853439725,0.13381489081500741,168.6875534658503,41.215347309060235
PA-1059_20180914,0.7937563487888967,0.0036134077049598686,0.18291798624508662,219.66974490571977,52.02218837575766
PA-1280_20181115,0.3201736079490206,0.004115922550131651,0.09454032346665216,77.78902640886174,24.041387296677744
PA-1326_20180914,1.932533126180782,0.006102918228242262,0.4981509768473727,316.6572210057913,84.47995738005685
PA-1411_20181017,1.2713081648429991,0.0060820862743037095,0.3185397322585387,209.02501337644068,54.09914512469943
PA-1441_20181031,0.3574617190245314,0.002944781978609174,0.1639421453221269,121.38817801152166,62.6494748097177
PA-1441_20181115,0.11490014510402861,0.0010669834182455214,0.08301502652791852,107.68690791180522,112.5345959888357
PA-1465_20181031,0.6177345424534773,0.004708054950979609,0.24738839053729642,131.20801453792393,57.34517050238193
PA-1547_20180914,1.125499025154413,0.005825188550279909,0.28123782899870303,193.21246264214594,49.86134917037809
PA-1618_20181017,0.9522170057994505,0.005782999595375426,0.3220996717282103,164.65797551860862,59.18663601310493
PA-1736_20181031,0.6552193772322322,0.00617239100004054,0.296574726956111,106.15325199390784,53.88448777819861
PA-1759_20181017,0.6248897947124089,0.0033414948797849888,0.16228657537728947,187.00905349063947,50.29269148298733
PA-2079_20181115,0.6877595957069997,0.006435660069575929,0.21564407738556762,106.86698617882702,35.28710524061143
PA-2185_20181115,0.3039743047729261,0.003434572780212599,0.09355286891907315,88.50425488846685,28.628122044757667
PA-2202_20181017,0.7193993336192089,0.0035716676659373506,0.23477638992428201,201.41832916876643,69.54040926316317
PA-2202_20181031,0.370304984867681,0.0028737646097255227,0.11660455411479265,128.85710388891223,42.75029688193639
PA-2668_20180914,0.9036591746286851,0.00353497920656706,0.2426205617786982,255.63351913072768,71.25029731323511
