sample,mass,salinity,Sample.ID,Type
20181117_Tank12,59.03,33.08,Tank12,Tank
20181117_Tank10,58.99,33.03,Tank10,Tank
20181117_Tank8,59.21,32.98,Tank8,Tank
20181117_Tank6,59.13,32.85,Tank6,Tank
20181117_Tank4,59.13,33.22,Tank4,Tank
20181117_Tank2,59.5,33.28,Tank2,Tank
