sample,mass,salinity,Sample.ID,Type
20181117_Tank11,59.16,32.73,Tank11,Tank
20181117_Tank9,59.73,33.44,Tank9,Tank
20181117_Tank7,59.51,33.15,Tank7,Tank
20181117_Tank5,59.89,33.14,Tank5,Tank
20181117_Tank3,59.3,33.17,Tank3,Tank
20181117_Tank1,59.03,32.93,Tank1,Tank
