sample_uid,77,109,63,212,115,111,176,106,191,80,311,62,217,102,205,130,153,169,68,222,134,231,244,223,271,171,269,94,272,188,65,221,131,79,145,141,110,91,150,107,237,73,84,258,158,178,78,177,148,74,301,182,263,289,174,140,197,66,313,135,189,213,82,175,85,97,296,105,206,121,181,83,226,216,137,123,273,246,233,220,147,155,203,236,239,194,200,196,95,61,204,165,101,201,112,118,187,295,276,166,160,142,71,180,90,195,300,256,228,288,75,255,286,224,207,254,268,219,261,99,192,279,159,278,129,306,225,257,262,232,230,235,64,307,266,133,249,139,87,211,162,245,210,251,248,287,241,259,253,146,252,202,284,250,122,167,215,302,209,184,275,81,238,294,281,305,172,291,163,277,303,290,93,292,309,280,260,183,267,265,214,283,198,96,312,152,298,185,70,67,116,270,264,126,144,88,193,157,208,173,108,124,119,104,117,227,243,297,247,113,143,149,72,179,100,282,293,234,120,285,164,76,240,151,114,156,242,132,308,154,168,274,138,161,98,229,89,92,310,304,299,69,127,136,218,86,128,199,186,103,190,170,125,315,314
X11,1,1,1,1,0.999842778,0.999821181,0.99503414,0.994801337,0.994758065,0.994487321,0.994270407,0.993004979,0.992695809,0.992385327,0.990881459,0.99061934,0.989771316,0.98807403,0.987913535,0.985993436,0.985752242,0.985409522,0.985114433,0.982814276,0.981588503,0.980264838,0.979518261,0.978293135,0.97824444,0.977987144,0.977784409,0.976410907,0.975186371,0.974641352,0.973836501,0.97133509,0.970899471,0.970595332,0.970247725,0.969457746,0.969220779,0.968359879,0.968336307,0.967997123,0.967941124,0.966760677,0.966433158,0.963916843,0.962239895,0.961773789,0.961155726,0.960354176,0.959479091,0.958665906,0.958389591,0.957627408,0.956947879,0.95631275,0.953919394,0.95356992,0.951779665,0.951651294,0.943775856,0.940286473,0.939893548,0.937679996,0.936318001,0.932687088,0.925666984,0.922046128,0.921044337,0.917037126,0.916778451,0.914867045,0.906671632,0.904823782,0.903466409,0.89486033,0.886825645,0.884212417,0.845849485,0.843321346,0.833091875,0.817882194,0.779255561,0.590218021,0.484241824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021467882,0,0,0,0,0.075372129,0,0,0,0,0,0,0,0.268850433,0.330170613,0.351607952,0.378996899,0.866240186,0.863783695,0.862509514,0.85770472,0.849630611,0.848716481,0.848673346,0.845940319,0.845337247,0.844772791,0.842662632,0.841040004,0.840591591,0.840095608,0.837839024,0.834480498,0.833722196,0.826964627,0.821959709,0.813338423,0.806263027,0.803781188,0.800725924,0.794887401,0.784768212,0.783783784,0.776269088,0.775763046,0.763896533,0.76344086,0.756880235,0.741371549,0.709648638,0.651230681,0.521050965,0.500065735,0.493751562,0.449892842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984915428,0.967477204,0.957695598,0.956355448,0.952647726,0.952345151,0.95096176,0.950897073,0.943411619,0.941288497,0.933274021,0.930014877,0.925909422,0.915793589,0.909385629,0.908286404,0.900270054,0.896482054,0.89526301,0.866510539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186343802,0,0.2509494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873914144,0.870053612,0.869211532,0.860473958,0.850726465,0.843356259,0.835717705,0.823923392,0.814782408,0.811278151,0.78723241,0.77281309,0.582981256,0.556753171,0.506206041,0.447541086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01700866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044872624,0,0.071063848,0,0,0,0,0.075677711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82153597,0.817596026,0.786883421,0.667096774,0.582872567,0.575918524,0.544143983,0.526206159,0.392807156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002340641,0,0,0.013865987,0,0,0.014269048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002856783,0,0,0,0,0,0,0,0,0,0,0,0.019603818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037512599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949593305,0.931942237,0.918533223,0.909711975,0.900560992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094331031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901230083,0.894996125,0.886374254,0.876645051,0.869637306,0.72841107,0.599959025,0.484025403,0,0,0,0,0,0,0,0,0,0
X13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992984431,0.989864708,0.976918974,0.976870159,0.975950767,0.975774143,0.975445504,0.941440887,0,0
X16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005542528,0,0,0,0,0,0,0,0,0,0.010067697,0.017678942,0,0,0.011602016,0,0,0,0,0,0,0,0,0,0.010887957,0.033259681,0,0.043791618,0,0,0,0,0,0,0,0,0,0,0,0.153138711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
