sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6
HP04,50.0,-0.22939845953855123,-0.017884159892920238,0.01377660422401422,-0.0,-0.0,0.0
HP05,51.0,-0.21954480594246323,-0.02183654520941972,-0.004912809464700567,0.0,-0.0,0.0
HP07,53.0,0.4157998917634088,-0.0481239588949997,0.0013735379551744014,0.0,-0.0,0.0
HP11,57.0,-0.2664042599430791,0.06252141164781524,0.0007785091034726886,0.0,-0.0,0.0
HP12,58.0,-0.21954835938962003,-0.01979844510612095,-0.010067511540286615,-0.0,-0.0,0.0
HP14,60.0,0.5190959930503047,0.04512169745564454,-0.0009483302776755746,-0.0,-0.0,0.0
proportion_explained,0.0,0.9854665512304837,0.014059307442686719,0.00047414132682945117,0.0,0.0,0.0
