"Plot Title: 20444038"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444038, SEN S/N: 20444038, LBL: Tank 8)","Coupler Detached (LGR S/N: 20444038)","Coupler Attached (LGR S/N: 20444038)","Host Connected (LGR S/N: 20444038)","End Of File (LGR S/N: 20444038)"
1,11/28/18 01:19:28 PM,27.210,,,,
2,11/28/18 01:19:34 PM,,Logged,,,
3,11/28/18 01:29:28 PM,26.012,,,,
4,11/28/18 01:39:28 PM,25.939,,,,
5,11/28/18 01:49:28 PM,26.012,,,,
6,11/28/18 01:59:28 PM,25.939,,,,
7,11/28/18 02:09:28 PM,26.061,,,,
8,11/28/18 02:19:28 PM,25.987,,,,
9,11/28/18 02:29:28 PM,25.939,,,,
10,11/28/18 02:39:28 PM,25.890,,,,
11,11/28/18 02:49:28 PM,25.866,,,,
12,11/28/18 02:59:28 PM,25.841,,,,
13,11/28/18 03:09:28 PM,25.817,,,,
14,11/28/18 03:19:28 PM,25.793,,,,
15,11/28/18 03:29:28 PM,25.744,,,,
16,11/28/18 03:39:28 PM,25.720,,,,
17,11/28/18 03:49:28 PM,25.695,,,,
18,11/28/18 03:59:28 PM,25.647,,,,
19,11/28/18 04:09:28 PM,25.623,,,,
20,11/28/18 04:19:28 PM,25.598,,,,
21,11/28/18 04:29:28 PM,25.574,,,,
22,11/28/18 04:39:28 PM,25.525,,,,
23,11/28/18 04:49:28 PM,25.501,,,,
24,11/28/18 04:59:28 PM,25.477,,,,
25,11/28/18 05:09:28 PM,25.453,,,,
26,11/28/18 05:19:28 PM,25.428,,,,
27,11/28/18 05:29:28 PM,25.404,,,,
28,11/28/18 05:39:28 PM,25.380,,,,
29,11/28/18 05:49:28 PM,25.355,,,,
30,11/28/18 05:59:28 PM,25.331,,,,
31,11/28/18 06:09:28 PM,25.307,,,,
32,11/28/18 06:19:28 PM,25.283,,,,
33,11/28/18 06:29:28 PM,25.258,,,,
34,11/28/18 06:39:28 PM,25.234,,,,
35,11/28/18 06:49:28 PM,25.234,,,,
36,11/28/18 06:59:28 PM,25.234,,,,
37,11/28/18 07:09:28 PM,25.210,,,,
38,11/28/18 07:19:28 PM,25.210,,,,
39,11/28/18 07:29:28 PM,25.210,,,,
40,11/28/18 07:39:28 PM,25.186,,,,
41,11/28/18 07:49:28 PM,25.186,,,,
42,11/28/18 07:59:28 PM,25.186,,,,
43,11/28/18 08:09:28 PM,25.162,,,,
44,11/28/18 08:19:28 PM,25.162,,,,
45,11/28/18 08:29:28 PM,25.162,,,,
46,11/28/18 08:39:28 PM,25.162,,,,
47,11/28/18 08:49:28 PM,25.162,,,,
48,11/28/18 08:59:28 PM,25.162,,,,
49,11/28/18 09:09:28 PM,25.186,,,,
50,11/28/18 09:19:28 PM,25.162,,,,
51,11/28/18 09:29:28 PM,25.186,,,,
52,11/28/18 09:39:28 PM,25.162,,,,
53,11/28/18 09:49:28 PM,25.162,,,,
54,11/28/18 09:59:28 PM,25.162,,,,
55,11/28/18 10:09:28 PM,25.162,,,,
56,11/28/18 10:19:28 PM,25.162,,,,
57,11/28/18 10:29:28 PM,25.162,,,,
58,11/28/18 10:39:28 PM,25.162,,,,
59,11/28/18 10:49:28 PM,25.137,,,,
60,11/28/18 10:59:28 PM,25.162,,,,
