"Plot Title: Tank1_20180903"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444042, SEN S/N: 20444042)","Coupler Detached (LGR S/N: 20444042)","Coupler Attached (LGR S/N: 20444042)","Host Connected (LGR S/N: 20444042)","End Of File (LGR S/N: 20444042)"
1,11/28/18 12:49:38 PM,27.136,,,,
2,11/28/18 12:50:02 PM,,Logged,,,
3,11/28/18 12:59:38 PM,26.842,,,,
4,11/28/18 01:09:38 PM,26.573,,,,
5,11/28/18 01:19:38 PM,26.451,,,,
6,11/28/18 01:29:38 PM,25.817,,,,
7,11/28/18 01:39:38 PM,25.768,,,,
8,11/28/18 01:49:38 PM,25.841,,,,
9,11/28/18 01:59:38 PM,25.768,,,,
10,11/28/18 02:09:38 PM,25.866,,,,
11,11/28/18 02:19:38 PM,25.841,,,,
12,11/28/18 02:29:38 PM,25.817,,,,
13,11/28/18 02:39:38 PM,25.793,,,,
14,11/28/18 02:49:38 PM,25.768,,,,
15,11/28/18 02:59:38 PM,25.744,,,,
16,11/28/18 03:09:38 PM,25.720,,,,
17,11/28/18 03:19:38 PM,25.695,,,,
18,11/28/18 03:29:38 PM,25.671,,,,
19,11/28/18 03:39:38 PM,25.647,,,,
20,11/28/18 03:49:38 PM,25.623,,,,
21,11/28/18 03:59:38 PM,25.574,,,,
22,11/28/18 04:09:38 PM,25.550,,,,
23,11/28/18 04:19:38 PM,25.525,,,,
24,11/28/18 04:29:38 PM,25.501,,,,
25,11/28/18 04:39:38 PM,25.477,,,,
26,11/28/18 04:49:38 PM,25.453,,,,
27,11/28/18 04:59:38 PM,25.428,,,,
28,11/28/18 05:09:38 PM,25.404,,,,
29,11/28/18 05:19:38 PM,25.380,,,,
30,11/28/18 05:29:38 PM,25.380,,,,
31,11/28/18 05:39:38 PM,25.355,,,,
32,11/28/18 05:49:38 PM,25.331,,,,
33,11/28/18 05:59:38 PM,25.307,,,,
34,11/28/18 06:09:38 PM,25.258,,,,
35,11/28/18 06:19:38 PM,25.258,,,,
36,11/28/18 06:29:38 PM,25.234,,,,
37,11/28/18 06:39:38 PM,25.234,,,,
38,11/28/18 06:49:38 PM,25.210,,,,
39,11/28/18 06:59:38 PM,25.210,,,,
40,11/28/18 07:09:38 PM,25.186,,,,
41,11/28/18 07:19:38 PM,25.186,,,,
42,11/28/18 07:29:38 PM,25.186,,,,
43,11/28/18 07:39:38 PM,25.186,,,,
44,11/28/18 07:49:38 PM,25.162,,,,
45,11/28/18 07:59:38 PM,25.137,,,,
46,11/28/18 08:09:38 PM,25.137,,,,
47,11/28/18 08:19:38 PM,25.137,,,,
48,11/28/18 08:29:38 PM,25.137,,,,
49,11/28/18 08:39:38 PM,25.137,,,,
50,11/28/18 08:49:38 PM,25.137,,,,
51,11/28/18 08:59:38 PM,25.137,,,,
52,11/28/18 09:09:38 PM,25.162,,,,
53,11/28/18 09:19:38 PM,25.137,,,,
54,11/28/18 09:29:38 PM,25.162,,,,
55,11/28/18 09:39:38 PM,25.162,,,,
56,11/28/18 09:49:38 PM,25.137,,,,
57,11/28/18 09:59:38 PM,25.137,,,,
58,11/28/18 10:09:38 PM,25.137,,,,
59,11/28/18 10:19:38 PM,25.137,,,,
60,11/28/18 10:29:38 PM,25.137,,,,
61,11/28/18 10:39:38 PM,25.137,,,,
62,11/28/18 10:49:38 PM,25.137,,,,
63,11/28/18 10:59:38 PM,25.137,,,,
64,11/28/18 11:09:38 PM,25.137,,,,
65,11/28/18 11:19:38 PM,25.137,,,,
66,11/28/18 11:29:38 PM,25.137,,,,
67,11/28/18 11:39:38 PM,25.137,,,,
68,11/28/18 11:49:38 PM,25.113,,,,
69,11/28/18 11:59:38 PM,25.113,,,,
70,11/29/18 12:09:38 AM,25.089,,,,
71,11/29/18 12:19:38 AM,25.089,,,,
72,11/29/18 12:29:38 AM,25.065,,,,
73,11/29/18 12:39:38 AM,25.065,,,,
74,11/29/18 12:49:38 AM,25.040,,,,
75,11/29/18 12:59:38 AM,25.016,,,,
76,11/29/18 01:09:38 AM,25.016,,,,
77,11/29/18 01:19:38 AM,24.992,,,,
78,11/29/18 01:29:38 AM,24.992,,,,
79,11/29/18 01:39:38 AM,24.992,,,,
80,11/29/18 01:49:38 AM,24.968,,,,
81,11/29/18 01:59:38 AM,24.944,,,,
82,11/29/18 02:09:38 AM,24.944,,,,
83,11/29/18 02:19:38 AM,24.944,,,,
84,11/29/18 02:29:38 AM,24.919,,,,
85,11/29/18 02:39:38 AM,24.919,,,,
86,11/29/18 02:49:38 AM,24.895,,,,
87,11/29/18 02:59:38 AM,24.871,,,,
88,11/29/18 03:09:38 AM,24.871,,,,
89,11/29/18 03:19:38 AM,24.871,,,,
90,11/29/18 03:29:38 AM,24.847,,,,
91,11/29/18 03:39:38 AM,24.847,,,,
92,11/29/18 03:49:38 AM,24.847,,,,
93,11/29/18 03:59:38 AM,24.823,,,,
94,11/29/18 04:09:38 AM,24.823,,,,
95,11/29/18 04:19:38 AM,24.798,,,,
96,11/29/18 04:29:38 AM,24.798,,,,
97,11/29/18 04:39:38 AM,24.798,,,,
98,11/29/18 04:49:38 AM,24.774,,,,
99,11/29/18 04:59:38 AM,24.774,,,,
100,11/29/18 05:09:38 AM,24.750,,,,
101,11/29/18 05:19:38 AM,24.750,,,,
102,11/29/18 05:29:38 AM,24.750,,,,
103,11/29/18 05:39:38 AM,24.726,,,,
104,11/29/18 05:49:38 AM,24.726,,,,
105,11/29/18 05:59:38 AM,24.702,,,,
106,11/29/18 06:09:38 AM,24.677,,,,
107,11/29/18 06:19:38 AM,24.677,,,,
108,11/29/18 06:29:38 AM,24.653,,,,
109,11/29/18 06:39:38 AM,24.653,,,,
110,11/29/18 06:49:38 AM,24.653,,,,
111,11/29/18 06:59:38 AM,24.629,,,,
112,11/29/18 07:09:38 AM,24.629,,,,
113,11/29/18 07:19:38 AM,24.629,,,,
114,11/29/18 07:29:38 AM,24.629,,,,
115,11/29/18 07:39:38 AM,24.629,,,,
116,11/29/18 07:49:38 AM,24.653,,,,
117,11/29/18 07:59:38 AM,24.653,,,,
118,11/29/18 08:09:38 AM,24.677,,,,
119,11/29/18 08:19:38 AM,24.702,,,,
120,11/29/18 08:29:38 AM,24.726,,,,
121,11/29/18 08:39:38 AM,24.750,,,,
122,11/29/18 08:49:38 AM,24.774,,,,
123,11/29/18 08:59:38 AM,24.798,,,,
124,11/29/18 09:09:38 AM,24.847,,,,
125,11/29/18 09:19:38 AM,24.871,,,,
126,11/29/18 09:29:38 AM,24.919,,,,
127,11/29/18 09:39:38 AM,24.944,,,,
128,11/29/18 09:49:38 AM,24.968,,,,
129,11/29/18 09:59:38 AM,24.992,,,,
130,11/29/18 10:09:38 AM,25.040,,,,
131,11/29/18 10:19:38 AM,25.089,,,,
132,11/29/18 10:29:38 AM,25.137,,,,
133,11/29/18 10:39:38 AM,25.186,,,,
134,11/29/18 10:49:38 AM,25.234,,,,
135,11/29/18 10:59:38 AM,25.258,,,,
136,11/29/18 11:09:38 AM,25.331,,,,
137,11/29/18 11:19:38 AM,25.404,,,,
138,11/29/18 11:29:38 AM,25.453,,,,
139,11/29/18 11:39:38 AM,25.477,,,,
140,11/29/18 11:49:38 AM,25.574,,,,
141,11/29/18 11:59:38 AM,25.598,,,,
142,11/29/18 12:09:38 PM,25.671,,,,
143,11/29/18 12:19:38 PM,25.720,,,,
144,11/29/18 12:29:38 PM,25.768,,,,
145,11/29/18 12:39:38 PM,25.744,,,,
146,11/29/18 12:49:38 PM,25.768,,,,
147,11/29/18 12:59:38 PM,25.768,,,,
148,11/29/18 01:09:38 PM,25.793,,,,
149,11/29/18 01:19:38 PM,25.939,,,,
150,11/29/18 01:29:38 PM,25.987,,,,
151,11/29/18 01:39:38 PM,26.085,,,,
152,11/29/18 01:49:38 PM,26.182,,,,
153,11/29/18 01:59:38 PM,26.182,,,,
154,11/29/18 02:09:38 PM,26.207,,,,
155,11/29/18 02:19:38 PM,26.182,,,,
156,11/29/18 02:29:38 PM,26.231,,,,
157,11/29/18 02:39:38 PM,26.304,,,,
158,11/29/18 02:49:38 PM,26.256,,,,
159,11/29/18 02:59:38 PM,26.256,,,,
160,11/29/18 03:09:38 PM,26.231,,,,
161,11/29/18 03:19:38 PM,26.207,,,,
162,11/29/18 03:29:38 PM,26.182,,,,
163,11/29/18 03:39:38 PM,26.158,,,,
