sample,mass,salinity,Sample.ID,Type
20181107_Tank1,59.79,33.79,Tank1,Tank
20181107_Tank7,60.03,33.94,Tank7,Tank
20181107_Tank2,59.77,33.94,Tank8,Tank
20181107_Tank8,59.25,34.3,Tank2,Tank
20181107_Tank5,59,34.07,Tank5,Tank
20181107_Tank12,59.08,33.81,Tank12,Tank
