Mooring Name,Latitude,Longitude,Date,Time,xCO2  SW (wet) (umol/mol),QF,H2O (mmol/mol),xCO2  Air (wet) (umol/mol),QF,H2O (mmol/mol),Licor Atm Pressure  (hPa),Licor Temp (C),% O2,SST (C),Salinity,xCO2  SW (dry) (umol/mol),xCO2  Air (dry) (umol/mol),fCO2  SW (sat) uatm,fCO2  Air (sat) uatm,dfCO2,pCO2 SW (sat) uatm,pCO2 Air (sat) uatm,dpCO2
CRIMP2_158W_21N,21.458,-157.798,12/1/2013,18:17,518.4,2,10.86,392.6,2,10.64,1009,26,97.64,24.757,34.894,524.1,396.8,504.4,381.9,122.5,506,383.1,122.9
CRIMP2_158W_21N,21.458,-157.798,12/1/2013,21:17,510.7,2,9.41,391.2,2,9.51,1010.2,25.7,97.55,24.73,34.841,515.5,395,496.8,380.7,116.1,498.4,381.9,116.5
CRIMP2_158W_21N,21.458,-157.798,12/2/2013,0:17,509.8,2,9.78,392.3,2,9.89,1007.8,25.2,97.59,24.691,34.821,514.9,396.2,495,380.9,114.1,496.6,382.2,114.4
CRIMP2_158W_21N,21.458,-157.798,12/2/2013,3:17,524,2,9.29,392.5,2,9.39,1009,24.9,97.74,24.625,34.725,528.9,396.2,509.2,381.4,127.8,510.9,382.7,128.2
CRIMP2_158W_21N,21.458,-157.798,12/2/2013,6:17,519.4,2,9.4,405.3,2,9.5,1010.2,24.5,97.69,24.527,34.663,524.4,409.2,505.5,394.5,111,507.2,395.8,111.4
CRIMP2_158W_21N,21.458,-157.798,12/2/2013,9:17,684.4,2,9.55,395.7,2,9.66,1010.4,24.3,96.4,24.347,34.651,691,399.5,666.5,385.4,281.1,668.6,386.6,282
CRIMP2_158W_21N,21.458,-157.798,12/2/2013,12:17,692.1,2,9.84,405.9,2,9.96,1009.9,24.3,95.15,24.178,34.834,699,410,674.1,395.4,278.7,676.3,396.7,279.6
CRIMP2_158W_21N,21.458,-157.798,12/2/2013,15:17,625.3,2,9.54,411.6,2,9.65,1009.7,24.3,94.47,24.169,34.594,631.4,415.6,608.8,400.7,208.1,610.7,402,208.7
CRIMP2_158W_21N,21.458,-157.798,12/2/2013,18:17,557.1,2,9.78,407.5,2,9.9,1010.9,24.2,94.81,24.364,34.67,562.6,411.6,542.9,397.2,145.7,544.7,398.5,146.2
CRIMP2_158W_21N,21.458,-157.798,12/2/2013,21:17,555.2,2,11.26,391.4,2,11.37,1010.8,24.6,95.62,24.577,34.634,561.5,395.9,541.6,381.9,159.8,543.4,383.1,160.3
CRIMP2_158W_21N,21.458,-157.798,12/3/2013,0:17,493.5,2,11.34,390.9,2,11.44,1008.4,26.1,95.89,24.905,34.591,499.1,395.5,480,380.3,99.7,481.5,381.5,100
CRIMP2_158W_21N,21.458,-157.798,12/3/2013,3:17,429.7,2,7.76,396.3,2,7.84,1008.9,26.4,97.97,25.11,34.482,433.1,399.4,416.5,384.1,32.4,417.9,385.4,32.5
CRIMP2_158W_21N,21.458,-157.798,12/3/2013,6:17,508.8,2,10.12,393.5,2,10.23,1010.2,25.8,98.51,24.777,34.629,514,397.6,495.4,383.1,112.2,496.9,384.4,112.6
CRIMP2_158W_21N,21.458,-157.798,12/3/2013,9:17,521.9,2,10.24,399.1,2,10.33,1010.8,25.5,98.17,24.905,34.478,527.3,403.3,508.3,388.8,119.5,509.9,390,119.9
CRIMP2_158W_21N,21.458,-157.798,12/3/2013,12:17,571.6,2,10.15,401.2,2,10.26,1009.4,25.3,97.35,24.959,34.98,577.4,405.4,555.8,390.2,165.6,557.6,391.5,166.1
CRIMP2_158W_21N,21.458,-157.798,12/3/2013,15:17,542.5,2,10.08,399.2,2,10.52,1009,25.2,96.77,24.589,34.662,548.1,403.5,527.7,388.5,139.2,529.4,389.7,139.6
CRIMP2_158W_21N,21.458,-157.798,12/3/2013,18:17,546.5,2,10.95,395,2,11.07,1010.1,25.1,96.63,24.791,34.844,552.6,399.4,532.4,384.8,147.6,534.1,386.1,148.1
CRIMP2_158W_21N,21.458,-157.798,12/3/2013,21:17,477.4,2,11.39,391,2,11.86,1010.1,25.8,97.44,25.043,34.477,482.9,395.7,465.1,381.1,84.1,466.6,382.3,84.3
CRIMP2_158W_21N,21.458,-157.798,12/4/2013,0:17,445.4,2,10.98,389.1,2,11.1,1007.4,26.6,98.59,25.26,34.653,450.4,393.5,432.4,377.8,54.6,433.7,379,54.7
CRIMP2_158W_21N,21.458,-157.798,12/4/2013,3:17,456.8,2,10.54,390,2,10.3,1008.4,27.1,99.56,25.448,34.716,461.6,394.1,443.5,378.6,64.9,444.9,379.8,65.1
CRIMP2_158W_21N,21.458,-157.798,12/4/2013,6:17,480,2,10.7,391.6,2,10.46,1010.1,26.8,99.81,25.294,34.668,485.2,395.7,467.1,380.9,86.2,468.6,382.1,86.4
CRIMP2_158W_21N,21.458,-157.798,12/4/2013,9:17,417.7,2,10.88,391.3,2,10.66,1010.9,26.5,100.05,25.618,34.483,422.3,395.6,406.6,380.8,25.8,407.9,382.1,25.9
CRIMP2_158W_21N,21.458,-157.798,12/4/2013,12:17,466.4,2,10.8,391.5,2,10.56,1009.4,26.4,100.05,25.368,34.858,471.5,395.6,453.5,380.5,73,455,381.7,73.2
CRIMP2_158W_21N,21.458,-157.798,12/4/2013,15:17,610.8,2,9.97,402.9,2,10.08,1008.9,26.1,98.55,25.026,34.734,617,407,593.5,391.5,202,595.4,392.7,202.6
CRIMP2_158W_21N,21.458,-157.798,12/4/2013,18:17,571.6,2,10.65,406.4,2,10.77,1010.8,25.7,97.78,24.861,34.567,577.8,410.8,557,396.1,161,558.8,397.3,161.5
CRIMP2_158W_21N,21.458,-157.798,12/4/2013,21:17,518.9,2,11.8,389.7,2,11.93,1010.6,25.9,98.02,25.179,34.304,525.2,394.4,505.9,380,125.9,507.5,381.2,126.3
CRIMP2_158W_21N,21.458,-157.798,12/5/2013,0:17,451.5,2,11.93,389.8,2,11.37,1007.6,26.5,99.32,25.644,34.697,456.9,394.2,438.4,378.3,60.1,439.8,379.5,60.3
CRIMP2_158W_21N,21.458,-157.798,12/5/2013,3:17,453.9,2,11.42,389.8,2,10.83,1008.9,26.8,100.15,25.591,34.806,459.2,394,441.2,378.6,62.6,442.6,379.8,62.8
CRIMP2_158W_21N,21.458,-157.798,12/5/2013,6:17,466.1,2,10.62,391.2,2,10.39,1010.7,26.7,100.39,25.388,34.697,471.1,395.4,453.7,380.7,72.9,455.1,382,73.2
CRIMP2_158W_21N,21.458,-157.798,12/5/2013,9:17,480,2,10.49,393.3,2,9.91,1010.7,26.5,100.39,25.234,34.671,485.1,397.3,467.3,382.7,84.6,468.8,383.9,84.9
CRIMP2_158W_21N,21.458,-157.798,12/5/2013,12:17,610.7,2,10.32,394.4,2,9.76,1009.1,26.2,98.89,25.047,34.908,617.1,398.3,593.7,383.2,210.5,595.6,384.4,211.2
CRIMP2_158W_21N,21.458,-157.798,12/5/2013,15:17,585.1,2,9.72,409.6,2,9.15,1009.6,25.7,97.98,24.834,34.573,590.9,413.4,569,398.1,170.9,570.8,399.4,171.4
CRIMP2_158W_21N,21.458,-157.798,12/5/2013,18:17,553.2,2,10.3,396.9,2,10.08,1011.4,25.1,97.79,25,34.908,559,401,539.1,386.7,152.4,540.8,388,152.9
CRIMP2_158W_21N,21.458,-157.798,12/5/2013,21:17,496.9,2,12.02,392.8,2,12.16,1011.1,25.7,98.5,25.416,34.575,502.9,397.7,484.5,383.1,101.4,486.1,384.3,101.8
CRIMP2_158W_21N,21.458,-157.798,12/6/2013,0:17,391.7,2,10.83,389.3,2,10.24,1008.3,27,100.78,25.986,34.653,396,393.3,380,377.4,2.6,381.2,378.6,2.6
CRIMP2_158W_21N,21.458,-157.798,12/6/2013,3:17,441.9,2,11.07,390.1,2,10.47,1009,27.4,101.45,25.634,34.825,446.9,394.2,429.4,378.8,50.6,430.8,380,50.8
CRIMP2_158W_21N,21.458,-157.798,12/6/2013,6:17,454.7,2,10.1,395.7,2,9.85,1010.7,27,101.93,25.719,34.834,459.3,399.7,442.1,384.7,57.4,443.5,385.9,57.6
CRIMP2_158W_21N,21.458,-157.798,12/6/2013,9:17,514,2,10.82,396.4,2,10.6,1010.8,26.4,101.45,25.515,34.812,519.7,400.7,500.4,385.8,114.6,502,387,115
CRIMP2_158W_21N,21.458,-157.798,12/6/2013,12:17,576.9,2,10.22,401.8,2,9.98,1009.8,26,100,25.546,34.824,582.8,405.8,560.6,390.3,170.3,562.4,391.6,170.8
CRIMP2_158W_21N,21.458,-157.798,12/6/2013,15:17,612.7,2,10.25,409.1,2,10.04,1010.4,25.5,98.36,25.309,35.073,619,413.2,596.1,397.9,198.1,598,399.2,198.8
CRIMP2_158W_21N,21.458,-157.798,12/6/2013,18:17,545.6,2,10.32,395,2,10.12,1011.7,25.1,97.84,25.04,34.621,551.2,399,531.8,384.9,146.9,533.5,386.1,147.3
CRIMP2_158W_21N,21.458,-157.798,12/6/2013,21:17,485,2,11.7,391.4,2,11.51,1011.1,25.7,98.31,25.483,34.749,490.8,396,472.7,381.5,91.3,474.2,382.7,91.6
CRIMP2_158W_21N,21.458,-157.798,12/7/2013,0:17,397.3,2,11.44,389.9,2,11.21,1008.3,26.8,100.24,26.021,34.718,401.9,394.3,385.6,378.4,7.3,386.8,379.5,7.3
CRIMP2_158W_21N,21.458,-157.798,12/7/2013,3:17,441.4,2,11.15,390,2,10.54,1009,26.9,101.02,25.744,34.799,446.4,394.1,428.8,378.6,50.2,430.2,379.8,50.3
CRIMP2_158W_21N,21.458,-157.798,12/7/2013,6:17,460.4,2,10.62,390.8,2,10.38,1010.4,26.7,100.97,25.512,34.913,465.4,394.9,447.9,380.1,67.9,449.4,381.3,68.1
CRIMP2_158W_21N,21.458,-157.798,12/7/2013,9:17,563.8,2,10.83,391.3,2,10.6,1010.3,26.5,99.61,25.281,34.888,569.9,395.5,548.8,380.8,168,550.5,382,168.5
CRIMP2_158W_21N,21.458,-157.798,12/7/2013,12:17,574.3,2,10.75,391.8,2,10.5,1008.9,26.3,98.45,24.994,34.917,580.5,396,558.4,380.9,177.5,560.2,382.1,178.1
CRIMP2_158W_21N,21.458,-157.798,12/7/2013,15:17,610.5,2,10.31,400.8,2,10.09,1008.7,26.1,97.15,24.94,35.077,616.9,404.9,593.4,389.5,203.9,595.3,390.7,204.6
CRIMP2_158W_21N,21.458,-157.798,12/7/2013,18:17,540.9,2,10.77,418.4,2,10.87,1009.8,25.8,97.35,25.049,34.836,546.8,423,526.5,407.2,119.3,528.2,408.5,119.6
CRIMP2_158W_21N,21.458,-157.798,12/7/2013,21:17,544.2,2,12.36,390.9,2,12.5,1009.8,26.7,97.19,25.352,34.835,551,395.9,530.2,380.9,149.3,531.9,382.1,149.8
CRIMP2_158W_21N,21.458,-157.798,12/8/2013,0:17,493.8,2,10.9,389.3,2,10.23,1007.7,28.2,98.1,25.847,34.751,499.2,393.3,478.9,377.3,101.6,480.4,378.5,101.9
CRIMP2_158W_21N,21.458,-157.798,12/8/2013,3:17,491.3,2,11.19,390.5,2,10.55,1008.5,28.1,98.74,25.585,34.829,496.9,394.7,477.2,379.1,98.1,478.8,380.3,98.4
CRIMP2_158W_21N,21.458,-157.798,12/8/2013,6:17,508.1,2,10.78,409.6,2,10.53,1010.5,27.5,98.99,25.608,34.904,513.6,414,494.3,398.4,95.9,495.9,399.7,96.2
CRIMP2_158W_21N,21.458,-157.798,12/8/2013,9:17,493,2,10.77,399.8,2,10.16,1010.6,26.9,99.28,25.561,34.857,498.4,403.9,479.8,388.8,91,481.3,390,91.3
CRIMP2_158W_21N,21.458,-157.798,12/8/2013,12:17,524.2,2,10.07,413.5,2,9.84,1009.3,26.3,99.23,25.478,34.865,529.5,417.6,509.2,401.5,107.6,510.8,402.8,108
CRIMP2_158W_21N,21.458,-157.798,12/8/2013,15:17,512.2,2,10.04,413.6,2,9.8,1009.1,25.6,98.65,25.538,35.141,517.4,417.7,497.4,401.5,95.9,498.9,402.8,96.2
CRIMP2_158W_21N,21.458,-157.798,12/8/2013,18:17,523,2,11.32,404.8,2,11.45,1011.3,25.2,98.51,25.296,34.86,529,409.5,509.8,394.7,115.2,511.4,395.9,115.5
CRIMP2_158W_21N,21.458,-157.798,12/8/2013,21:17,589.3,2,12.07,389.8,2,12.21,1011.1,26.2,97.97,25.601,34.759,596.5,394.6,574.5,380,194.5,576.3,381.2,195.1
CRIMP2_158W_21N,21.458,-157.798,12/9/2013,0:17,538.1,2,11.71,389.1,2,11.44,1008.7,27.7,98.35,26.007,34.791,544.5,393.6,522.7,377.9,144.8,524.3,379.1,145.3
CRIMP2_158W_21N,21.458,-157.798,12/9/2013,3:17,448.8,2,11.98,388.9,2,11.32,1009.8,28.7,99.95,26.375,34.839,454.3,393.3,436.3,377.7,58.5,437.6,378.9,58.7
CRIMP2_158W_21N,21.458,-157.798,12/9/2013,6:17,459.5,2,10.96,391.2,2,10.68,1011.8,28.4,100.67,25.956,34.874,464.6,395.4,447.5,380.8,66.7,448.9,382,66.9
CRIMP2_158W_21N,21.458,-157.798,12/9/2013,9:17,450.3,2,11.3,392.6,2,11.05,1011.7,27.8,101.06,25.899,34.99,455.5,397,438.7,382.3,56.3,440,383.5,56.5
CRIMP2_158W_21N,21.458,-157.798,12/9/2013,12:17,459.4,2,10.97,398.2,2,10.73,1011.8,27.2,101.1,25.766,35.029,464.5,402.5,447.5,387.8,59.7,448.9,389,59.9
CRIMP2_158W_21N,21.458,-157.798,12/9/2013,15:17,486.9,2,10.66,413.1,2,10.43,1011.3,26.8,100.86,25.554,34.822,492.2,417.5,474.1,402.1,72,475.6,403.4,72.2
CRIMP2_158W_21N,21.458,-157.798,12/9/2013,18:17,503.5,2,11.41,393.6,2,11.17,1014,26.3,100.57,25.533,34.802,509.4,398.1,492.1,384.6,107.5,493.6,385.8,107.8
CRIMP2_158W_21N,21.458,-157.798,12/9/2013,21:17,574.8,2,12.84,388.7,2,12.96,1013.6,26.9,99.95,25.754,34.884,582.3,393.8,562,380.1,181.9,563.8,381.3,182.5
CRIMP2_158W_21N,21.458,-157.798,12/10/2013,0:17,510.2,2,12.43,388,2,12.19,1011.4,28.3,100,25.898,34.954,516.6,392.8,497.4,378.1,119.2,498.9,379.3,119.6
CRIMP2_158W_21N,21.458,-157.798,12/10/2013,3:17,461.7,2,11.81,389.1,2,11.13,1011.4,29.1,100.77,26.296,34.947,467.3,393.4,449.5,378.5,71,450.9,379.7,71.2
CRIMP2_158W_21N,21.458,-157.798,12/10/2013,6:17,466,2,11.8,389.6,2,11.5,1013.6,28.5,101.15,26.187,34.944,471.6,394.1,454.8,380.1,74.7,456.2,381.3,74.9
CRIMP2_158W_21N,21.458,-157.798,12/10/2013,9:17,474.6,2,11.39,390,2,11.5,1014,27.9,101.2,26.205,35.098,480.1,394.5,463.2,380.6,82.6,464.7,381.8,82.9
CRIMP2_158W_21N,21.458,-157.798,12/10/2013,12:17,476.2,2,11.52,391.3,2,11.64,1012.3,27.6,101.01,26.166,35.105,481.7,395.9,464,381.3,82.7,465.5,382.5,82.9
CRIMP2_158W_21N,21.458,-157.798,12/10/2013,15:17,571.8,2,11.35,389.9,2,11.44,1012,27.3,99.81,26.126,35.146,578.3,394.4,556.9,379.8,177.1,558.7,381,177.7
CRIMP2_158W_21N,21.458,-157.798,12/10/2013,18:17,624.4,2,11.49,390.7,2,11.59,1013.7,27,98.37,26.017,35.134,631.7,395.3,609.4,381.4,228.1,611.4,382.6,228.8
CRIMP2_158W_21N,21.458,-157.798,12/10/2013,21:17,614.3,2,12.6,390.5,2,12.71,1012.9,27,97.46,26.114,35.127,622.1,395.5,599.6,381.2,218.4,601.5,382.4,219.1
CRIMP2_158W_21N,21.458,-157.798,12/11/2013,0:17,549.6,2,12.34,390.1,2,11.72,1010.5,27.6,97.45,26.075,34.907,556.5,394.8,535.1,379.6,155.5,536.8,380.8,156
CRIMP2_158W_21N,21.458,-157.798,12/11/2013,3:17,501.3,2,11.67,390.7,2,11.05,1010.9,27.8,98.8,26.457,35.079,507.2,395.1,487.6,379.8,107.8,489.1,381,108.1
CRIMP2_158W_21N,21.458,-157.798,12/11/2013,6:17,464.5,2,11.44,391.2,2,11.17,1012.4,27.4,99.95,26.347,35.153,469.8,395.7,452.4,381,71.4,453.9,382.2,71.7
CRIMP2_158W_21N,21.458,-157.798,12/11/2013,9:17,470.6,2,11.23,391.1,2,11.32,1012.6,27.1,99.76,26.023,35.2,476,395.6,458.7,381.3,77.4,460.2,382.5,77.7
CRIMP2_158W_21N,21.458,-157.798,12/11/2013,12:17,467.4,2,11.04,392.1,2,11.13,1011.1,26.8,99.76,25.925,35.162,472.6,396.5,454.9,381.6,73.2,456.3,382.8,73.5
CRIMP2_158W_21N,21.458,-157.798,12/11/2013,15:17,493.5,2,11.18,391.6,2,11.3,1011.3,26.5,99.62,25.754,35.043,499,396.1,480.6,381.4,99.1,482.1,382.6,99.4
CRIMP2_158W_21N,21.458,-157.798,12/11/2013,18:17,574.8,2,11.5,392,2,11.26,1012.7,26.4,98.8,25.476,35.057,581.5,396.5,561,382.5,178.5,562.8,383.8,179.1
CRIMP2_158W_21N,21.458,-157.798,12/11/2013,21:17,511,2,11.58,391.4,2,11.36,1012.8,26.6,99.09,25.295,35.29,517,395.9,499.1,382.1,116.9,500.6,383.3,117.3
CRIMP2_158W_21N,21.458,-157.798,12/12/2013,0:17,432.4,2,11.61,390.8,2,11.36,1009.8,26.6,100.34,25.552,35.303,437.5,395.3,420.8,380.2,40.6,422.1,381.4,40.7
CRIMP2_158W_21N,21.458,-157.798,12/12/2013,3:17,436.9,2,11.32,392.1,2,10.73,1010.2,26.7,100.96,25.582,35.075,441.9,396.3,425.2,381.4,43.9,426.6,382.6,44
CRIMP2_158W_21N,21.458,-157.798,12/12/2013,6:17,423.3,2,10.91,390.6,2,10.66,1012.2,26.6,100.96,25.508,35.227,428,394.8,412.7,380.8,32,414.1,382,32.1
CRIMP2_158W_21N,21.458,-157.798,12/12/2013,9:17,495.3,2,10.83,390.3,2,10.58,1013,26.5,100,24.98,35.3,500.7,394.5,483.7,381.1,102.6,485.2,382.3,102.9
CRIMP2_158W_21N,21.458,-157.798,12/12/2013,12:17,501.2,2,10.78,391.5,2,10.56,1011.5,26.4,99.76,25.212,34.936,506.6,395.7,488.5,381.5,107,490,382.7,107.3
CRIMP2_158W_21N,21.458,-157.798,12/12/2013,15:17,514.1,2,10.7,395.4,2,10.46,1011.3,26.2,99.52,25.24,34.851,519.7,399.6,500.9,385.2,115.7,502.5,386.4,116.1
CRIMP2_158W_21N,21.458,-157.798,12/12/2013,18:17,546,2,11.58,394.5,2,11.7,1012.6,26.1,99.09,25.166,34.861,552.4,399.1,533.2,385.3,147.9,534.9,386.5,148.4
CRIMP2_158W_21N,21.458,-157.798,12/12/2013,21:17,551.5,2,12.55,390.4,2,11.99,1012.6,27,98.75,25.359,34.874,558.5,395.1,539,381.3,157.7,540.7,382.5,158.2
CRIMP2_158W_21N,21.458,-157.798,12/13/2013,0:17,529.6,2,11.6,390.5,2,11.35,1009.9,27.6,98.89,25.759,34.803,535.8,395,515.2,379.8,135.4,516.8,381,135.9
CRIMP2_158W_21N,21.458,-157.798,12/13/2013,3:17,495.1,2,11.15,390.7,2,10.88,1011.4,27.5,99.76,25.829,34.944,500.7,395,482.1,380.4,101.8,483.7,381.6,102.1
CRIMP2_158W_21N,21.458,-157.798,12/13/2013,6:17,432.7,2,11.22,391,2,11.32,1013.3,27.1,100.43,25.698,35.203,437.6,395.5,422.3,381.7,40.6,423.6,382.9,40.7
CRIMP2_158W_21N,21.458,-157.798,12/13/2013,9:17,524.7,2,11.02,391.4,2,10.77,1013.6,26.8,99.52,25.124,35.197,530.5,395.7,512.7,382.4,130.3,514.3,383.6,130.7
CRIMP2_158W_21N,21.458,-157.798,12/13/2013,12:17,504,2,10.92,391.9,2,10.67,1011.8,26.6,98.99,25.146,35.212,509.6,396.1,491.5,382.1,109.5,493.1,383.3,109.8
CRIMP2_158W_21N,21.458,-157.798,12/13/2013,15:17,510.6,2,10.82,391.4,2,10.59,1011.7,26.5,98.9,25.212,34.935,516.2,395.6,497.8,381.5,116.3,499.4,382.7,116.7
CRIMP2_158W_21N,21.458,-157.798,12/13/2013,18:17,531.6,2,11.06,399.4,2,10.84,1012.9,26.3,98.61,25.167,34.887,537.6,403.8,519.1,389.9,129.2,520.7,391.2,129.6
CRIMP2_158W_21N,21.458,-157.798,12/13/2013,21:17,550.1,2,12.21,390.9,2,12,1012.8,26.5,98.37,25.263,34.908,556.9,395.7,537.6,382,155.6,539.3,383.2,156.1
CRIMP2_158W_21N,21.458,-157.798,12/14/2013,0:17,547.2,2,11.82,390.5,2,11.25,1010.2,26.9,98.22,25.417,34.957,553.7,394.9,533,380.1,152.9,534.7,381.3,153.4
CRIMP2_158W_21N,21.458,-157.798,12/14/2013,3:17,522.1,2,11.55,391,2,10.97,1010.7,27,98.51,25.486,34.881,528.2,395.3,508.6,380.6,128,510.2,381.8,128.4
CRIMP2_158W_21N,21.458,-157.798,12/14/2013,6:17,560,2,11.1,391.2,2,10.84,1012.2,26.9,98.37,25.356,34.918,566.3,395.5,546.2,381.5,164.8,548,382.7,165.3
CRIMP2_158W_21N,21.458,-157.798,12/14/2013,9:17,522.8,2,10.97,391.5,2,10.72,1012.2,26.7,98.23,25.271,35.096,528.6,395.7,510,381.8,128.2,511.6,383,128.6
CRIMP2_158W_21N,21.458,-157.798,12/14/2013,12:17,513.7,2,10.86,391.7,2,10.61,1010.7,26.5,98.27,25.142,34.982,519.4,395.9,500.4,381.4,119,502,382.6,119.4
CRIMP2_158W_21N,21.458,-157.798,12/14/2013,15:17,533.9,2,10.77,392.3,2,10.53,1010.1,26.3,98.08,25.156,34.927,539.7,396.5,519.6,381.7,137.9,521.3,383,138.3
CRIMP2_158W_21N,21.458,-157.798,12/14/2013,18:17,525.6,2,11.32,392.5,2,11.09,1011.3,26.2,98.18,25.146,34.891,531.7,396.9,512.6,382.6,130,514.2,383.8,130.4
