"Sample.ID","TA","Mass","Tank","Type"
"20181017_Tank1",2221.6320474474,59.01,"Tank1","Tank"
"20181017_Tank4",2151.54253900863,59.26,"Tank4","Tank"
"20181017_Tank6",2173.1242468418,59.43,"Tank6","Tank"
"20181017_Tank8",2140.90955348742,59.87,"Tank8","Tank"
"20181017_Tank10",2156.04915453926,59.37,"Tank10","Tank"
"20181017_Tank12",2150.18250226129,59.94,"Tank12","Tank"
"20181017_Tank2",2149.47183618934,59.46,"Tank2","Tank"
"20181017_Tank5",2153.18573265183,59.57,"Tank5","Tank"
"20181017_Tank7",2149.14544208819,59.21,"Tank7","Tank"
