"Sample.ID","TA","Mass","Tank","Type"
"20181006_JUNK6",2176.41705033919,59.31,"Junk6","Junk"
"20181006_CRM1",2226.73407477449,59.75,"CRM1","CRM"
"20181006_CRM2",2202.76336587256,59.89,"CRM2","CRM"
