sample,mass,salinity,Sample.ID,Type
20181006_Tank5,59.52,34.45,Tank5,Tank
20181006_Tank11,59.8,34.27,Tank11,Tank
20181006_Tank8,59.06,34.06,Tank8,Tank
20181006_Tank6,59.56,34.05,Tank6,Tank
20181006_Tank12,59.84,34.12,Tank12,Tank
20181006_Tank1,59.78,33.98,Tank1,Tank
20181006_Tank2,59.22,34.24,Tank2,Tank
20181006_Tank7,59.43,34.11,Tank7,Tank
20181006_Tank3,59.78,33.99,Tank3,Tank
