Well,Plug_ID
A1,Standard1
A2,Standard1
A3,Standard2
A4,Standard2
A5,Standard3
A6,Standard3
A7,Standard4
A8,Standard4
A9,Standard5
A10,Standard5
A11,Standard6
A12,Standard6
B1,Standard7
B2,Standard7
B3,Standard8
B4,Standard8
B5,Standard9
B6,Standard9
B7,Standard10
B8,Standard10
B9,1052
B10,1052
B11,NA
B12,NA
C1,NA
C2,NA
C3,NA
C4,NA
C5,1634
C6,1634
C7,1615
C8,1615
C9,1488
C10,1488
C11,2876
C12,2876
D1,1165
D2,1165
D3,NA
D4,NA
D5,1224
D6,1224
D7,1044
D8,1044
D9,NA
D10,NA
D11,NA
D12,NA
E1,NA
E2,NA
E3,NA
E4,NA
E5,2384
E6,2384
E7,2566
E8,2566
E9,NA
E10,NA
E11,1142
E12,1142
F1,1194
F2,1194
F3,2202
F4,2202
F5,1422
F6,1422
F7,1693
F8,1693
F9,1735
F10,1735
F11,1092
F12,1092
G1,NA
G2,NA
G3,2382
G4,2382
G5,1490
G6,1490
G7,1618
G8,1618
G9,1336
G10,1336
G11,2389
G12,2389
H1,1271
H2,1271
H3,1646
H4,1646
H5,NA
H6,NA
H7,1473
H8,1473
H9,1339
H10,1339
H11,1094
H12,1094
