Well,Plug_ID
A1,NA
A2,NA
A3,1691
A4,1691
A5,2010
A6,2010
A7,2882
A8,2882
A9,2393
A10,2393
A11,NA
A12,NA
B1,1824
B2,1824
B3,1054
B4,1054
B5,1446
B6,1446
B7,1829
B8,1829
B9,1586
B10,1586
B11,1170
B12,1170
C1,1629
C2,1629
C3,1574
C4,1574
C5,2416
C6,2416
C7,1524
C8,1524
C9,1185
C10,1185
C11,1448
C12,1448
D1,2738
D2,2738
D3,1437
D4,1437
D5,2193
D6,2193
D7,1188
D8,1188
D9,1825
D10,1825
D11,2992
D12,2992
E1,NA
E2,NA
E3,2532
E4,2532
E5,1553
E6,1553
E7,NA
E8,NA
E9,NA
E10,NA
E11,1649
E12,1649
F1,NA
F2,NA
F3,1222
F4,1222
F5,1111
F6,1111
F7,1708
F8,1708
F9,2751
F10,2751
F11,1443
F12,1443
G1,1326
G2,1326
G3,2208
G4,2208
G5,2022
G6,2022
G7,2872
G8,2872
G9,1241
G10,1241
G11,NA
G12,NA
H1,1118
H2,1118
H3,1567
H4,1567
H5,1324
H6,1324
H7,NA
H8,NA
H9,NA
H10,NA
H11,NA
H12,NA
