Well,Plug_ID
A1,1130
A2,1130
A3,1447
A4,1447
A5,1491
A6,1491
A7,1598
A8,1598
A9,1748
A10,1748
A11,1046
A12,1046
B1,1636
B2,1636
B3,2397
B4,2397
B5,2997
B6,2997
B7,1713
B8,1713
B9,1086
B10,1086
B11,1560
B12,1560
C1,1584
C2,1584
C3,1305
C4,1305
C5,1211
C6,1211
C7,1252
C8,1252
C9,1622
C10,1622
C11,1242
C12,1242
D1,2989
D2,2989
D3,1587
D4,1587
D5,2394
D6,2394
D7,2982
D8,2982
D9,1409
D10,1409
D11,1576
D12,1576
E1,2404
E2,2404
E3,1116
E4,1116
E5,1743
E6,1743
E7,2074
E8,2074
E9,2998
E10,2998
E11,2184
E12,2184
F1,2540
F2,2540
F3,1304
F4,1304
F5,2519
F6,2519
F7,2018
F8,2018
F9,2741
F10,2741
F11,2530
F12,2530
G1,1441
G2,1441
G3,1240
G4,1240
G5,1256
G6,1256
G7,1540
G8,1540
G9,2388
G10,2388
G11,1489
G12,1489
H1,NA
H2,NA
H3,NA
H4,NA
H5,NA
H6,NA
H7,NA
H8,NA
H9,NA
H10,NA
H11,NA
H12,NA
