Well,Plug_ID
A1,Standard1
A2,Standard1
A3,Standard2
A4,Standard2
A5,Standard3
A6,Standard3
A7,Standard4
A8,Standard4
A9,Standard5
A10,Standard5
A11,Standard6
A12,Standard6
B1,Standard7
B2,Standard7
B3,Standard8
B4,Standard8
B5,Standard9
B6,Standard9
B7,Standard10
B8,Standard10
B9,1318
B10,1318
B11,2391
B12,2391
C1,1456
C2,1456
C3,1085
C4,1085
C5,2164
C6,2164
C7,2867
C8,2867
C9,2303
C10,2303
C11,1077
C12,1077
D1,2732
D2,2732
D3,1606
D4,1606
D5,1434
D6,1434
D7,1724
D8,1724
D9,2015
D10,2015
D11,1208
D12,1208
E1,1275
E2,1275
E3,1461
E4,1461
E5,1075
E6,1075
E7,1319
E8,1319
E9,1472
E10,1472
E11,2531
E12,2531
F1,2302
F2,2302
F3,1080
F4,1080
F5,NA
F6,NA
F7,NA
F8,NA
F9,NA
F10,NA
F11,NA
F12,NA
G1,NA
G2,NA
G3,NA
G4,NA
G5,NA
G6,NA
G7,NA
G8,NA
G9,NA
G10,NA
G11,NA
G12,NA
H1,NA
H2,NA
H3,NA
H4,NA
H5,NA
H6,NA
H7,NA
H8,NA
H9,NA
H10,NA
H11,NA
H12,NA
