Well,Plug_ID
A1,2070
A2,2070
A3,2198
A4,2198
A5,1281
A6,1281
A7,1036
A8,1036
A9,1550
A10,1550
A11,1038
A12,1038
B1,1243
B2,1243
B3,1737
B4,1737
B5,1264
B6,1264
B7,1568
B8,1568
B9,1189
B10,1189
B11,1454
B12,1454
C1,1045
C2,1045
C3,1265
C4,1265
C5,1309
C6,1309
C7,1133
C8,1133
C9,1216
C10,1216
C11,1533
C12,1533
D1,1182
D2,1182
D3,2301
D4,2301
D5,2172
D6,2172
D7,1149
D8,1149
D9,1092
D10,1092
D11,1541
D12,1541
E1,NA
E2,NA
E3,1166
E4,1166
E5,1687
E6,1687
E7,1333
E8,1333
E9,1538
E10,1538
E11,1215
E12,1215
F1,NA
F2,NA
F3,NA
F4,NA
F5,NA
F6,NA
F7,NA
F8,NA
F9,NA
F10,NA
F11,NA
F12,NA
G1,NA
G2,NA
G3,NA
G4,NA
G5,NA
G6,NA
G7,NA
G8,NA
G9,NA
G10,NA
G11,NA
G12,NA
H1,NA
H2,NA
H3,NA
H4,NA
H5,NA
H6,NA
H7,NA
H8,NA
H9,NA
H10,NA
H11,NA
H12,NA
