Well,Plug_ID
A1,1829
A2,1829
A3,1646
A4,1646
A5,1336
A6,1336
A7,1574
A8,1574
A9,1194
A10,1194
A11,1490
A12,1490
B1,1339
B2,1339
B3,1271
B4,1271
B5,2002
B6,2002
B7,1825
B8,1825
B9,1691
B10,1691
B11,NA
B12,NA
C1,1118
C2,1118
C3,1618
C4,1618
C5,1649
C6,1649
C7,1629
C8,1629
C9,1553
C10,1553
C11,NA
C12,NA
D1,1324
D2,1324
D3,2416
D4,2416
D5,1443
D6,1443
D7,1437
D8,1437
D9,2882
D10,2882
D11,NA
D12,NA
E1,1326
E2,1326
E3,1094
E4,1094
E5,1735
E6,1735
E7,1446
E8,1446
E9,1170
E10,1170
E11,1080
E12,1080
F1,2010
F2,2010
F3,2208
F4,2208
F5,1473
F6,1473
F7,2532
F8,2532
F9,1448
F10,1448
F11,NA
F12,NA
G1,1054
G2,1054
G3,1241
G4,1241
G5,1185
G6,1185
G7,1586
G8,1586
G9,1044
G10,1044
G11,NA
G12,NA
H1,1222
H2,1222
H3,2751
H4,2751
H5,1111
H6,1111
H7,1693
H8,1693
H9,1142
H10,1142
H11,NA
H12,NA
