Well,Plug_ID
A1,1414
A2,1414
A3,1760
A4,1760
A5,1482
A6,1482
A7,1249
A8,1249
A9,2982
A10,2982
A11,1584
A12,1584
B1,1598
B2,1598
B3,1188
B4,1188
B5,1639
B6,1639
B7,2853
B8,2853
B9,1537
B10,1537
B11,1738
B12,1738
C1,1188
C2,1188
C3,2401
C4,2401
C5,2018
C6,2018
C7,1413
C8,1413
C9,1213
C10,1213
C11,2058
C12,2058
D1,1228
D2,1228
D3,1294
D4,1294
D5,1174
D6,1174
D7,2184
D8,2184
D9,1748
D10,1748
D11,1620
D12,1620
E1,1540
E2,1540
E3,1778
E4,1778
E5,1297
E6,1297
E7,1411
E8,1411
E9,1253
E10,1253
E11,1686
E12,1686
F1,2189
F2,2189
F3,2998
F4,2998
F5,1702
F6,1702
F7,1187
F8,1187
F9,1772
F10,1772
F11,1086
F12,1086
G1,1743
G2,1743
G3,1163
G4,1163
G5,1636
G6,1636
G7,1084
G8,1084
G9,1042
G10,1042
G11,1547
G12,1547
H1,2728
H2,2728
H3,1191
H4,1191
H5,2566
H6,2566
H7,1048
H8,1048
H9,2062
H10,2062
H11,1572
H12,1572
