Well,Plug_ID
A1,Standard1
A2,Standard1
A3,Standard2
A4,Standard2
A5,Standard3
A6,Standard3
A7,Standard4
A8,Standard4
A9,Standard5
A10,Standard5
A11,Standard6
A12,Standard6
B1,Standard7
B2,Standard7
B3,Standard8
B4,Standard8
B5,Standard9
B6,Standard9
B7,Standard10
B8,Standard10
B9,2023
B10,2023
B11,2989
B12,2989
C1,2014
C2,2014
C3,1447
C4,1447
C5,1731
C6,1731
C7,1181
C8,1181
C9,1491
C10,1491
C11,1226
C12,1226
D1,1412
D2,1412
D3,2741
D4,2741
D5,1713
D6,1713
D7,1489
D8,1489
D9,1233
D10,1233
D11,1311
D12,1311
E1,1098
E2,1098
E3,2535
E4,2535
E5,2075
E6,2075
E7,2540
E8,2540
E9,1214
E10,1214
E11,1338
E12,1338
F1,2397
F2,2397
F3,1622
F4,1622
F5,1104
F6,1104
F7,1252
F8,1252
F9,1130
F10,1130
F11,1242
F12,1242
G1,2376
G2,2376
G3,1770
G4,1770
G5,2997
G6,2997
G7,2541
G8,2541
G9,1587
G10,1587
G11,2530
G12,2530
H1,1441
H2,1441
H3,2388
H4,2388
H5,2074
H6,2074
H7,1046
H8,1046
H9,2519
H10,2519
H11,1695
H12,1695
