Well,562
A1,1.832
B1,0.212
C1,1.085
D1,0.482
E1,0.714
F1,0.294
G1,0.394
H1,0.87
A2,1.852
B2,0.209
C2,1.165
D2,0.527
E2,0.777
F2,0.326
G2,0.421
H2,0.936
A3,1.437
B3,0.091
C3,0.435
D3,0.866
E3,0.325
F3,0.179
G3,0.359
H3,0.587
A4,1.417
B4,0.091
C4,0.46
D4,1.056
E4,0.357
F4,0.186
G4,0.341
H4,0.627
A5,1.02
B5,0.075
C5,0.733
D5,0.676
E5,0.858
F5,0.178
G5,0.777
H5,0.367
A6,1.002
B6,0.075
C6,0.846
D6,0.776
E6,0.967
F6,0.184
G6,0.85
H6,0.404
A7,0.786
B7,0.407
C7,0.777
D7,0.588
E7,0.423
F7,0.246
G7,0.37
H7,0.174
A8,0.829
B8,0.427
C8,0.906
D8,0.637
E8,0.483
F8,0.251
G8,0.396
H8,0.178
A9,0.587
B9,0.102
C9,0.298
D9,0.241
E9,0.855
F9,1.016
G9,0.65
H9,0.424
A10,0.592
B10,0.109
C10,0.335
D10,0.243
E10,0.991
F10,1.099
G10,0.668
H10,0.451
A11,0.351
B11,0.363
C11,0.491
D11,0.745
E11,0.295
F11,0.638
G11,0.801
H11,0.462
A12,0.361
B12,0.408
C12,0.481
D12,0.834
E12,0.326
F12,0.668
G12,0.894
H12,0.517
