Well,Plug_ID
A1,StandardA
A2,StandardA
A3,StandardB
A4,StandardB
A5,StandardC
A6,StandardC
A7,StandardD
A8,StandardD
A9,StandardE
A10,StandardE
A11,StandardF
A12,StandardF
B1,StandardG
B2,StandardG
B3,StandardH
B4,StandardH
B5,StandardI
B6,StandardI
B7,2732
B8,2732
B9,1822
B10,1822
B11,1735
B12,1735
C1,1272
C2,1272
C3,1304
C4,1304
C5,1752
C6,1752
C7,2876
C8,2876
C9,2003
C10,2003
C11,1423
C12,1423
D1,1288
D2,1288
D3,1549
D4,1549
D5,1098
D6,1098
D7,1211
D8,1211
D9,1655
D10,1655
D11,2515
D12,2515
E1,2744
E2,2744
E3,1136
E4,1136
E5,1339
E6,1339
E7,2531
E8,2531
E9,1570
E10,1570
E11,1650
E12,1650
F1,1634
F2,1634
F3,1422
F4,1422
F5,1444
F6,1444
F7,2872
F8,2872
F9,1727
F10,1727
F11,2519
F12,2519
G1,2001
G2,2001
G3,1602
G4,1602
G5,1615
G6,1615
G7,1075
G8,1075
G9,1285
G10,1285
G11,1584
G12,1584
H1,2401
H2,2401
H3,1088
H4,1088
H5,1470
H6,1470
H7,1770
H8,1770
H9,1472
H10,1472
H11,1213
H12,1213
