Well,Plug_ID
A1,StandardA
A2,StandardA
A3,StandardB
A4,StandardB
A5,StandardC
A6,StandardC
A7,StandardD
A8,StandardD
A9,StandardE
A10,StandardE
A11,StandardF
A12,StandardF
B1,StandardG
B2,StandardG
B3,StandardH
B4,StandardH
B5,StandardI
B6,StandardI
B7,1142
B8,1142
B9,1566
B10,1566
B11,2982
B12,2982
C1,2060
C2,2060
C3,1162
C4,1162
C5,2192
C6,2192
C7,1273
C8,1273
C9,1410
C10,1410
C11,2857
C12,2857
D1,1492
D2,1492
D3,1479
D4,1479
D5,1299
D6,1299
D7,1052
D8,1052
D9,2552
D10,2552
D11,1564
D12,1564
E1,1286
E2,1286
E3,1616
E4,1616
E5,1434
E6,1434
E7,1061
E8,1061
E9,2360
E10,2360
E11,1232
E12,1232
F1,1608
F2,1608
F3,NA
F4,NA
F5,1741
F6,1741
F7,1737
F8,1737
F9,1104
F10,1104
F11,1065
F12,1065
G1,2669
G2,2669
G3,2198
G4,2198
G5,1298
G6,1298
G7,1572
G8,1572
G9,2874
G10,2874
G11,1688
G12,1688
H1,1180
H2,1180
H3,1537
H4,1537
H5,1760
H6,1760
H7,1253
H8,1253
H9,1133
H10,1133
H11,1187
H12,1187
