Well,562
A1,1.891
B1,0.601
C1,0.075
D1,0.322
E1,0.338
F1,0.448
G1,0.397
H1,0.296
A2,1.758
B2,0.586
C2,0.074
D2,0.336
E2,0.312
F2,0.406
G2,0.374
H2,0.283
A3,1.329
B3,0.272
C3,0.689
D3,0.381
E3,0.369
F3,0.305
G3,0.367
H3,0.582
A4,1.315
B4,0.33
C4,0.659
D4,0.375
E4,0.37
F4,0.311
G4,0.367
H4,0.593
A5,1.059
B5,0.216
C5,0.371
D5,0.411
E5,0.262
F5,0.349
G5,0.687
H5,0.319
A6,1.01
B6,0.209
C6,0.362
D6,0.413
E6,0.261
F6,0.335
G6,0.683
H6,0.394
A7,0.755
B7,0.095
C7,0.045
D7,0.044
E7,0.044
F7,0.05
G7,0.044
H7,0.044
A8,0.785
B8,0.095
C8,0.045
D8,0.045
E8,0.045
F8,0.045
G8,0.044
H8,0.044
A9,0.045
B9,0.045
C9,0.045
D9,0.045
E9,0.045
F9,0.045
G9,0.045
H9,0.045
A10,0.046
B10,0.045
C10,0.045
D10,0.046
E10,0.045
F10,0.046
G10,0.045
H10,0.044
A11,0.045
B11,0.044
C11,0.045
D11,0.045
E11,0.047
F11,0.045
G11,0.044
H11,0.044
A12,0.045
B12,0.045
C12,0.045
D12,0.046
E12,0.049
F12,0.044
G12,0.045
H12,0.045
,
Well,562
A1,1.891
B1,0.601
C1,0.075
D1,0.322
E1,0.338
F1,0.448
G1,0.397
H1,0.296
A2,1.758
B2,0.586
C2,0.074
D2,0.336
E2,0.312
F2,0.406
G2,0.374
H2,0.283
A3,1.329
B3,0.272
C3,0.689
D3,0.381
E3,0.369
F3,0.305
G3,0.367
H3,0.582
A4,1.315
B4,0.33
C4,0.659
D4,0.375
E4,0.37
F4,0.311
G4,0.367
H4,0.593
A5,1.059
B5,0.216
C5,0.371
D5,0.411
E5,0.262
F5,0.349
G5,0.687
H5,0.319
A6,1.01
B6,0.209
C6,0.362
D6,0.413
E6,0.261
F6,0.335
G6,0.683
H6,0.394
A7,0.755
B7,0.095
C7,0.045
D7,0.044
E7,0.044
F7,0.05
G7,0.044
H7,0.044
A8,0.785
B8,0.095
C8,0.045
D8,0.045
E8,0.045
F8,0.045
G8,0.044
H8,0.044
A9,0.045
B9,0.045
C9,0.045
D9,0.045
E9,0.045
F9,0.045
G9,0.045
H9,0.045
A10,0.046
B10,0.045
C10,0.045
D10,0.046
E10,0.045
F10,0.046
G10,0.045
H10,0.044
A11,0.045
B11,0.044
C11,0.045
D11,0.045
E11,0.047
F11,0.045
G11,0.044
H11,0.044
A12,0.045
B12,0.045
C12,0.045
D12,0.046
E12,0.049
F12,0.044
G12,0.045
H12,0.045
,
Well,562
A1,1.891
B1,0.601
C1,0.075
D1,0.322
E1,0.338
F1,0.448
G1,0.397
H1,0.296
A2,1.758
B2,0.586
C2,0.074
D2,0.336
E2,0.312
F2,0.406
G2,0.374
H2,0.283
A3,1.329
B3,0.272
C3,0.689
D3,0.381
E3,0.369
F3,0.305
G3,0.367
H3,0.582
A4,1.315
B4,0.33
C4,0.659
D4,0.375
E4,0.37
F4,0.311
G4,0.367
H4,0.593
A5,1.059
B5,0.216
C5,0.371
D5,0.411
E5,0.262
F5,0.349
G5,0.687
H5,0.319
A6,1.01
B6,0.209
C6,0.362
D6,0.413
E6,0.261
F6,0.335
G6,0.683
H6,0.394
A7,0.755
B7,0.095
C7,0.045
D7,0.044
E7,0.044
F7,0.05
G7,0.044
H7,0.044
A8,0.785
B8,0.095
C8,0.045
D8,0.045
E8,0.045
F8,0.045
G8,0.044
H8,0.044
A9,0.045
B9,0.045
C9,0.045
D9,0.045
E9,0.045
F9,0.045
G9,0.045
H9,0.045
A10,0.046
B10,0.045
C10,0.045
D10,0.046
E10,0.045
F10,0.046
G10,0.045
H10,0.044
A11,0.045
B11,0.044
C11,0.045
D11,0.045
E11,0.047
F11,0.045
G11,0.044
H11,0.044
A12,0.045
B12,0.045
C12,0.045
D12,0.046
E12,0.049
F12,0.044
G12,0.045
H12,0.045
,
Well,562
A1,1.891
B1,0.601
C1,0.075
D1,0.322
E1,0.338
F1,0.448
G1,0.397
H1,0.296
A2,1.758
B2,0.586
C2,0.074
D2,0.336
E2,0.312
F2,0.406
G2,0.374
H2,0.283
A3,1.329
B3,0.272
C3,0.689
D3,0.381
E3,0.369
F3,0.305
G3,0.367
H3,0.582
A4,1.315
B4,0.33
C4,0.659
D4,0.375
E4,0.37
F4,0.311
G4,0.367
H4,0.593
A5,1.059
B5,0.216
C5,0.371
D5,0.411
E5,0.262
F5,0.349
G5,0.687
H5,0.319
A6,1.01
B6,0.209
C6,0.362
D6,0.413
E6,0.261
F6,0.335
G6,0.683
H6,0.394
A7,0.755
B7,0.095
C7,0.045
D7,0.044
E7,0.044
F7,0.05
G7,0.044
H7,0.044
A8,0.785
B8,0.095
C8,0.045
D8,0.045
E8,0.045
F8,0.045
G8,0.044
H8,0.044
A9,0.045
B9,0.045
C9,0.045
D9,0.045
E9,0.045
F9,0.045
G9,0.045
H9,0.045
A10,0.046
B10,0.045
C10,0.045
D10,0.046
E10,0.045
F10,0.046
G10,0.045
H10,0.044
A11,0.045
B11,0.044
C11,0.045
D11,0.045
E11,0.047
F11,0.045
G11,0.044
H11,0.044
A12,0.045
B12,0.045
C12,0.045
D12,0.046
E12,0.049
F12,0.044
G12,0.045
H12,0.045
