Well,562
A1,1.928
B1,0.217
C1,0.939
D1,0.732
E1,0.445
F1,0.301
G1,0.76
H1,0.935
A2,1.854
B2,0.216
C2,0.822
D2,0.75
E2,0.454
F2,0.325
G2,0.76
H2,0.956
A3,1.494
B3,0.097
C3,0.265
D3,0.457
E3,0.28
F3,1.433
G3,0.396
H3,0.48
A4,1.496
B4,0.096
C4,0.296
D4,0.475
E4,0.288
F4,1.488
G4,0.4
H4,0.48
A5,1.067
B5,0.076
C5,0.834
D5,0.384
E5,0.621
F5,0.641
G5,1.626
H5,0.532
A6,1.029
B6,0.077
C6,0.872
D6,0.404
E6,0.718
F6,0.655
G6,1.63
H6,0.544
A7,0.824
B7,0.399
C7,0.536
D7,0.294
E7,0.454
F7,0.304
G7,0.607
H7,0.247
A8,0.821
B8,0.397
C8,0.54
D8,0.301
E8,0.482
F8,0.313
G8,0.631
H8,0.249
A9,0.579
B9,0.863
C9,0.305
D9,0.341
E9,0.312
F9,0.398
G9,0.688
H9,0.417
A10,0.596
B10,0.89
C10,0.325
D10,0.353
E10,0.321
F10,0.422
G10,0.696
H10,0.409
A11,0.341
B11,0.328
C11,0.31
D11,0.25
E11,0.689
F11,0.333
G11,0.386
H11,1.491
A12,0.347
B12,0.508
C12,0.328
D12,0.266
E12,0.733
F12,0.353
G12,0.395
H12,1.568
