Well,Plug_ID
A1,StandardA
A2,StandardA
A3,StandardB
A4,StandardB
A5,StandardC
A6,StandardC
A7,StandardD
A8,StandardD
A9,StandardE
A10,StandardE
A11,StandardF
A12,StandardF
B1,StandardG
B2,StandardG
B3,StandardH
B4,StandardH
B5,StandardI
B6,StandardI
B7,1197
B8,1197
B9,1547
B10,1547
B11,1063
B12,1063
C1,1738
C2,1738
C3,1778
C4,1778
C5,1100
C6,1100
C7,2013
C8,2013
C9,1163
C10,1163
C11,1560
C12,1560
D1,1300
D2,1300
D3,1441
D4,1441
D5,1311
D6,1311
D7,1618
D8,1618
D9,1447
D10,1447
D11,2997
D12,2997
E1,1130
E2,1130
E3,2992
E4,2992
E5,2541
E6,2541
E7,1146
E8,1146
E9,1086
E10,1086
E11,2004
E12,2004
F1,1242
F2,1242
F3,2156
F4,2156
F5,1489
F6,1489
F7,2391
F8,2391
F9,1249
F10,1249
F11,1764
F12,1764
G1,2058
G2,2058
G3,1175
G4,1175
G5,1214
G6,1214
G7,1305
G8,1305
G9,2075
G10,2075
G11,1224
G12,1224
H1,2729
H2,2729
H3,1713
H4,1713
H5,2535
H6,2535
H7,1327
H8,1327
H9,1482
H10,1482
H11,NA
H12,NA
