sample,mass,salinity,Sample.ID,Type
20180919_Tank4,59.45,34.26,Tank4,Tank
20180919_Tank2,59.11,34.48,Tank2,Tank
20180919_Tank6,59.34,34.16,Tank6,Tank
20180919_Tank3,59.19,34.22,Tank3,Tank
20180919_Tank5,59.91,34.27,Tank5,Tank
20180919_Tank10,59.06,34.27,Tank10,Tank
20180919_Tank7,59.54,34.50,Tank7,Tank
20180919_Tank11,59.62,34.25,Tank11,Tank
20180919_Tank9,59.44,34.63,Tank9,Tank
