sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6
HP04,50,-0.042940317084236894,-0.0014571346054184943,0.011322986791312951,0.009812611556353105,-0.0008232926001231969,-0.0
HP05,51,-0.041933227551886956,0.010269740342781022,-0.007071074420885565,0.002628658347629801,0.005302218771754327,-0.0
HP07,53,0.08912545399486856,0.02407617856087652,0.005675950894291566,-0.005335166523851937,-5.418916203668943e-05,-0.0
HP11,57,-0.06367695268813374,-0.01775265369860938,0.003996612523855369,-0.010824612134685661,0.0003934594823055006,-0.0
HP12,58,-0.04294698117644871,0.009349398990210919,-0.009384848506057615,0.0004326045649775463,-0.004886622788943926,-0.0
HP14,60,0.10237202450583775,-0.02448552958984053,-0.004539627282516725,0.0032859041895775217,6.8426297044384e-05,-0.0
proportion_explained,0,0.9227711073347633,0.0558246576110592,0.011072755920431904,0.008585627753307953,0.0017458513804376923,0.0
