sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6
HP04,50,-0.10663663626473203,-0.019371089629904647,0.021963390977093933,-0.00026691043161957014,-0.0,0.0
HP05,51,-0.10654676319546198,-0.02438622121690855,-0.01181783802396131,0.005886052244008676,-0.0,0.0
HP07,53,0.22573739421641642,-0.03557668390194173,0.0029588677899082504,0.00044926771464591904,-0.0,0.0
HP11,57,-0.15187712180686744,0.06105760496618144,0.001306520455923191,0.0004586974593491104,-0.0,0.0
HP12,58,-0.10702706729907409,-0.023028952786904852,-0.011782284329067182,-0.006154557243360376,-0.0,0.0
HP14,60,0.246350194349719,0.04130534256947852,-0.0026286568698981453,-0.0003725497430210462,-0.0,0.0
proportion_explained,0,0.9491323167219434,0.046083030855602905,0.004373584071571171,0.00041106835088241953,0.0,0.0
