sample,analysis_type_uid,PC1,PC2,PC3
C1d,9,-0.33287662477055907,0.05232947670523257,0.0
C1d-C42.2-C1,6,-0.33287662477055885,-0.05232947670523181,0.0
C17d/C31-C21,7,0.6657532495411181,3.6972952533789006e-16,0.0
proportion_explained,0,0.9918296246920577,0.008170375307942335,0.0
