sample,analysis_type_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
C1d-C42.2-C1,10,-0.45067291511688123,0.0014830813621634802,-0.024375563605472043,-0.025963415946622135,0.02603475670141125,0.010167292186642442,0.028110556069792816,-0.003188244006539148,0.0
C1d-5523-C42.2-C1-5524,11,-0.4428716553647738,0.001697514622715711,0.13337077931432254,0.024000215418993175,-0.018900658417050662,-0.0029745186185461303,-0.0009908487011282838,-0.003880766895978111,0.0
C1d/C42.2-C1-C3cg,12,-0.4519955836375714,0.001576547996076564,0.008106043465417245,-0.004527852689948715,0.00023170797301535633,-0.007498395639811969,0.0002532029471614029,0.01236915057087478,0.0
C1d-5527-C42.2-C1,13,-0.45044750159917646,0.0014677454740325184,-0.028136001891034924,-0.028040664003600817,0.02860130089513902,0.012680050467709751,-0.026792514309407208,-0.0029450900699313346,0.0
3290-C17d-C31.1-C31-C21-C31a-1373,14,0.5126789087348064,-0.25836520524518386,-0.0013557983030157796,0.0261561701813475,0.007461566984363918,0.017389152306527763,0.00033217336787704627,0.0009364851640597176,0.0
C17d/3290_C-C21-C21ac-C17e-C17f,15,0.5232899469327306,0.21550817708508468,-0.005226340102031234,0.03564811968019958,0.0060073274296582645,0.025711508695401803,0.0004637281640642984,0.0012682100196761787,0.0
3290_C/C17d-C21-C31-C21ac-C31.9,16,0.5448626956656275,0.01222126651357088,0.009396749354533185,-0.06629466309685458,-0.04567400739760697,0.00115798801178683,-8.222789147210253e-05,-0.0003224201496142039,0.0
C1d-3290-1444,17,-0.3311361545421732,-0.0028317374817512712,-0.09974546987257212,0.03762062604393857,-0.04139706189610423,-0.015414237817735384,-0.0007002890405160388,-0.0027983943318917828,0.0
3290_C/C17d-C21-C31-C21ac-C31a-C17e,19,0.5462922589274112,0.027242609673290837,0.007965601639857135,0.0014014644125520958,0.03763506772716942,-0.041218839591973595,-0.0005937806063731119,-0.0014389303006680694,0.0
proportion_explained,0,0.925275791839702,0.051550358458893275,0.013268408125882262,0.004438299732589033,0.003235235569430661,0.0014595252864716781,0.0006823030684905195,9.007791854061337e-05,0.0
