sample,mass,salinity,Sample.ID,Type
20180923_Tank3,59.60,34.24,Tank3,Tank
20180923_Tank12,59.38,34.35,Tank12,Tank
20180923_Tank1,59.11,34.09,Tank1,Tank
20180923_Tank11,59.60,34.35,Tank11,Tank
20180923_Tank9,59.24,34.49,Tank9,Tank
20180923_Tank4,59.99,34.37,Tank4,Tank
20180923_Tank6,59.90,34.35,Tank6,Tank
20180923_Tank7,59.03,34.45,Tank7,Tank
20180923_Tank2,59.64,34.36,Tank2,Tank
