"Sample.ID","TA","Mass","Tank","Type"
"20180923_Tank10",2202.10185314408,59.01,"Tank10","Tank"
"20180923_Tank8",2197.48102310156,59.46,"Tank8","Tank"
"20180923_Tank5",2167.18980995719,59.73,"Tank5","Tank"
"20180923_CRM5",2235.68970484817,59.26,"CRM5","CRM"
"20180923_CRM6",2238.63297303126,59.8,"CRM6","CRM"
"20180923_CRM7",2233.38777915441,59.72,"CRM7","CRM"
