"Sample.ID","TA","Mass","Tank","Type"
"20180923_JUNK12",2197.16713484445,58.98,"Junk12","Junk"
"20180923_CRM3",2321.18757644836,59.72,"CRM1","CRM"
"20180923_CRM4",2318.69051729228,60.03,"CRM2","CRM"
